"","genename","logFC","logCPM","F","PValue","FDR"
"SL1344_2158","yohJ",5.03369704513916,9.61820121088479,88.163546240112,6.14399635367302e-09,2.83933934876511e-07
"SL1344_P3_0008","SL1344_P3_0008",1.5393167860992,6.69573997655319,59.3128186834479,6.20055908738513e-09,2.83933934876511e-07
"SL1344_0334","SL1344_0334",4.88883809898122,4.78327108969642,64.6105060044089,6.34043844150883e-09,2.8734605555539e-07
"SL1344_0523","ylbE",4.47583334636986,4.94524872881546,64.1563350773109,6.61522477439084e-09,2.96740082736961e-07
"SL1344_0703","SL1344_0703",3.95659632064527,4.56857791055969,58.5838778634359,7.0950636375893e-09,3.1295492235505e-07
"SL1344_0833","SL1344_0833",3.44892405712697,7.49700542487649,80.7776589012636,7.11908376603844e-09,3.1295492235505e-07
"SL1344_2016","dhaB",3.816700991782,4.29840282115225,58.4498307286822,7.27394782781726e-09,3.13664817241188e-07
"SL1344_3712","gltS",1.31989259286003,7.51696151312766,58.4468813465008,7.27793706974549e-09,3.13664817241188e-07
"SL1344_2996","kduI",4.49255645781103,6.98317425902628,81.6514973736307,7.64473427570084e-09,3.26274290058067e-07
"SL1344_0345","SL1344_0345",2.87824463778714,5.77515300061122,64.8738154424546,8.05541140796489e-09,3.3725322428013e-07
"SL1344_0593","ybdN",1.88755189120079,5.52001622191059,57.9190309632941,8.03063061689165e-09,3.3725322428013e-07
"SL1344_0513","SL1344_0513",5.02088636223087,7.07826857145009,82.1373420146737,8.15809648155912e-09,3.3833011446164e-07
"SL1344_2569","SL1344_2569",3.0107960392007,5.39889631787965,60.764692889997,8.26308314677951e-09,3.39481434703203e-07
"SL1344_0972","SL1344_0972",2.43062219917224,5.72274737756,60.2650136513595,8.46755190556754e-09,3.44660723859953e-07
"SL1344_0266","sciG",1.60627682580722,7.56976291657019,60.133347114643,8.66387452744855e-09,3.49416444244622e-07
"SL1344_0025","bcfE",3.87274353642885,5.19369251947733,62.6447888003125,8.87563047485195e-09,3.54261088175164e-07
"SL1344_2287","nuoL",1.29198044066009,7.49200169985926,57.3130596902489,8.99763750298423e-09,3.54261088175164e-07
"SL1344_4167","malK",4.61502873219795,6.38610082939909,78.4502080553592,9.02576020828443e-09,3.54261088175164e-07
"SL1344_0609","citF",4.42746137846184,4.3134377114421,57.1665633651206,9.24946412223523e-09,3.56672318257422e-07
"SL1344_1427","SL1344_1427",5.88676365582436,3.8044628671675,59.3909635195243,9.20291520724296e-09,3.56672318257422e-07
"SL1344_2967","ygdL",-1.00050587364136,7.70114733517823,56.9297794682902,9.67241596194431e-09,3.69738613640932e-07
"SL1344_2477","ratA",2.63198696216068,7.97779169078381,73.6309455277426,1.00605313487728e-08,3.81259446631078e-07
"SL1344_1993","cobS",2.05936779754654,5.62312077784434,56.5742521396973,1.03463975830766e-08,3.85447150637328e-07
"SL1344_3705","ligB",1.95736581926265,5.86466020297406,56.5822065240553,1.03307857615573e-08,3.85447150637328e-07
"SL1344_1613","tyrR",2.22036316616526,8.19011717981258,68.8374873783008,1.06095236992198e-08,3.91928287241768e-07
"SL1344_1638","yciH",-1.49784248746543,6.02777946360125,56.3253957702312,1.08476669396867e-08,3.97386198890524e-07
"SL1344_0653","gltJ",2.55441497088838,5.8055911498834,59.6112774800294,1.12239316156002e-08,4.0114149091202e-07
"SL1344_4187","yjbR",3.49851322514456,6.74361928191961,74.546875049536,1.10577680067809e-08,4.0114149091202e-07
"SL1344_4498","stjA",1.86267068266638,5.97879538708489,56.1547993937343,1.12061263600261e-08,4.0114149091202e-07
"SL1344_2375","ypeC",2.05083219322511,6.41196504821733,59.6145461775529,1.13277439443064e-08,4.0158679338041e-07
"SL1344_0438","ampG",1.55546474940606,8.15981394478249,58.7879366795077,1.16523501554867e-08,4.06537549869204e-07
"SL1344_P2_0025","yccB",3.03639320021907,5.38771714170744,58.9994668462826,1.1613579003056e-08,4.06537549869204e-07
"SL1344_3526","livF",3.13154771499192,5.73019871349087,63.8506346762252,1.1953653328839e-08,4.13765827036032e-07
"SL1344_2993","ygeA",2.45171521460409,6.83751055675544,65.6732170403491,1.20546673024041e-08,4.14002480166942e-07
"SL1344_2532","SL1344_2532",2.46352079846165,5.25936334906059,55.6063797805197,1.24460480565708e-08,4.21361486963056e-07
"SL1344_3734","SL1344_3734",3.07035151714816,5.0667905676652,56.8341823205963,1.24606445189257e-08,4.21361486963056e-07
"SL1344_2076","wcaM",2.27659615438626,5.55761562797622,55.309627912571,1.51118234057704e-08,5.07111264822647e-07
"SL1344_0107","thiP",1.5361200816557,7.58418379912045,56.351608519131,1.63741573098452e-08,5.37170115925966e-07
"SL1344_1079","csgD",4.03565139700818,4.63064453947035,56.9330418400512,1.6201937974333e-08,5.37170115925966e-07
"SL1344_2404","cysA",2.13933596414937,5.24355128469137,54.2066739614317,1.63179591831183e-08,5.37170115925966e-07
"SL1344_0058","SL1344_0058",3.20579286917321,5.61812615067212,60.8964225107193,1.69452813999943e-08,5.47731301723346e-07
"SL1344_2764","virK",1.73216697713301,9.42478522426482,57.3815421108788,1.69256346933114e-08,5.47731301723346e-07
"SL1344_2607","srmB",-1.1255641157321,8.04672903739004,53.9692876714021,1.70925419561507e-08,5.48458499556484e-07
"SL1344_0844","SL1344_0844",1.55476549864288,6.37614064275858,53.7490851202309,1.78459472960316e-08,5.68483944299673e-07
"SL1344_0599","SL1344_0599",3.53340142463039,6.20850309199224,67.3395887214352,1.82415877531113e-08,5.72785855447694e-07
"SL1344_3435","argDb",1.8598009952528,7.07342713527506,58.2222849177464,1.81820493509972e-08,5.72785855447694e-07
"SL1344_3481","malP",2.66216542125137,6.72586617201479,65.0554743134536,1.93129785347277e-08,6.02126621550801e-07
"SL1344_0538","fimC",4.10177736625343,3.56120642182039,52.7141854226046,2.18893704159212e-08,6.75632225560273e-07
"SL1344_0907","pflA",-0.865335913635846,8.19720875422884,52.6938298621471,2.19780273555776e-08,6.75632225560273e-07
"SL1344_2810","ygaD",-1.30546345091346,6.16818379111791,52.642224371163,2.22045005335767e-08,6.77854057955576e-07
"SL1344_2955","fucP",2.64082381010501,4.1906722341704,52.1986162795736,2.42564182029442e-08,7.35387685656156e-07
"GcvB","GcvB",-1.31516734965095,11.7693821075728,51.7197111063851,2.66990498099772e-08,8.03897417566164e-07
"SL1344_0115","leuO",3.70036567263666,6.34445311892162,67.0646458854205,2.83543804143372e-08,8.47930995247798e-07
"SL1344_1854","cheM",1.89917896298187,8.45293906939277,59.5043457925593,2.87285875824245e-08,8.53316696029311e-07
"SL1344_P2_0038","psiA",2.44700868524388,4.6233563817233,51.2556962919593,2.9315606976661e-08,8.64908780331557e-07
"SL1344_2663","SL1344_2663",2.6919929627638,4.49611278068693,51.1526612907599,2.99326912392058e-08,8.77227404583659e-07
"SL1344_3378","SL1344_3378",-0.989711045938685,7.64783508457478,51.0919896343123,3.03024858253343e-08,8.81842132821104e-07
"SL1344_4221","SC4B5.11c",2.57361050494408,7.06197839967295,63.7574492647848,3.0491356730848e-08,8.81842132821104e-07
"SL1344_3173","rfaE",-1.02820851444734,7.50672764172084,50.7618482439678,3.24013873524309e-08,9.30957508505138e-07
"SL1344_2848","orgC",1.29220095400729,7.35085389501873,50.6467589129972,3.31688502023789e-08,9.46819905776998e-07
"SL1344_1640","yciM",2.02122193140165,7.83003136248844,59.8677521929919,3.34198716257614e-08,9.47830681721595e-07
"SL1344_3672","yigQ",1.6699078799924,7.52786644860452,54.2290898846772,3.56646735526803e-08,1.00501221113835e-06
"SL1344_2422","eutA",3.26416739334243,4.64935602625181,51.1255946648574,3.60989082180352e-08,1.01076943010499e-06
"SL1344_0705","SL1344_0705",4.17342392343139,5.21273298370683,57.8170200122218,3.75685903826352e-08,1.04526280583585e-06
"SL1344_0916","ycaL",2.12141154463137,6.16616218269658,53.0112619365867,3.81542708791362e-08,1.05488160241939e-06
"SL1344_1370","ydhL",2.22052535315877,5.30688168934427,49.6386020868334,4.07759430962147e-08,1.1203190365685e-06
"SL1344_P2_0089","pilR",2.6286333624945,4.96283427454808,49.1673325158662,4.49475467374849e-08,1.22726345004959e-06
"SL1344_3910","yigI",3.72529257160237,6.5050991535418,63.8689917781772,4.6156888939192e-08,1.25250422084375e-06
"SL1344_0930","mukE",2.33258354332232,7.75710459429792,60.7888295420841,4.72768729918108e-08,1.27502535995092e-06
"SL1344_2570","SL1344_2570",2.33712450042932,6.48109693348148,55.9605755014452,4.9704522100084e-08,1.31646440170437e-06
"SL1344_3505","glgB",2.09955572494061,7.68936738487342,57.8197686526459,4.93857408931946e-08,1.31646440170437e-06
"SL1344_P2_0060","SL1344_P2_0060",1.5802018977513,6.58976952428448,49.3517101063935,4.97118040679992e-08,1.31646440170437e-06
"SL1344_3728","mgtB",2.73892067530587,8.6186405900174,62.3680791888872,5.04673857969626e-08,1.32847082612843e-06
"SL1344_0061","citE2",3.71909468385221,5.00723562111144,52.0987888506837,5.25758951739776e-08,1.33597476985437e-06
"SL1344_0447","comE1",2.52446761936397,4.96054866528381,48.4228380927301,5.24856155655274e-08,1.33597476985437e-06
"SL1344_1066","SL1344_1066",1.89264041426328,5.91127446593708,48.5277521001228,5.13468262154816e-08,1.33597476985437e-06
"SL1344_2127","stcC",2.14046692294581,5.75487824146143,49.9495495237642,5.14406594215478e-08,1.33597476985437e-06
"SL1344_2446","dapE",1.19757744690326,7.46373530386885,48.4836019664579,5.18228293629785e-08,1.33597476985437e-06
"SL1344_2668","SL1344_2668",3.67088866556531,6.61006030528893,64.1586677790364,5.21080973106302e-08,1.33597476985437e-06
"SL1344_3501","glgP",1.32658086153367,7.24321873973318,48.2284477571303,5.46669737895748e-08,1.38112653321248e-06
"SL1344_0429","yajQ",-0.871757593494659,8.93036874388862,47.8600891559089,5.90684351444837e-08,1.48379909082943e-06
"SL1344_2492","SL1344_2492",2.49202942364998,5.50268019818747,49.9443536859847,6.00007556057596e-08,1.4986552366075e-06
"SL1344_4213","nrfA",3.21453738707624,5.40555957064168,53.9456602915415,6.32502241386292e-08,1.57089257239217e-06
"SL1344_1715","SL1344_1715",3.94630130702218,6.94912710960107,63.4858049017012,6.82453079567531e-08,1.6854290661679e-06
"SL1344_1692","narG",1.72800886769821,6.02167850780672,47.0586243921027,6.99957372591549e-08,1.7101904020681e-06
"CsrB","CsrB",-1.09980123622887,12.87315140606,47.0565941201042,7.00259946251723e-08,1.7101904020681e-06
"SL1344_1242","astE",2.91516871769643,4.94679390625858,48.3159293837209,7.15644654315499e-08,1.73810712727676e-06
"SL1344_1757","yoaE",1.67315400462905,5.66834992318711,46.7712380984332,7.44197636208623e-08,1.7877009884006e-06
"SL1344_2830","hycD",3.32969694336661,4.54593217350567,48.1365145261032,7.40713732373507e-08,1.7877009884006e-06
"SL1344_4168","lamB",2.3842444826032,5.41785684483441,48.081200383976,7.49098837084946e-08,1.7896948303399e-06
"SL1344_1599","SL1344_1599",2.71169265375245,5.00775978080477,47.3719840231046,7.70712027471225e-08,1.83137841771e-06
"SL1344_3096","SL1344_3096",1.38941669219515,6.3445874812391,46.540926896692,7.81789332114755e-08,1.84771285160025e-06
"SL1344_0716","sdhA",1.43958408469558,5.93621897218428,46.5034300009255,7.88097772960782e-08,1.85266193044684e-06
"SL1344_0268","sciI",2.17643427891993,6.95227345683821,54.4673613344348,8.06025878612109e-08,1.88472859701002e-06
"SL1344_1019","yccV",-1.15142326895999,8.03519846679207,46.3421402519429,8.15854679015549e-08,1.89761754971024e-06
"SL1344_2110","SL1344_2110",4.10539413602312,7.22410739018632,62.8162061387977,8.42306087946388e-08,1.94883029611175e-06
"SL1344_0346","SL1344_0346",3.28824237643952,6.41818732481081,58.8025378245943,8.64103471888861e-08,1.9887952159285e-06
"SL1344_0062","citF2",2.64271188659422,5.51576840879066,49.5880617257521,8.87614051402489e-08,2.03226633852362e-06
"SL1344_0015","SL1344_0015",2.96721474247593,5.29611232627264,49.2253419033579,8.96349798365918e-08,2.03609207605706e-06
"SL1344_0750","galM",1.46325103867034,6.8229542234648,46.4818474728783,8.98548368414627e-08,2.03609207605706e-06
"SL1344_4456","hsdM",1.47905612529066,7.16241928760611,47.1889925730898,9.17637217166491e-08,2.06868369572507e-06
"SL1344_1595","SL1344_1595",2.03270085976123,6.07334971067843,48.1287938248003,9.43044451511186e-08,2.11511398410366e-06
"SL1344_0980","SL1344_0980",2.7234712299451,6.64865647506963,55.9157936250701,9.92197223121617e-08,2.21406040245819e-06
"SL1344_1177","SL1344_1177",2.1207149588117,6.35722844226083,50.4237681544551,1.0072053147246e-07,2.23003543421755e-06
"SL1344_3275","rpmA",-1.14675067194059,10.9561758206302,45.3570824865157,1.00950193678183e-07,2.23003543421755e-06
"SL1344_3123","hybA",1.98333406700992,5.21514442696511,45.3140097704212,1.01901053621867e-07,2.23978515860864e-06
"SL1344_2211","SL1344_2211",2.70317552779352,5.17593346701002,46.954664615646,1.03985143250417e-07,2.27422233695938e-06
"SL1344_0946","recEa",2.18804112146957,5.15508404704789,45.1174381317558,1.06362630647274e-07,2.31470358576939e-06
"SL1344_1356","ssaU",2.37746891611105,5.70635007778133,47.7576438647265,1.09287361868983e-07,2.36663666392142e-06
"SL1344_0987","SL1344_0987",1.956730692833,6.25724196190032,47.5013198194525,1.10962437369323e-07,2.39113173860562e-06
"SL1344_1490","SL1344_1490",2.21926079055873,5.05853267093836,44.7700346947544,1.14761701522166e-07,2.45729204384587e-06
"SL1344_4400","yjgD",-1.22921278059867,7.31173327878459,44.7546070088258,1.1515062807831e-07,2.45729204384587e-06
"SL1344_0425","phnW",4.02126569884798,6.34396143624204,58.5901692337989,1.21326439741432e-07,2.57657501982287e-06
"SL1344_2896","ygbK",4.01919496419007,7.34478087385545,60.3639267632114,1.22073651033392e-07,2.5799796631865e-06
"SL1344_3863","ilvE",1.05823248476617,8.1995572896496,44.3656197189219,1.25433182722693e-07,2.63829794855961e-06
"SL1344_4264","fxsA",-1.16409782244388,7.58303843952807,44.3210594351209,1.26671790217375e-07,2.65166280855039e-06
"SL1344_0522","fdrA",2.63750700737146,5.27477859286807,46.2540766620975,1.28950689750891e-07,2.68657455992851e-06
"SL1344_P1_0039","SL1344_P1_0039",2.48534724246021,5.15378837324219,44.804608168562,1.33033658150908e-07,2.75856585486505e-06
"SL1344_0657","ybeY",-1.32276100423122,6.76261942127668,44.0033940315779,1.35886215733494e-07,2.79138226338523e-06
"SL1344_2224","ccmA2",4.83032285190022,6.19581508896226,58.0598459394742,1.35421561761986e-07,2.79138226338523e-06
"SL1344_1682","hns",-0.964207812525543,9.90123752703983,43.8652557596585,1.40112455852011e-07,2.86481095779275e-06
"SL1344_2353","aroC",1.62364544555776,7.8536670675072,48.0747149867972,1.54369021163946e-07,3.14169544924401e-06
"SL1344_1624","sapC",1.55479088490784,5.97166144590438,43.3283162183445,1.57911005344521e-07,3.18429715364457e-06
"SL1344_1644A","ymiA",-1.07632724675414,8.06860245958696,43.3291303427926,1.57882272510969e-07,3.18429715364457e-06
"SL1344_3304","yhcG",2.06021794224165,5.1284079325741,43.0920267084537,1.66489315601478e-07,3.34194991499588e-06
"SL1344_0143","pilB",3.30923871344022,4.85257213914975,45.3549508973884,1.71068396541647e-07,3.41825759635036e-06
"SL1344_1936","SL1344_1936",2.55687029545249,5.97970959350252,48.7109962028333,1.72559160356507e-07,3.43244375080183e-06
"SL1344_1007","fabA",-0.984023591104707,8.69949986202325,42.8743572494948,1.74829524577562e-07,3.46193959478813e-06
"SL1344_1039","hpaR",2.37552192095404,5.71060149889022,46.0086383296898,1.77775202625229e-07,3.50448336654935e-06
"SL1344_0044","rpsT",-0.834632471840163,10.495056364187,42.6267967834137,1.84856355082344e-07,3.56779794739898e-06
"SL1344_0078","fixC",3.43517673545746,5.19758683907147,47.9305425295225,1.82242756700019e-07,3.56779794739898e-06
"SL1344_0718","sucA",1.22206694784741,6.71170061506038,42.6180955219493,1.85219682693159e-07,3.56779794739898e-06
"SL1344_1027","pipB",3.11027363823625,4.40478896813914,42.602885057044,1.85856626468236e-07,3.56779794739898e-06
"SL1344_1925","umuC",2.53226938440895,5.73427393464196,46.7250666902006,1.83597371798609e-07,3.56779794739898e-06
"SL1344_2660","smpB",-1.00118501253617,7.69267836834614,42.6617868233178,1.83402930294504e-07,3.56779794739898e-06
"SL1344_1731","dadA",1.92834059408978,5.52253672912395,42.5483879915958,1.8815784204676e-07,3.59626901581547e-06
