"","logFC","logCPM","F","PValue","FDR","genenames"
"SL1344_3727",3.40890251955935,6.96745880329746,341.409585558626,3.1936138254929e-19,1.40391263768668e-15,"cigR"
"SL1344_1783",3.11565416918401,6.74138944795525,248.786989391402,3.88042643571414e-17,8.52917730569969e-14,"SL1344_1783"
"SL1344_4388",2.58288265837522,7.75431107805955,235.722475921754,8.65304214508135e-17,1.26795910899259e-13,"SL1344_4388"
"SL1344_4387",2.22671625088373,9.13040266013722,223.477341527988,1.90270307102109e-16,1.67285654004174e-13,"mgtA"
"AmgR",2.76225839256482,9.14481272968423,226.672781611796,1.54354098062022e-16,1.67285654004174e-13,"AmgR"
"SL1344_0378",2.35579433148861,7.87114879550784,186.095658516382,2.72558490928964e-15,1.99694521020621e-12,"yaiB"
"SL1344_4255",1.95834923731419,7.93864068871995,173.279070542072,7.54987891729043e-15,4.74132396005839e-12,"phoN"
"SL1344_3730",2.1027746446553,6.73369377063618,160.220464019117,2.28078239155686e-14,1.25328992416049e-11,"yicL"
"SL1344_0616",1.65419269786835,8.74925815996853,145.511759264241,8.70007338827153e-14,4.24950251276018e-11,"pagP"
"SL1344_1799",2.3270777235543,6.35236777648423,139.447658161622,1.56088007728106e-13,6.86162881972754e-11,"pagK"
"SL1344_1287",2.21778319480972,6.25553257356817,132.161078475692,3.23978781744054e-13,1.29473702231533e-10,"ydiR"
"SL1344_3018",-2.04212018215629,8.34086013749965,120.233535746419,1.25360746043032e-12,4.59238199670975e-10,"recJ"
"SL1344_2273",1.90529716671486,8.28742596060215,117.353019385403,1.58770932592138e-12,5.36890015134645e-10,"pmrD"
"SL1344_1169",1.34677966229174,9.31742258178123,115.624172316158,1.93097014854086e-12,6.0632462664183e-10,"phoP"
"SL1344_1602",1.53985163931773,7.95241015907348,112.614723354315,2.72988271585118e-12,7.14159551722502e-10,"SL1344_1602"
"SL1344_2742",-2.81227284634245,6.83457216316354,123.148373434285,2.7617635075711e-12,7.14159551722502e-10,"SL1344_2742"
"SL1344_3727A",4.49512735481185,4.11416363274919,113.280516527993,2.52702743790756e-12,7.14159551722502e-10,"mgtR"
"SL1344_4265",1.27492595496553,8.55566774567068,109.99744638491,3.7109029338952e-12,9.0628496096685e-10,"yjeH"
"SL1344_1383",1.60225547265979,7.95930383776757,108.277555805691,4.55450557029741e-12,1.05376876247513e-09,"gst"
"SL1344_2299",1.45833859776615,6.59367900960084,106.109898836458,5.91736048101009e-12,1.30063583372602e-09,"lrhA"
"SL1344_2764",2.28201495227163,9.42478522426482,113.820484014179,7.97406766624342e-12,1.66923816480029e-09,"virK"
"SL1344_1514",1.97877461230264,7.53217488556017,102.781971147264,1.28984440658925e-11,2.57734364153015e-09,"steA"
"SL1344_2007",-4.42479416520873,4.57684688405656,96.9944674778747,1.86447033480286e-11,3.56357025730147e-09,"cbiE"
"SL1344_4354",-2.71802681339204,5.30103358660663,96.5258722693838,1.98207585088242e-11,3.6305022668663e-09,"iolA"
"SL1344_P1_0061",1.48659488146972,8.80460255709695,96.1127525375721,2.0922834595552e-11,3.67907123528186e-09,"SL1344_P1_0061"
"SL1344_2137",1.35801681260622,6.71560336874028,94.9962110274399,2.42390531450879e-11,3.94647694910395e-09,"yehU"
"SL1344_4013",1.39023927589523,9.38375298354878,95.0177001165516,2.41702214221606e-11,3.94647694910395e-09,"cdh-a"
"SL1344_3560",1.3979976063641,6.86183337680319,92.0638044865233,3.58951739701278e-11,5.63554231331006e-09,"SL1344_3560"
"SL1344_1768",1.38541527354589,7.50395597769123,86.9406628216097,7.292044450533e-11,9.86149446434772e-09,"SL1344_1768"
"SL1344_2894",-3.2813099742616,4.77456910765028,86.8825981779973,7.35213446675778e-11,9.86149446434772e-09,"hyi"
"SL1344_2991",-1.95382556340806,6.91201346985254,87.0409259289062,7.18950570352964e-11,9.86149446434772e-09,"lysA"
"SL1344_4230",1.5929894625834,8.42884826094001,86.9317885813,7.30119444835796e-11,9.86149446434772e-09,"yjdB"
"SL1344_4495",-2.76491559134121,7.93225959957771,108.445427418448,7.40285071254492e-11,9.86149446434772e-09,"deoA"
"SL1344_2517",-2.15572353908221,9.12228284918398,94.9676006665411,8.85732113647444e-11,1.14519952105711e-08,"glyA"
"SL1344_1339",-2.78169559155507,5.70893077807774,83.9472658623323,1.39829616401374e-10,1.72507401327456e-08,"sseG"
"SL1344_1472",-2.59652033066837,5.86588575954836,84.8024438834506,1.41270847310928e-10,1.72507401327456e-08,"SL1344_1472"
"SL1344_2977",-4.05201947821137,5.30003005061375,86.6119255334963,1.55337876564744e-10,1.81709459471818e-08,"comO"
"SL1344_3237",-2.0218810920182,8.61065138905713,88.8376687745845,1.57073691081189e-10,1.81709459471818e-08,"yraM"
"SL1344_0745",-3.28976116459847,4.80442065432832,79.2491983501132,2.24287007382882e-10,2.4113197618182e-08,"dcoB"
"SL1344_1906",-2.8872618876021,7.58126790213412,100.394756178966,2.24895610178676e-10,2.4113197618182e-08,"fliN"
"SL1344_3179",1.81631731598594,6.30394548116445,79.3076259945835,2.22316494016864e-10,2.4113197618182e-08,"folB"
"SL1344_0971",-2.76676308409869,6.08323925088881,84.1255054004394,2.32284793702853e-10,2.4312475074232e-08,"SL1344_0971"
"SL1344_2223C",-3.26091379587288,5.25023484838837,79.0794622191948,2.88149882739122e-10,2.94582996400275e-08,"ccmE2"
"SL1344_2759",-1.90201060556405,7.25450086365955,80.6322259200208,2.98002526467278e-10,2.9773161507958e-08,"iroC"
"SL1344_0354",-3.40871683493438,5.1355832998346,76.4935176330233,3.41886849566519e-10,3.33985464598759e-08,"SL1344_0354"
"SL1344_0517",-2.60063284073837,5.42953630925521,75.5200771983784,3.97803612656088e-10,3.80161887225252e-08,"ybbY"
"SL1344_0784",-3.99210175612783,5.23417734953315,81.1734908057605,4.18626762710517e-10,3.91549627420305e-08,"ybhM"
"SL1344_2765",1.60554323974679,9.35962490704855,74.977228072329,4.78554022877382e-10,4.3604171630658e-08,"mig-14"
"SL1344_2938",1.15852256558269,7.95319144559636,74.2461823315452,4.86033760214341e-10,4.3604171630658e-08,"rumA"
"SL1344_2937",1.09184585647076,8.55467810934145,71.2417059500749,7.87149507573424e-10,6.92061847058555e-08,"relA"
"SL1344_0392",1.18234691017162,7.43023084065007,70.7409221036991,8.541825119831e-10,7.31751199365597e-08,"phoB"
"SL1344_2849",1.562930406796,7.01280178846408,70.6599050275401,8.65583766310533e-10,7.31751199365597e-08,"orgB"
"SL1344_P1_0062",1.17087134701503,8.24570461426449,70.3563766344319,9.09752893687445e-10,7.54579947292455e-08,"rlgA"
"SL1344_2692",-3.96303218999202,4.81140773262763,71.897624389267,9.64609277494481e-10,7.85263404419581e-08,"SL1344_2692"
"SL1344_0445",1.63041854722755,11.2490525261427,69.178360214035,1.10515411242865e-09,8.71558934308088e-08,"hupB"
"SL1344_0690",-1.97081863977797,7.04668816197354,73.2512536157519,1.11026615835425e-09,8.71558934308088e-08,"phrB"
"SL1344_4149",-3.02171592083689,7.00487886624581,87.0258761359267,1.19152741589816e-09,9.18939389524267e-08,"SL1344_4149"
"SL1344_4472",1.33242455506113,9.1011513860628,68.5790611875081,1.2212081943742e-09,9.2559159008086e-08,"mdoB"
"SL1344_3213",-2.69284725178478,7.2997291094938,84.2760137539923,1.39064078600155e-09,1.03614523648522e-07,"tdcE"
"SL1344_4361",-2.78140038080173,6.46387523508066,79.4534834651805,1.45179236544895e-09,1.0636798730856e-07,"iolC"
"SL1344_1416",-2.14137175425361,5.96974996276015,66.7983566143395,1.64888573953151e-09,1.1882789690132e-07,"ynfM"
"SL1344_3487",-2.88725311331532,6.33268731552519,76.102179525186,2.06789629568581e-09,1.46620517997336e-07,"SL1344_3487"
"SL1344_4413",-3.39531933691725,5.75879740525806,74.7358548189544,2.15709399936936e-09,1.50517225733773e-07,"idnO"
"SL1344_2494",-2.02477870601247,8.58196477498069,74.6760765199797,2.19605803496305e-09,1.50841736276524e-07,"SL1344_2494"
"SL1344_2266",1.04681224024379,7.73340686088797,64.2052127346707,2.57846846620983e-09,1.74383805807052e-07,"yfbE"
"SL1344_P2_0052",-2.98246277635093,7.18314077525041,83.1155514146749,2.67487054697198e-09,1.78162589764982e-07,"trbA"
"SL1344_2442",-2.68211637537579,5.10075065829122,62.7204196777325,3.34902187030736e-09,2.17240779571572e-07,"aegA"
"SL1344_3972",1.0725894132455,7.1280302789873,62.7012906573167,3.36041242285416e-09,2.17240779571572e-07,"yihX"
"SL1344_0393",1.16168320791647,6.24009821890017,62.2439871438888,3.64530573683322e-09,2.32242956798824e-07,"phoR"
"SL1344_1720",-3.15495800163877,5.16011089733494,63.001977260282,4.05115842959714e-09,2.544127493787e-07,"appC"
"SL1344_0653",-2.80438009086474,5.8055911498834,65.5964659608556,4.1360170386619e-09,2.56083533830391e-07,"gltJ"
"SL1344_0750",-1.75101691054803,6.8229542234648,61.7330290579008,4.74227250760448e-09,2.89542082547629e-07,"galM"
"SL1344_1793",1.70585630789808,5.49546801329334,60.5228504949751,4.96943845578087e-09,2.99255499337161e-07,"pagO"
"SL1344_0656",-1.74426590635945,7.83230685680753,64.5295495862208,5.17085714330118e-09,3.07176864891243e-07,"ybeX"
"SL1344_2190",1.03655501068386,9.41861384499083,60.0407456748729,5.42566615945064e-09,3.18016379159267e-07,"yeiU"
"SL1344_1993",-2.14707830821502,5.62312077784434,58.7414561903259,6.89072035511307e-09,3.98573772119435e-07,"cobS"
"SL1344_3782",-3.21086419135047,5.48014019792305,63.6254373040554,7.06392065750631e-09,4.03285652083088e-07,"ccmE1"
"SL1344_4162",1.39489999577352,5.85542231205624,57.6245901385766,8.48595818237733e-09,4.78259899611933e-07,"yjbA"
"SL1344_2572",-1.71722801491192,5.96190121407733,57.3306514700429,8.9678895647589e-09,4.99023323122533e-07,"SL1344_2572"
"SL1344_2701",-2.05907398996378,5.86016871037977,57.5924236067648,1.00593818668893e-08,5.52763033585567e-07,"SL1344_2701"
"SL1344_2287",-1.29071144822891,7.49200169985926,56.50970609798,1.04740084756456e-08,5.68441250110344e-07,"nuoL"
"SL1344_1556",-1.86939801425302,5.57241953368363,56.2152299101947,1.10777339029584e-08,5.86719496836208e-07,"trg"
"SL1344_P2_0032",-3.70537115212984,4.7362633059139,58.1052430106623,1.10482170441471e-08,5.86719496836208e-07,"SL1344_P2_0032"
"SL1344_3178",1.36469667005131,7.4982853479683,55.9394300225227,1.16766841696402e-08,6.11079804877837e-07,"bacA"
"SL1344_0602",1.15909723050565,7.04241041839645,55.6721643127496,1.22899294625403e-08,6.35606234321495e-07,"ybdQ"
"SL1344_2197",1.18565786415763,7.13349653144075,55.4271446192464,1.28821652733398e-08,6.58488355134906e-07,"yejG"
"SL1344_0844",-1.59783513162009,6.37614064275858,55.1729833862171,1.35285692624597e-08,6.7672061408725e-07,"SL1344_0844"
"SL1344_0920",-1.97542532664345,5.98791502608647,55.1660308043924,1.35467274885528e-08,6.7672061408725e-07,"rec2"
"SL1344_2002",-3.45361749614613,6.69742496928511,72.2554936477201,1.45913074401922e-08,7.20712219180728e-07,"cbiJ"
"SL1344_3712",-1.28153678955318,7.51696151312766,54.6765831448432,1.48922673529715e-08,7.27404525374032e-07,"gltS"
"SL1344_2291",-1.75605482048524,7.19988612851089,58.0927466783778,1.53634146858322e-08,7.42171109438664e-07,"nuoH"
"SL1344_2404",-2.17846468302042,5.24355128469137,54.1246847532662,1.65811949321428e-08,7.92292749148913e-07,"cysA"
"SL1344_0438",-1.53361084836845,8.15981394478249,56.7031979935691,1.68857332111587e-08,7.98168636518856e-07,"ampG"
"SL1344_2165",-1.98335797610922,5.26568899228792,53.8871251449158,1.73696348792453e-08,8.12307605629388e-07,"mglC"
"SL1344_2680",-3.48659449161244,4.47805925203754,53.5733383934102,1.84724880023087e-08,8.52369758605486e-07,"SL1344_2680"
"SL1344_4187",-3.40300467128085,6.74361928191961,70.2885053783576,1.86140802607204e-08,8.52369758605486e-07,"yjbR"
"SL1344_0151",1.12624841085296,9.48641091892982,53.3740937787731,1.92111039718377e-08,8.70639309898953e-07,"pdhR"
"SL1344_4378",-2.30775279918855,7.092698893751,62.9175547631931,2.14226494213876e-08,9.60958845473673e-07,"SL1344_4378"
"SL1344_2143",-2.69731157998542,5.95156766267133,59.9533920739529,2.19726257794347e-08,9.75198272192486e-07,"yehZ"
"SL1344_2265",1.15381697437355,6.49608548157458,52.6469262305183,2.21837641536052e-08,9.75198272192486e-07,"ais"
"SL1344_1692",-1.87746069627701,6.02167850780672,52.5169546451994,2.27646047935473e-08,9.90823788835982e-07,"narG"
"SL1344_2375",-1.98857313834986,6.41196504821733,55.5487096426112,2.31988365160554e-08,9.99824365927251e-07,"ypeC"
"SL1344_1177",-2.36844905525505,6.35722844226083,58.1270122778302,2.65632949945799e-08,1.13371111452595e-06,"SL1344_1177"
"SL1344_0833",-3.1155460334322,7.49700542487649,69.0310108835313,2.79271380585491e-08,1.18045864332098e-06,"SL1344_0833"
"SL1344_3728",2.40980970339581,8.6186405900174,66.6935786162628,2.82608457613162e-08,1.1831874092071e-06,"mgtB"
"SL1344_2093",-2.93165740794098,6.55741491112261,64.2021413914924,2.97210610890983e-08,1.23258287309128e-06,"wzc"
"SL1344_3672",-1.6993441212752,7.52786644860452,54.9594553420054,3.12939358730518e-08,1.28568357100875e-06,"yigQ"
"SL1344_2955",-2.65392921990914,4.1906722341704,50.8059799859587,3.2112110842176e-08,1.29738981248381e-06,"fucP"
"SL1344_4182",-1.30649923424754,8.11631156540385,50.7972481508312,3.21691286534886e-08,1.29738981248381e-06,"dnaB"
"SL1344_2553",-2.202445314518,5.64298650947287,52.479815836682,3.31993145539124e-08,1.31481249350449e-06,"SL1344_2553"
"SL1344_3537",-1.34160509220183,6.73916407602994,50.6526744365433,3.31289370244735e-08,1.31481249350449e-06,"rsmD"
"SL1344_2939",-3.15334389140506,9.72462559200116,68.3987255205024,3.39463842953315e-08,1.33239558359176e-06,"barA"
"SL1344_4424",-1.04506514125593,7.34735851316784,50.3521120400322,3.52228258682448e-08,1.37026143820181e-06,"SL1344_4424"
"SL1344_0302",1.41783924747281,5.87992739343018,50.1636240844164,3.66071543707677e-08,1.38567365363434e-06,"pagN"
"SL1344_0708",-2.9601245962569,4.86015581909914,51.2059674333898,3.65446531227361e-08,1.38567365363434e-06,"SL1344_0708"
"SL1344_1427",-4.99577988509053,3.8044628671675,51.9197398413023,3.65832539437092e-08,1.38567365363434e-06,"SL1344_1427"
"SL1344_3435",-1.80065632858188,7.07342713527506,54.183872563325,3.68798492891759e-08,1.38567365363434e-06,"argDb"
"SL1344_0345",-2.6159124766688,5.77515300061122,55.4781986827288,3.72779306260859e-08,1.38876087315486e-06,"SL1344_0345"
"SL1344_4167",-4.00615978462708,6.38610082939909,66.4608634839756,3.78852171956758e-08,1.39952449405202e-06,"malK"
"SL1344_3526",-2.90705806503839,5.73019871349087,56.4796676371313,3.87146013840477e-08,1.41824489736895e-06,"livF"
"SL1344_P1_0088",-2.5583529485388,7.41816238565938,62.6086529720931,4.2500902620728e-08,1.54408237951008e-06,"pefC"
"SL1344_0533",-2.62471092009866,5.59871481901298,53.0719860514727,4.38333194939029e-08,1.5794366597967e-06,"ybcI"
"SL1344_1640",-1.99096783400204,7.83003136248844,57.5843156906064,4.76716492063952e-08,1.68531099834832e-06,"yciM"
"SL1344_3430",-1.99020855221739,6.11707913272956,51.1479774979752,4.75038910906928e-08,1.68531099834832e-06,"yheU"
"SL1344_4219",-1.19274488404618,8.76316945748336,48.8588259397551,4.792171856086e-08,1.68531099834832e-06,"gltP"
"SL1344_0879",0.874648631498678,9.33925728600575,48.8102771940954,4.84084396825832e-08,1.68891667337013e-06,"ybjX"
"SL1344_2181",-2.80094780490522,7.45653473595532,63.4204946390463,4.90121817945018e-08,1.69651615093409e-06,"fruA"
"SL1344_0716",-1.49704521639076,5.93621897218428,48.607263889275,5.05012223578259e-08,1.73440135535158e-06,"sdhA"
"SL1344_3604",-1.82488173043845,5.95153519507386,48.491412600753,5.17382799396794e-08,1.76311223732427e-06,"lpfC"
"GcvB",1.26889919407041,11.7693821075728,48.2130666002993,5.48436290382483e-08,1.85455840963184e-06,"GcvB"
"SL1344_3796",-2.40028079665436,6.1242383170725,54.1519684110889,5.73592800649516e-08,1.92481981042387e-06,"dgoK"
"SL1344_0266",-1.45257198404745,7.56976291657019,49.6053339611275,6.09718335016952e-08,2.01527954942445e-06,"sciG"
"SL1344_1595",-2.12459396928204,6.07334971067843,50.3938565534483,6.061226850374e-08,2.01527954942445e-06,"SL1344_1595"
"SL1344_1845",-2.08697385693055,6.35743483823932,51.2294076008877,7.33348801468929e-08,2.40582188899807e-06,"SL1344_1845"
"SL1344_P3_0008",-1.35389164105239,6.69573997655319,46.4785590645266,7.92311782841319e-08,2.5800019239781e-06,"SL1344_P3_0008"
"SL1344_2446",-1.17776046684528,7.46373530386885,46.3361183959016,8.16910859512968e-08,2.62127017402847e-06,"dapE"
"SL1344_4339",1.29645788722929,8.04368507799379,47.2259086929618,8.11098198648414e-08,2.62127017402847e-06,"ytfK"
"SL1344_0841",1.06965478533074,6.22403591798718,46.2701726317001,8.2857247264473e-08,2.62344547458293e-06,"ybjG"
"SL1344_1675",-1.74950080830155,5.99027665978006,46.2648330978202,8.29524388005067e-08,2.62344547458293e-06,"oppC"
"SL1344_3350",-2.05170467706622,7.04139181128606,52.9562587532572,8.67520219851056e-08,2.72401349033231e-06,"SL1344_3350"
"SL1344_2492",-2.476927469273,5.50268019818747,48.0358628405007,8.75386558057945e-08,2.72921936824307e-06,"SL1344_2492"
"SL1344_1786",1.33791440419759,6.42669297274673,45.3794476590804,1.00460180889997e-07,3.11002081121426e-06,"SL1344_1786"
"SL1344_1034",-1.61331600366757,6.05733046056952,45.2483602280459,1.03368618992958e-07,3.17768146218911e-06,"copS"
"SL1344_0972",-2.07902637350273,5.72274737756,46.6357432375733,1.10841510583448e-07,3.3837450036447e-06,"SL1344_0972"
"SL1344_0002",0.73711752106258,8.28938188893977,44.7441378290184,1.1541534804596e-07,3.48870562707194e-06,"thrA"
"SL1344_1613",-1.91597670023984,8.19011717981258,52.8872758309618,1.1586692937955e-07,3.48870562707194e-06,"tyrR"
"SL1344_0083A",-2.25691557084405,5.15666694036354,44.3244033993846,1.26578392180981e-07,3.78529668045981e-06,"SL1344_0083A"
"SL1344_1358",1.08933729621805,7.13859393159446,44.1543843613055,1.31420911656193e-07,3.90355626784206e-06,"ribE"
"SL1344_1318",-2.4219488541503,4.46009269126657,44.064690137013,1.34054386274127e-07,3.92868721374042e-06,"ttrC"
"SL1344_2510",-2.7944169545011,4.95842691536409,45.7274475111762,1.33700412519927e-07,3.92868721374042e-06,"asrA"
"SL1344_0513",-3.68803968382362,7.07826857145009,58.6174892213894,1.36197746482907e-07,3.9650681691315e-06,"SL1344_0513"
"SL1344_1079",-3.37039179922563,4.63064453947035,45.7949612892967,1.38068234589339e-07,3.99307867930747e-06,"csgD"
"SL1344_1544",-2.62379860896129,5.112331064645,44.8042790417448,1.4899404742448e-07,4.28090086586937e-06,"SL1344_1544"
"SL1344_2461",0.767994124599376,8.97455487092243,43.3720230234691,1.56376274856232e-07,4.46383184589606e-06,"upp"
"SL1344_2016",-2.9704683728707,4.29840282115225,43.1213208194797,1.65399498812357e-07,4.69094320502659e-06,"dhaB"
"SL1344_0440",1.15506945049747,7.67567133290742,42.7541158068932,1.7962559903684e-07,4.90472741899762e-06,"bolA"
"SL1344_1542",-2.1704235109658,5.06236859708314,42.793257025961,1.78049239926945e-07,4.90472741899762e-06,"SL1344_1542"
"SL1344_2163",-2.73213023520259,4.37029741447096,42.8824426359126,1.745119316437e-07,4.90472741899762e-06,"SL1344_2163"
"SL1344_4221",-2.28200879339817,7.06197839967295,51.9464568661314,1.79631736683034e-07,4.90472741899762e-06,"SC4B5.11c"
"SL1344_4350",1.07468096483931,7.27701702133775,42.7917102052386,1.78111256883729e-07,4.90472741899762e-06,"iolR"
"SL1344_4498",-1.59992431386717,5.97879538708489,42.8568210329993,1.75520452409971e-07,4.90472741899762e-06,"stjA"
"SL1344_1405",0.979549309652255,9.63344709334489,42.6992208611746,1.81861390331047e-07,4.93495476478569e-06,"rstA"
"SL1344_4224",1.56978344857639,5.36857249254401,42.5588177264277,1.87715105566296e-07,5.06254971821742e-06,"phnO"
"SL1344_3726",1.44249138507851,5.45835246049932,42.5093365287849,1.89825412409153e-07,5.0882470301868e-06,"slsA"
"SL1344_0025",-2.97973773137815,5.19369251947733,45.3130800704459,2.01740424896584e-07,5.37485398694172e-06,"bcfE"
"SL1344_1509",-2.40689983060352,5.16054114912801,43.2727052538561,2.04917117979805e-07,5.42660030505555e-06,"narY"
"SL1344_1502",-3.09772795745075,8.87581986348446,56.0410743602609,2.09324140247172e-07,5.48161329966685e-06,"yddG"
"SL1344_2830",-3.12036680786894,4.54593217350567,43.1903683693231,2.09488406356695e-07,5.48161329966685e-06,"hycD"
"SL1344_0239",1.29538501914986,7.63852819205515,42.7096134033835,2.16837629994779e-07,5.640344505663e-06,"yaeP"
"SL1344_1854",-1.67623754598464,8.45293906939277,47.1950324447768,2.33260510918826e-07,5.99656845613545e-06,"cheM"
"SL1344_2549",1.90602900448483,4.15835293829119,41.6129757541588,2.32742542440767e-07,5.99656845613545e-06,"SL1344_2549"
"SL1344_4266",-0.851945664283822,9.4068149869789,41.5050607433878,2.38564954861212e-07,6.0972764044761e-06,"groES"
"SL1344_2263",0.778663394168655,8.01218242054709,41.3308264757367,2.48293828627659e-07,6.30924665113983e-06,"yfaZ"
"SL1344_1997",-2.79483027341814,4.25806239529678,41.2919992441019,2.50518641788396e-07,6.32919511092983e-06,"cbiQ"
"SL1344_3461",-1.14484033697024,7.56943753270227,41.1716581304021,2.57549513109182e-07,6.46964376930266e-06,"nudE"
"SL1344_0705",-3.46654958621894,5.21273298370683,46.4532191931281,2.67623818529288e-07,6.68451310372016e-06,"SL1344_0705"
"SL1344_0055",-3.10439346887382,4.64290828292533,41.8863491174033,2.70251760956234e-07,6.71201548680003e-06,"SL1344_0055"
"SL1344_0485",0.8204790679748,8.10189027977691,40.7943044231125,2.80985793140037e-07,6.93940194743596e-06,"ybaL"
"SL1344_2333",0.994508856206395,7.6993224791808,40.7185589761172,2.85956896565685e-07,7.02271797375838e-06,"dedD"
"SL1344_0846",-1.17645552809426,7.93449052273919,40.6091900214424,3.04289854970469e-07,7.43143445805656e-06,"SL1344_0846"
"SL1344_1148",0.941537879631432,8.02604962085897,40.2938562943971,3.1561239928204e-07,7.62325333650467e-06,"ndh"
"SL1344_2546",1.29669595885568,5.65631185806702,40.29682667242,3.15394018730698e-07,7.62325333650467e-06,"gogB"
"SL1344_0741",-2.26203610607634,5.42298829447001,41.6030777344038,3.36349806704882e-07,8.07974726926044e-06,"SL1344_0741"
"SL1344_0767",-2.70117180588636,6.60222744714734,49.1919739792347,3.40463092133737e-07,8.13410735336907e-06,"hutU"
"SL1344_2914",-1.86148594951946,5.11843969147043,39.9008390982921,3.45970064597563e-07,8.22099677822101e-06,"cysD"
"SL1344_3705",-1.59635752098525,5.86466020297406,39.8661898670565,3.48791125897026e-07,8.24347198625444e-06,"ligB"
"SL1344_0523",-3.06650738864761,4.94524872881546,42.4263806792286,3.52827557402216e-07,8.29427776652482e-06,"ylbE"
"SL1344_1872",1.10033442232431,7.08111342259975,39.6464569918148,3.67258646927735e-07,8.54825973095566e-06,"SL1344_1872"
"SL1344_4320",-2.43196354447881,5.37554377351608,41.85445410585,3.67520720916883e-07,8.54825973095566e-06,"sgaU"
"SL1344_1644A",1.03248577418895,8.06860245958696,39.5242307523444,3.77977453689395e-07,8.74520466536095e-06,"ymiA"
"SL1344_2663",-2.26166691654256,4.49611278068693,39.222481039348,4.05885513283534e-07,9.34174197065138e-06,"SL1344_2663"
"SL1344_3501",-1.19326310029405,7.24321873973318,39.1957745571504,4.08458660632724e-07,9.35200141740342e-06,"glgP"
"SL1344_0066A",-1.79192152396262,5.29599841963943,39.1314165607923,4.14730825538793e-07,9.44640781900795e-06,"SL1344_0066A"
"SL1344_3673A",-1.04598936004382,7.28112567303981,38.9838459877053,4.29501431591111e-07,9.73241388285838e-06,"SL1344_3673A"
"SL1344_2422",-2.70947820667191,4.64935602625181,39.5078851804193,4.34579792079727e-07,9.7969885434999e-06,"eutA"
"SL1344_1766",1.09811213133513,7.6391290676372,38.7402424776309,4.55117681713471e-07,1.02076394327164e-05,"cspC"
"SL1344_3481",-2.12226384402404,6.72586617201479,45.2167629173931,4.62542617393203e-07,1.03215093708656e-05,"malP"
"SL1344_0107",-1.27243068760004,7.58418379912045,39.6836251931546,4.82795293393428e-07,1.07190308573612e-05,"thiP"
"SL1344_1925",-2.36246991037629,5.73427393464196,41.1773601198449,5.58621650592572e-07,1.23402049045475e-05,"umuC"
"SL1344_P2_0089",-2.2145244002793,4.96283427454808,37.7471177231448,5.77579594025586e-07,1.26951994766824e-05,"pilR"
"SL1344_2569",-2.21885846650364,5.39889631787965,39.0662847478623,5.9180914809448e-07,1.29432488309619e-05,"SL1344_2569"
"SL1344_2353",-1.49921795058995,7.8536670675072,41.2137580819636,5.95545187183472e-07,1.29604784299928e-05,"aroC"
"SL1344_4215",-1.94506879605474,5.47466541450989,38.6627344610105,5.99269297019832e-07,1.2977279949257e-05,"nrfC"
"SL1344_2477",-1.980440412384,7.97779169078381,45.4109743002277,6.15988316025953e-07,1.32739443002455e-05,"ratA"
"SL1344_0698",-2.5013807360564,4.28761877796699,37.4064950395123,6.27265939345184e-07,1.335232752848e-05,"SL1344_0698"
"SL1344_2967",0.820097712881465,7.70114733517823,37.4308867432268,6.23561511926015e-07,1.335232752848e-05,"ygdL"
"SL1344_3773",-1.87986902994392,7.20184819911761,43.5234165578774,6.28737897724148e-07,1.335232752848e-05,"yidH"
"SL1344_3048",-2.44504878358088,4.47072267258474,37.2937173533171,6.44699700447769e-07,1.36254802075403e-05,"SL1344_3048"
"SL1344_2664",-1.6950202856734,5.4248672532301,37.2066086041943,6.58516872101474e-07,1.38509099031487e-05,"SL1344_2664"
"SL1344_0869",1.87522393168568,5.30907497360531,37.1219299210591,6.722498981519e-07,1.4005737214577e-05,"SL1344_0869"
"SL1344_4164",-2.45184475473004,6.30313302033851,43.5423241424647,6.71149285561927e-07,1.4005737214577e-05,"malF"
"SL1344_0062",-2.29350325153424,5.51576840879066,39.5359678069986,6.83710927137835e-07,1.41773265834808e-05,"citF2"
"SL1344_2076",-1.79178650276179,5.55761562797622,37.3513077117087,6.94081506826405e-07,1.43247995493374e-05,"wcaM"
"SL1344_2776",-1.34784607620368,6.37490051432268,36.9157050548487,7.06981340419505e-07,1.44300258120071e-05,"gabT"
"SL1344_3555",1.22487521087482,6.5500521846968,36.9107396891802,7.078406825811e-07,1.44300258120071e-05,"uspB"
"SL1344_4371",-4.15141005128949,4.16508554331981,40.0839010386334,7.09027655912996e-07,1.44300258120071e-05,"SL1344_4371"
"SL1344_3710",-0.835133512536078,7.64097215707087,36.8548227459658,7.1759490716008e-07,1.44792921606143e-05,"recG"
"SL1344_4213",-2.65072459597138,5.40555957064168,40.9144404312136,7.18035871477234e-07,1.44792921606143e-05,"nrfA"
"SL1344_0212",1.03786756215541,7.21291477890222,36.8312149470559,7.21755782614305e-07,1.44878466683675e-05,"yaeH"
"SL1344_0522",-2.35061243456937,5.27477859286807,38.2520561657646,7.2787471011876e-07,1.4536864263293e-05,"fdrA"
"SL1344_2668",-2.88332237429601,6.61006030528893,46.1977535363336,7.30811419969917e-07,1.4536864263293e-05,"SL1344_2668"
"SL1344_3199",1.00828614377416,7.57978222388718,36.5787918085945,7.67879253764593e-07,1.52053927907619e-05,"yqjA"
