"","logFC","logCPM","F","PValue","FDR","genenames"
"SL1344_3095",-0.478507441313798,5.02250851850239,2.85238801040041,0.10045881282672,0.186407879977402,"SL1344_3095"
"SL1344_3453",0.229745655364337,8.99154132401643,2.84702162852402,0.100766641817487,0.186407879977402,"aroB"
"SL1344_3607",0.378910746117117,5.38728248144245,2.84802569805481,0.100708964180767,0.186407879977402,"yhjY"
"SL1344_3841",-0.190764272996265,9.32608712686274,2.8450665068433,0.100879059705696,0.186407879977402,"gidA"
"SL1344_3897",0.582433008614723,4.24459488688397,2.84602328195635,0.100824028061193,0.186407879977402,"SL1344_3897"
"SL1344_4186",0.365262630719392,5.41056848759864,2.84708600431391,0.100762942693065,0.186407879977402,"yjbQ"
"SL1344_4272",0.414103329768664,5.32155360807331,2.84574391809318,0.100840092928993,0.186407879977402,"ecnA"
"SL1344_0770",0.364964936333616,7.61534567799165,2.86006392216758,0.101078326036385,0.186697613973087,"bioA"
"OxyS",0.821271832865825,11.0227536767339,2.94416674819383,0.101164423708277,0.186778163217802,"OxyS"
"SL1344_2376",-0.468444282252804,5.98814173899055,2.84832343482706,0.101282092925244,0.186916910369174,"mntH"
"SL1344_4097",0.514285709960408,4.64882747566855,2.83548643167098,0.101431978274572,0.18711497125263,"SL1344_4097"
"SL1344_3394",0.262273811673437,9.80835883165361,2.83436850958749,0.101496724654088,0.187155873145709,"rpsN"
"SL1344_2397",0.505836270436715,4.45898928862108,2.83175130272779,0.101648489210319,0.187290118080439,"SL1344_2397"
"SL1344_4293",0.243324159166206,7.02328696084896,2.83164366233351,0.101654736519547,0.187290118080439,"mutL"
"SL1344_3870",0.261546417896093,6.76576863974303,2.82831213236042,0.101848311029096,0.187568150516927,"ppiC"
"SL1344_1462",-0.71600547265828,4.21966834218209,2.82675499176589,0.102292033664273,0.188306440531048,"hyaF2"
"SL1344_1751",0.238624956246652,7.48997536569891,2.81421985394681,0.10267179319678,0.188926413935974,"yoaB"
"SL1344_3373",-0.250307858204027,8.31031843156886,2.80408307068495,0.103268837769202,0.189945527545361,"def"
"SL1344_0667",-0.355326419557894,5.67294506920057,2.79563369460911,0.103769527680414,0.190547553752339,"nagE"
"SL1344_1305",-0.578538808909509,5.95508217524538,2.83982710169408,0.103697614179712,0.190547553752339,"sufC"
"SL1344_3393",0.328935699390558,10.587192910877,2.80252662962817,0.103762932117622,0.190547553752339,"rpsH"
"SL1344_4316",-0.71725188452096,3.96844969250504,2.79698989128521,0.103688976164615,0.190547553752339,"sgaT"
"SL1344_2948",0.292363107191706,6.63293148641323,2.79168511344831,0.104004461734501,0.19089921243627,"queF"
"SL1344_0977",-0.842053672000708,3.87868019986666,2.78942578654343,0.104139161314092,0.191066674931864,"SL1344_0977"
"SL1344_2167",-0.626178745496802,4.55832896265068,2.78838266126268,0.104201419021549,0.191101142268973,"mglB"
"SL1344_1726",0.479668559243278,6.77026647954775,2.82551278278638,0.104483767686578,0.191539050354545,"ycgR"
"SL1344_2247",-0.308582645295159,7.43153966527747,2.77677706986566,0.104896962569478,0.192216359923062,"nrdB"
"SL1344_1390",0.291498835358468,6.7521708117332,2.77512722695287,0.104996270824967,0.192274092995454,"rnfB"
"SL1344_3015",0.273565069311416,6.34384598046937,2.77480057317083,0.105015945696562,0.192274092995454,"idi"
"SL1344_4417",-0.895617628338272,3.4087929890002,2.77234199209062,0.105164165256875,0.19246530827195,"SL1344_4417"
"SL1344_1909",-0.681603855549118,3.68635469879199,3.18445293899023,0.105863647729431,0.193664833715597,"fliQ"
"SL1344_1048",-0.46048308959548,4.82684217464535,2.75620700758364,0.10614284803261,0.194094825270946,"SL1344_1048"
"SL1344_3798",0.260844189051815,6.71489403385104,2.75463262842916,0.106238900189746,0.194189690326038,"yidA"
"SL1344_2665",0.539550010612862,4.60777195222916,2.75294803436852,0.106341786677981,0.194296963523028,"SL1344_2665"
"SL1344_1637",0.386577433658483,5.48857871558055,2.75041351588532,0.106496797162134,0.194499343716137,"osmB"
"SL1344_1344",-0.860510837241077,3.54835273167844,2.74406162787027,0.106886414482265,0.195048849341651,"SL1344_1344"
"SL1344_2169",-0.306314023906286,6.09815241093584,2.74441799449667,0.106864512220292,0.195048849341651,"yeiB"
"SL1344_3499",0.365796459149734,5.63894413926214,2.74024646667352,0.107121216247408,0.195396210217265,"SL1344_3499"
"SL1344_4029",0.420977851051119,5.5408841396411,2.73807587161136,0.107255067736822,0.195559219316081,"SL1344_4029"
"SL1344_0170",-0.298567995558583,7.22334471906635,2.7339414791056,0.107510548514561,0.195943769183254,"gcd"
"SL1344_3680",0.338003901802061,6.13106303049391,2.72677908334069,0.107954793134012,0.196671890019526,"rfaK"
"SL1344_1199",-0.429520051736663,5.3887195319788,2.72182862496712,0.108263072238275,0.19715180843391,"aadA"
"SL1344_0145",0.380755558805158,5.36254636732081,2.72027733384119,0.108359882997361,0.197213445049409,"nadC"
"SL1344_0985",-0.823345754843176,3.25647184069541,2.71984881069306,0.108386643139074,0.197213445049409,"SL1344_0985"
"SL1344_0499",0.43808779968754,5.12848548700839,2.70783063596215,0.109140240085086,0.198502480518841,"tesA"
"SL1344_3630",-0.298213357408571,6.86621118728092,2.7026515616403,0.109466843244168,0.199014161663094,"avtA"
"SL1344_1923",-0.394073566443524,5.81945392625682,2.69854520024022,0.109726595515876,0.199403932983791,"ompS"
"SL1344_0791",-0.374146810142853,5.09567204716547,2.69732583672089,0.109803863704582,0.199461894564192,"ybhR"
"SL1344_4151",-0.772424475157088,3.60860039440318,2.69115338857454,0.110195955909785,0.200091458975389,"SL1344_4151"
"SL1344_0264",-0.38435204247061,5.86499123091111,2.68936767409388,0.110309689123075,0.200215273899685,"sciE"
"SL1344_3363",-0.34629509260983,6.64669011044982,2.68639908144506,0.110499058684249,0.200406459385548,"acrE"
"SL1344_4399",-0.552526896975794,3.99237642500856,2.68628723869504,0.110506200534706,0.200406459385548,"argI"
"SL1344_0680",0.210616900627491,8.19560609378323,2.68147919597929,0.110813725127186,0.200881293055303,"pgm"
"SL1344_0340",-0.642167416046596,3.95822314049292,2.67869115755002,0.111022822884471,0.200935573015859,"SL1344_0340"
"SL1344_0905",0.302837538557015,6.52113072967701,2.67816144029184,0.111026502924368,0.200935573015859,"ycaD"
"SL1344_1921",-0.443363129871567,4.73970940831896,2.67923782166715,0.110957419962059,0.200935573015859,"yedJ"
"SL1344_2879",-0.682492132332177,4.92528124856043,2.6911587225486,0.110971170913558,0.200935573015859,"invH"
"SL1344_0498",-0.433333779223778,4.91867157682672,2.6758442456288,0.111175389798065,0.201039495496623,"ybbO"
"SL1344_3984",-0.260798160151909,8.11748431055338,2.67601372266219,0.111164492614387,0.201039495496623,"fdoG"
"SL1344_2524",0.291902922726001,6.11119573516302,2.67300416701212,0.111358186236891,0.201287247819643,"yfhA"
"SL1344_3208",-0.499528442454125,4.72866220917684,2.6698548613345,0.111561289036135,0.20157148647877,"yhaK"
"SL1344_3163",0.318392171135546,6.60699106353,2.66223673704275,0.112054352871884,0.202379184562368,"ygiD"
"SL1344_P2_0074",-0.553612964726813,4.04305698341624,2.6614522481728,0.112105268887529,0.20238799261995,"SL1344_P2_0074"
"SL1344_3272",-0.207819476034809,8.12317959831079,2.65739311843458,0.112369145115249,0.202781100955104,"dacB"
"SL1344_2743",-0.635615894061266,4.3341722984473,2.65263654809327,0.112679268922326,0.203257310702727,"SL1344_2743"
"SL1344_2467",0.484750813214931,5.16375923765628,2.64993022066037,0.112856157688758,0.203492891386292,"SL1344_2467"
"SL1344_2398",-0.267345698219146,6.46148221915664,2.64765247374133,0.113005281216467,0.203594760749013,"pdxK"
"SL1344_3434",-0.218979822829753,7.31708942671878,2.64786591798392,0.112991297464658,0.203594760749013,"yhfK"
"SL1344_3279",0.210223426699076,8.00486455873718,2.64408803739716,0.113239098621098,0.203932436517143,"murA"
"SL1344_4500",-0.498049834712451,4.56432631642838,2.63958926202652,0.113535000271668,0.204381597540644,"stjC"
"SL1344_4248",-0.675735933487564,3.60218671236158,2.63875891658222,0.113589712366184,0.204396387868091,"SL1344_4248"
"SL1344_1505",-0.368414784585166,6.83882950859118,2.64969546095334,0.113647869643454,0.204417362910239,"smvA"
"SL1344_0399",0.181593167832551,8.32342215480612,2.63079033452148,0.114116312323799,0.205008299540424,"queA"
"SL1344_1254",-0.394295263649036,5.18302077305903,2.63089124502625,0.114109626177493,0.205008299540424,"cedA"
"SL1344_3114",-0.329911911152285,5.46624325054265,2.63122535310443,0.114087491998997,0.205008299540424,"yghU"
"SL1344_0053",-0.463621162499241,4.89456642582314,2.62813278172094,0.114292559193605,0.205241049924465,"citB2"
"SL1344_4300",0.338933483550576,6.28335546977581,2.62417886990733,0.114555359245621,0.205628974783074,"nsrR"
"SL1344_3957",-0.453431900878618,4.70665310936509,2.62188613290395,0.114708066246122,0.205819044578755,"SL1344_3957"
"SL1344_0728",0.381870384875622,5.40350504244,2.61337762369161,0.115276823383314,0.206670846489823,"tolR"
"SL1344_1245",0.282010834718429,6.00219299780643,2.61343369651628,0.115273064551154,0.206670846489823,"nadE"
"SL1344_2156",-0.882207286741855,3.32382427435705,2.61017665839224,0.115491633566394,0.206720758145619,"SL1344_2156"
"SL1344_3428",-0.4079092934273,5.55369793995936,2.61015986042516,0.115492762057698,0.206720758145619,"SL1344_3428"
"SL1344_3882",0.483172031063935,4.97477482571389,2.61196207862989,0.11537176094112,0.206720758145619,"rffH"
"SL1344_3945",-0.243104907873251,7.89264041387401,2.61103102724464,0.115434253602023,0.206720758145619,"dsbA"
"SL1344_3838",0.284581385178543,9.37272985076137,2.59929803719552,0.116225126510201,0.20794694999546,"atpB"
"SL1344_2055",0.389392486909249,5.7636926256029,2.5959055163234,0.116454963792065,0.208273401476778,"hisI"
"SL1344_1633",-0.214155508079914,8.24281167970264,2.59319311556958,0.116639100684971,0.208517888007781,"rnb"
"SL1344_0787",-0.590828669344791,4.02316385675366,2.58298263335605,0.117335273803761,0.209677180342006,"ybhN"
"SL1344_4480",0.306273577409298,6.95968978665928,2.57964922190063,0.117563588734083,0.209999811489244,"SL1344_4480"
"SL1344_0843",0.303484214708076,5.83566700058434,2.57703269925425,0.11774316054571,0.210235147749366,"SL1344_0843"
"SL1344_2460",-0.330632984240031,6.21837673814413,2.57410950103085,0.117944153441596,0.210508525590442,"uraA"
"SL1344_3301",-0.560332342767576,4.66666752968434,2.5714764832127,0.118125532727181,0.210746689070084,"yhcC"
"SL1344_0496",0.353096427956879,5.64364449963634,2.63096316247812,0.118202241035704,0.210797992532638,"ybbM"
"SL1344_0029",0.465955158189927,4.56901925584538,2.56564951255556,0.118528076491814,0.211251122820288,"SL1344_0029"
"SL1344_1626",-0.393362510447233,4.76784809948145,3.0479034715479,0.118552438579993,0.211251122820288,"sapF"
"SL1344_0364",-0.70887855122184,3.66008791143443,2.56117022868543,0.118838593605415,0.211672043852849,"prpC"
"SL1344_0726",-0.337941220890907,5.88674125975351,2.56050256636236,0.118884958205797,0.211672043852849,"ybgC"
"SL1344_0255",0.203444493927058,10.0484155606786,2.55720035980219,0.119114580935098,0.211995019348458,"dniR"
"SL1344_1218",-0.511841051448081,5.27327604370841,2.555813702113,0.119211156243125,0.212081037169072,"yeaJ"
"SL1344_0686",0.606681999691605,4.05191404790292,2.55192591364192,0.11948240755512,0.212477614729897,"kdpC"
"SL1344_0463",0.486424618501949,4.63002404666721,2.55065181821141,0.119571456151687,0.21254998837154,"rpmJa"
"SraF",0.495718615705369,8.54209499503091,2.61634241180114,0.119677482771669,0.21265247140835,"SraF"
"SL1344_2118",-0.670888940287211,4.68283611598081,2.55623233780535,0.119826264606833,0.212744854285799,"fbaB"
"SL1344_2567",-0.799275958171949,3.7833120485512,2.54717516090128,0.119814835182509,0.212744854285799,"SL1344_2567"
"SL1344_2161",0.254902229027224,6.81977758063567,2.54313518748465,0.12009836684141,0.213141873490044,"sanA"
"SL1344_0550A",-0.6256058329247,4.03052033083245,2.5410658814725,0.120243893821577,0.213314026327544,"cusA"
"SL1344_2448",-0.303798259102575,6.33904355565287,2.53383639585526,0.1207539182195,0.214111000961182,"ypfI"
"SL1344_3694",0.286245325184808,11.5408897297668,2.53331842662767,0.120790555592295,0.214111000961182,"rpmB"
"SL1344_0645",-0.679152476905831,3.47548065244466,2.52645497662097,0.121277240017747,0.214887040353896,"ybeU"
"SL1344_0589",0.483984263468045,4.38991008831893,2.57091723474554,0.121565332999714,0.215310718721492,"ybdD"
"SL1344_3921",-0.465527040487077,5.32346079031781,2.52153464302727,0.121627532773321,0.215334125683254,"dlhH"
"SL1344_3965",-0.43978534099663,5.27365785353709,2.51819958223184,0.121865630006741,0.215668804150417,"yihQ"
"IsrK",0.512090456814477,7.57900138338279,2.58205239930109,0.122000141409613,0.215819968465455,"IsrK"
"SL1344_1150",-0.282397579062268,6.31722383711818,2.50956339574183,0.122484693301615,0.216440144434142,"ycfQ"
"SL1344_2509",-0.451886023042005,5.32079849891291,2.51015690688899,0.122442032831918,0.216440144434142,"SL1344_2509"
"SL1344_3538",0.459785625532968,4.96302095688983,2.50937239551018,0.1224984256943,0.216440144434142,"yhhL"
"SL1344_0957",0.521483447319518,4.78554500672758,2.5073629934237,0.122643004087679,0.216608535945936,"SL1344_0957"
"SL1344_0868",0.308472923014542,5.79889435971584,2.50534556804357,0.122788358234141,0.216778161765977,"ybjP"
"SL1344_1014",0.549553370606522,4.59505475300216,2.50357815270623,0.12291586300753,0.216916151658411,"yccF"
"SL1344_0730",0.213134840862378,8.70082988162392,2.49932387040472,0.123223403411774,0.21737162174886,"tolB"
"SL1344_3596",-0.297196034874519,6.3080468228958,2.49606170544348,0.123459826854455,0.217701323245963,"dppA"
"SL1344_4397",-0.931082369371824,3.05867323202581,2.49400060555644,0.12360947427025,0.217877806291909,"SL1344_4397"
"SL1344_1528",-0.341500032085306,5.58301141956364,2.49022437761741,0.123884194290719,0.218239003776345,"ydcW"
"SL1344_3982",0.322425896548521,6.99951365365833,2.48981960026375,0.123913683672829,0.218239003776345,"fdoI"
"SL1344_2458",0.485153292213244,4.83818280285124,2.48730936336178,0.124096744266255,0.218473883778317,"yfgD"
"SL1344_P2_0067",-0.781133743716085,3.3662345696805,2.48381240291223,0.124352284118443,0.218836125294105,"SL1344_P2_0067"
"SL1344_1819",-0.345188589712979,6.1741451587551,2.48189436920395,0.124492702697844,0.218995566650549,"edd"
"SL1344_2605",-0.388621183697942,5.65962358364965,2.4744007674858,0.125043068612313,0.219875731847891,"nadB"
"SL1344_1825",0.254588801576769,6.43508731289178,2.47229965908412,0.125197889276263,0.220059944525571,"znuA"
"SL1344_1126",-0.359764443831064,5.38126241095496,2.4699075198631,0.125374424869568,0.22028216296028,"maf-a"
"SL1344_4104",0.358716702635658,5.11933990785935,2.46684872988946,0.125600578188809,0.220591347070716,"rsd"
"SL1344_2628",0.304310973305717,9.79643660129179,2.46450046798158,0.12629340211414,0.221719566970351,"aroF"
"SL1344_2361",0.249719136721518,8.33573890180284,2.45044562599747,0.126821442436218,0.222468899022192,"vacJ"
"SL1344_3037",0.421754883245522,5.37196803528403,2.45076774661941,0.126797335376396,0.222468899022192,"ygfA"
"SL1344_2888",0.219445192070947,7.22341145751185,2.44791573908481,0.127010960466289,0.222712477945674,"mutS"
"SL1344_1837",0.381201625500376,5.09449374278577,2.44516557929518,0.12721735201084,0.222985438373068,"yecD"
"SL1344_2989",0.268111380187963,6.25625322058586,2.43898588418443,0.127682540378202,0.223711617179186,"galR"
"SL1344_3975",0.221258189141719,6.42801030416963,2.43490609476666,0.127990735340053,0.224162259982021,"yiiD"
"SL1344_2869",-0.782025296029171,4.17701816668036,2.44325832093085,0.12804775506052,0.224172812125068,"spaP"
"SL1344_0152",0.302223263074655,9.81248675496979,2.44006357917393,0.128108160110175,0.224189280192807,"aceE"
"SL1344_3661",0.258797928419823,6.2178748989601,2.4260728027731,0.128660980293018,0.225067118729847,"SL1344_3661"
"SL1344_1759",0.553686412501581,4.32824495711477,2.4237979875111,0.128834245588185,0.225280566271146,"SL1344_1759"
"STnc520",-0.467033847746851,5.42257839210632,2.41671881892841,0.12937517804226,0.22613649410488,"STnc520"
"SL1344_3470",0.34637785203687,6.00101220002641,2.40999772725292,0.12989119047537,0.226948200846474,"greB"
"SL1344_3638",-1.0092377107752,3.22278648665492,2.40836699965173,0.13001674974673,0.227077326931515,"yiaO"
"SL1344_3988",-0.7295982706177,3.497592894854,2.40179359030796,0.130524306483419,0.227873253098137,"yiiG"
"SL1344_2293",-0.372250851094564,6.63444951932431,2.4070039099858,0.130899086387529,0.228436833568709,"nuoF"
"SL1344_2644",0.320905463071642,6.04711153469952,2.39253823915233,0.131242853151777,0.228945866053656,"SL1344_2644"
"SL1344_0884",-0.269857830112326,9.33240425728444,2.3903300284362,0.13141496794949,0.229064313681982,"clpA"
"SL1344_3500",-0.260933837932954,6.79576254567356,2.39073511368633,0.131383374707474,0.229064313681982,"SL1344_3500"
"SL1344_0282",-0.507482151018357,4.1935577270559,2.38864542648639,0.131546447490642,0.229202609262331,"sciU"
"SL1344_0448",0.390318958587263,5.20503653009715,2.38406705753138,0.131904552583877,0.229735504421047,"ybaW"
"SL1344_1900",-0.315900255082664,6.22862923668062,2.3776676267509,0.132406996465642,0.230519269886321,"fliH"
"SL1344_0929",0.244669987952437,6.90378216424465,2.37509634690389,0.132609504141869,0.230780435553308,"mukF"
"SL1344_3409",-0.346646042625291,5.71340430032204,2.36608650232541,0.13332194626951,0.23192848270707,"hopD"
"SL1344_0615",0.300868588758819,5.78575819941205,2.36418782704309,0.133472649263957,0.232098799906785,"dcuC"
"SL1344_1585",0.293181272401953,7.11766139477267,2.36269865332812,0.133590987759847,0.232212725263855,"ydaO"
"SL1344_3128",0.405702981352801,7.22577480360143,2.39061905937012,0.133761675732492,0.23241752036365,"SL1344_3128"
"STnc290",0.462534820808824,5.35162765595281,2.35895718160013,0.133888846388105,0.232546570020588,"STnc290"
"SL1344_1301",0.400321641735137,5.32645101521109,2.35158968793984,0.134477636065937,0.233292694611626,"ydiH"
"SL1344_2676",-0.617978482195198,3.93281913369523,2.35199216838367,0.134445393187677,0.233292694611626,"SL1344_2676"
"STnc1400",0.533617232048543,6.02216534730972,2.38473442007167,0.13438605726372,0.233292694611626,"STnc1400"
"SL1344_1120",0.411099601857143,8.19079198735066,2.39127738950538,0.134659731679906,0.233424361382046,"flgK"
"SL1344_3257",0.234812074708614,7.50563557779044,2.34934007239426,0.134658019653041,0.233424361382046,"truB"
"SL1344_3170",0.349334790290374,5.09485061022498,2.3479936744206,0.134766114287402,0.233516688375018,"glgS"
"SL1344_1657",-0.561344630327699,4.38158395735737,2.34394655659053,0.135091643448949,0.233988520331592,"trpB"
"SL1344_1149",0.506556090389586,4.32776307322704,2.56435091698296,0.135413562295812,0.23445372975675,"ycfJ"
"SL1344_3659",-0.693472564184639,3.5101171951131,2.33708656765227,0.135645520435543,0.2347100432,"lctD"
"SL1344_3938",-0.26468075947501,7.67863679983795,2.33680408469415,0.135668384843312,0.2347100432,"yigZ"
"SL1344_4338",-0.461948416145084,4.23059346121394,2.51245131078761,0.135810912808015,0.234864190678219,"ytfJ"
"Msr",0.365547421861722,7.08966909331557,2.34912689021091,0.136150190027835,0.235358330854252,"Msr"
"SL1344_0241",-0.382784594287578,6.13128983789527,2.32979692338646,0.136566838476029,0.23598577906471,"yaeJ"
"SL1344_1968",0.373984060151675,5.27953345228191,2.31771109888072,0.137224255514045,0.237028615811294,"SL1344_1968"
"SL1344_4093",0.241288636853722,11.5318100610984,2.31389831431246,0.13753744363158,0.237474877439597,"rpoC"
"SL1344_P2_0019",0.36032750183966,5.55986291382107,2.31325153859789,0.137590653511977,0.237474877439597,"SL1344_P2_0019"
"SL1344_1842",-0.56680989160045,4.59608573658846,2.31178317334749,0.137711544315924,0.237590246786814,"cutC"
"SL1344_0642",-0.388239278622281,5.15198562431241,2.3084461441348,0.137986743898578,0.237878323991431,"ybeQ"
"SL1344_0941",0.209398661135773,8.11317684719384,2.30898430622275,0.137942319129653,0.237878323991431,"pncB"
"SL1344_4344",0.236816996047724,7.50980185659313,2.30594761917875,0.13819321364906,0.238140873069881,"ytfP"
"SL1344_3754",0.310822738475573,6.25446013722001,2.30487913999199,0.138281619279834,0.238199842615263,"uhpC"
"SL1344_0456",-0.971038792193977,3.12284599914274,2.29895253742988,0.138773185163071,0.23895296591338,"glnK"
"SL1344_1387",-0.274215818123044,6.0783169947708,2.2944420552572,0.139148662672192,0.239505685633107,"rnfG"
"SL1344_0227",0.211968639236037,9.1174420272194,2.29116475274718,0.139422227984516,0.239882627874728,"lpxD"
"SL1344_1558",0.436317481665194,4.88568065717235,2.27535752846596,0.140750559095414,0.242073340290861,"SL1344_1558"
"SL1344_3987",0.472230465804721,4.86130738542692,2.26793220596202,0.141379637107132,0.243060181745386,"SL1344_3987"
"SL1344_3072",-0.353307060797282,5.42295930972107,2.2657609140556,0.141564211405047,0.243231048292796,"yqgF"
"SL1344_3375",-0.229313192612834,8.38497998837988,2.26546151550092,0.141589684390643,0.243231048292796,"fmu"
"SL1344_1083",0.717433706216176,4.06743872216747,2.26435237387896,0.14168409748563,0.243298161151105,"ymdA"
"SL1344_0149",0.48206624684446,4.14468795219257,2.26058299631517,0.142005508011842,0.243754866544341,"SL1344_0149"
"SL1344_0999",-0.256228354585632,6.17472730750931,2.25971515035221,0.142079629042427,0.243786904477171,"ycbW"
"SL1344_0112",-0.347304951535108,5.196555463526,2.25768487146801,0.142253208151917,0.243989505671412,"leuB"
"SL1344_3535",0.273459343958505,6.49949285526975,2.2525771739954,0.142690990750134,0.244644927978778,"ftsE"
"SL1344_1606",0.36911627995807,4.95436940994464,2.25035705429166,0.142881769712777,0.244876514486303,"SL1344_1606"
"MicC",0.588544364351855,4.41154333828194,2.24210511914081,0.143593497178281,0.246000395010025,"MicC"
"SL1344_0759",0.343156606262362,6.2973254378023,2.24046118087394,0.143735782093012,0.24614822675531,"modB"
"SL1344_2357",-0.376711266722628,5.44540271794665,2.23821012974345,0.143930881443163,0.246386353124667,"fadJ"
"SL1344_1820",-0.213418913234066,7.79508100036211,2.23520341077589,0.144191959055325,0.246641187551443,"zwf"
"SL1344_3609",0.507056545882055,4.67945200791302,2.23583957410956,0.144136673844139,0.246641187551443,"yiaC"
"SL1344_0037",-0.443131976878793,4.5883312517529,2.2327063023948,0.144409208433054,0.246916717336331,"SL1344_0037"
"SL1344_1725",0.476230704115845,4.35181974698385,2.22595746398203,0.14499828256294,0.24782754671333,"ymgE"
"SL1344_2259",-0.541519124534447,4.09454301042595,2.22474739109845,0.145104201733279,0.247912192312279,"yfaV"
"SL1344_P1_0055",-0.223206432892591,7.07972175278518,2.2213833814441,0.145399134747689,0.24831957900188,"SL1344_P1_0055"
"SL1344_1438",0.338532298977378,5.41803426484004,2.21260105066336,0.146172428952965,0.249543300068829,"ydfI"
"SL1344_4027",0.530601877601456,4.1662991227571,2.20875859104854,0.14651227889013,0.250026388975549,"yneB"
"SL1344_3631",0.386942140461821,5.31145167454244,2.2061575936509,0.146742852960188,0.250322693679855,"ysaA"
"SL1344_2416",-0.377711989310323,4.80367509816775,2.55240551118177,0.147325108168355,0.251218454425171,"SL1344_2416"
"SL1344_1565",-0.890646904500444,3.15243531499098,2.19894402277736,0.147384556617185,0.251222377235031,"SL1344_1565"
"SL1344_3022",0.282593302687884,6.14200853613463,2.19280085654939,0.147933639041966,0.25206057256918,"ygfX"
"SL1344_1859",0.326116770433845,7.12542765357729,2.19130482218491,0.148798427792438,0.253435834395799,"flhC"
"SL1344_1552",-0.218204771860306,7.3932896125125,2.18098680087599,0.148996362325726,0.253674674199802,"ydcG"
"SL1344_4046",0.319918755654952,5.64724036417137,2.18030401350177,0.149058055702472,0.25368146065353,"SL1344_4046"
"SL1344_1020",-0.216137774321038,6.95547986080788,2.1749306522629,0.149544616507599,0.254411042634444,"yccW"
"SL1344_2285",-0.388218649235389,6.90215985544814,2.19180404171583,0.149868929053625,0.254864143953477,"nuoN"
"SL1344_2672",-0.559320049377243,4.01004843595333,2.17047796321024,0.149949225721235,0.254902086724884,"SL1344_2672"
"SL1344_1889",0.279286568469364,8.46085445590429,2.17117453399644,0.150339671010203,0.255438731169137,"fliD"
"SL1344_4121",-0.310003185334576,7.23020580005819,2.17322291223606,0.150381127448982,0.255438731169137,"SL1344_4121"
"SL1344_0303",0.617125318394729,4.31767059158857,2.16265526629235,0.150663185996527,0.255769121535654,"sciZ"
"SL1344_1417",-0.531259764534735,4.39157029851199,2.1623404922224,0.150691998356994,0.255769121535654,"ynfL"
"SL1344_3739",0.63285142674157,3.77858026868922,2.15929683209262,0.150970929929926,0.256143654176748,"SL1344_3739"
"SL1344_4426",0.35030510875975,5.71579013224207,2.15332216773,0.151520238668906,0.256976454162234,"SL1344_4426"
"SL1344_3566",-0.451165276446802,4.67858721941072,2.15112407535875,0.151722922591017,0.257220967107641,"SL1344_3566"
"SL1344_1469",-0.428595679066044,5.02623463005917,2.14814197452425,0.151998409912107,0.257588669997541,"SL1344_1469"
"SL1344_3185",0.195230481751149,9.48566631842749,2.14379583075827,0.152400963922801,0.258171343893886,"rpoD"
"SL1344_0591",0.348980088028121,5.11418312017247,2.14221943014971,0.152547285662517,0.25831967171511,"ybdL"
"SL1344_4398",0.438659687745357,4.7814442562374,2.13912644113567,0.152834858765818,0.258706984649417,"yjgK"
"SL1344_3848",-0.337362503188193,5.44311267929376,2.13835664922378,0.152906530053975,0.258728678259151,"rbsD"
"RyfD",0.514721423088283,10.2012423883191,2.1909392891584,0.152993979121542,0.2587770420232,"RyfD"
"SL1344_P1_0058",0.415717180423435,5.45047780841541,2.1340304090888,0.153310061431539,0.259211934635786,"SL1344_P1_0058"
"StyR-3",0.472156998676576,4.93963770446543,2.13331854072903,0.153376581408336,0.259224702757034,"StyR-3"
"SL1344_0082",-0.28375328256433,6.54236178248361,2.12935689269648,0.153747396852308,0.259748513803391,"SL1344_0082"
"SL1344_1157",0.250496465443054,6.56054037576977,2.12874588695751,0.15380468185401,0.259748513803391,"ycfX"
"SL1344_0795",-0.287783998400759,5.79124675344407,2.12716612410224,0.153952909663639,0.259898998034316,"ybiH"
"SL1344_3382",0.253775071787783,12.0408683938667,2.12547688349972,0.154111596149146,0.260067015996793,"pez"
"SL1344_3423",0.560288861463737,3.80033819203751,2.12317243362957,0.154328386401922,0.260332918888276,"yheV"
"SL1344_3041",0.268801710249314,6.06487365111987,2.11266661137948,0.155321289494225,0.261907322062376,"yggE"
"SL1344_4184",-0.27383869126068,6.13257052577311,2.10750991709387,0.155811406025535,0.262633029481691,"tyrB"
"SL1344_0921",0.226180311722733,7.91539225124981,2.1052193038533,0.156029702443572,0.26279945285132,"msbA"
"SL1344_2280",0.363079311027362,5.78155128269518,2.10554018172412,0.15599910089745,0.26279945285132,"elaB"
"SL1344_4009",0.700664939361739,7.26081840954496,2.16313294475829,0.156371706401003,0.263274615602761,"cpxP"
"SL1344_4380",0.618469663384599,3.91536914063549,2.09999247974898,0.156529175280416,0.263438841704713,"relE"
"SL1344_1452",0.227430997620565,6.51650909648592,2.09836324885764,0.156685249863186,0.263499754551861,"sotB"
"SL1344_3867",-0.472240172520064,4.82811271091201,2.09843277198751,0.156678586036868,0.263499754551861,"SL1344_3867"
"SL1344_2787",0.319739449153826,5.73163781436093,2.09573940506782,0.156936991636328,0.263822185557666,"SL1344_2787"
"SL1344_2184",-0.354173579500523,5.41115312318728,2.08847006993921,0.157636941121448,0.264897550905919,"setB"
"SL1344_1880",-0.327367914482255,5.20986199040852,2.08596819576315,0.157878694887916,0.265202423663462,"yecC"
"SL1344_4058",0.309191008596668,5.57593934593478,2.08080177946709,0.158379310097235,0.26594172925418,"gldA"
