"","logFC","logCPM","F","PValue","FDR","genenames"
"SL1344_0066A",-3.50540900480543,5.29599841963943,93.9945516443259,2.76895553936402e-11,5.23775550531396e-08,"SL1344_0066A"
"SL1344_1799",2.28270526563335,6.35236777648423,98.7284157458315,1.48966598849802e-11,5.23775550531396e-08,"pagK"
"SL1344_2742",-2.80962492160388,6.83457216316354,99.7349273487014,3.57444643219788e-11,5.23775550531396e-08,"SL1344_2742"
"SL1344_2624",-1.56988182223442,7.81258083500768,80.5559406854194,1.84318332673659e-10,2.02565847608351e-07,"yfiA"
"SL1344_4495",-2.74980793639735,7.93225959957771,95.8337054144584,2.74492858305307e-10,2.41334121022026e-07,"deoA"
"SL1344_3062",1.36418145870666,9.37822956184849,70.8917787955909,8.3337484324627e-10,6.105859684851e-07,"speA"
"SL1344_4361",-3.28512890073066,6.46387523508066,82.3459004713068,1.00425038862612e-09,6.30669244057205e-07,"iolC"
"SL1344_2991",-1.86441826388173,6.91201346985254,68.1091370504017,1.32122305846875e-09,7.0689074099653e-07,"lysA"
"SL1344_3782",-4.15498655059575,5.48014019792305,73.9799787552325,1.44722854162165e-09,7.0689074099653e-07,"ccmE1"
"SL1344_3487",-3.12594635179071,6.33268731552519,75.013132042402,2.39578103108691e-09,1.05318534126581e-06,"SL1344_3487"
"SL1344_0025",-5.43497526154488,5.19369251947733,69.870904833334,2.87252365507973e-09,1.1479649079755e-06,"bcfE"
"SL1344_3213",-2.75206021363358,7.2997291094938,77.028655815388,3.3666261435814e-09,1.23330737726532e-06,"tdcE"
"SL1344_0690",-1.93656856298033,7.04668816197354,63.2245430613963,5.4604370786452e-09,1.71457724269459e-06,"phrB"
"SL1344_2572",-1.93596393966851,5.96190121407733,60.3095195509928,5.16609166330703e-09,1.71457724269459e-06,"SL1344_2572"
"SL1344_4149",-2.89259437390054,7.00487886624581,72.7646331438344,6.73001390734006e-09,1.97234274244446e-06,"SL1344_4149"
"SL1344_1502",-4.12647378039639,8.87581986348446,81.1578345182866,9.97580762407412e-09,2.74085314471436e-06,"yddG"
"SL1344_3963",-2.62792369869357,7.56876972314074,71.1402998182581,1.10132314447793e-08,2.84789208419118e-06,"yihO"
"SL1344_2002",-3.90473395542765,6.69742496928511,73.0146738119061,1.33006153036263e-08,3.17706554878891e-06,"cbiJ"
"SL1344_2223C",-3.20405479493608,5.25023484838837,54.5246192762815,1.79065470691083e-08,3.17706554878891e-06,"ccmE2"
"SL1344_2266",0.994558714139707,7.73340686088797,54.961635963822,1.40922587738466e-08,3.17706554878891e-06,"yfbE"
"SL1344_2894",-2.68315616606938,4.77456910765028,53.7823889894362,1.77297778326893e-08,3.17706554878891e-06,"hyi"
"SL1344_2939",-3.35349950549205,9.72462559200116,73.7463955287709,1.78996367141026e-08,3.17706554878891e-06,"barA"
"SL1344_3018",-1.36193396544687,8.34086013749965,53.8898191556091,1.80679341946594e-08,3.17706554878891e-06,"recJ"
"SL1344_3237",-1.63182074578436,8.61065138905713,58.0735466148989,1.55143141688604e-08,3.17706554878891e-06,"yraM"
"SL1344_3441",-2.04128250569449,6.49960474437668,56.541600821435,1.73848518954423e-08,3.17706554878891e-06,"nirB"
"SL1344_0971",-2.25873015930171,6.08323925088881,54.6627184390953,2.44930442134089e-08,4.11338079629943e-06,"SL1344_0971"
"SL1344_2081",-3.38037167775277,4.70191338746838,51.9951026027839,2.52641677661703e-08,4.11338079629943e-06,"cpsG"
"SL1344_3773",-2.47475824705413,7.20184819911761,60.0267942390702,3.98469397954749e-08,6.25596954788956e-06,"yidH"
"SL1344_4354",-2.00326420161105,5.30103358660663,48.9802777715836,4.67266913584545e-08,6.8470178403922e-06,"iolA"
"SL1344_P1_0088",-2.74750760198473,7.41816238565938,62.1659792367838,4.52066953997672e-08,6.8470178403922e-06,"pefC"
"SL1344_0767",-3.21801745776691,6.60222744714734,61.1041635791081,5.57582509975663e-08,7.9068797221065e-06,"hutU"
"SL1344_0187",1.24696054072283,10.8349195730655,47.7300056860404,6.07112585502181e-08,8.11393313644142e-06,"dksA"
"SL1344_2158",-4.16902371889678,9.61820121088479,66.8593583087169,6.09098711334319e-08,8.11393313644142e-06,"yohJ"
"SL1344_1675",-1.94723497017504,5.99027665978006,47.335666504006,6.59941167649001e-08,8.28886106567145e-06,"oppC"
"SL1344_3350",-2.20226044485218,7.04139181128606,54.6931661074484,6.47786955910506e-08,8.28886106567145e-06,"SL1344_3350"
"SL1344_1993",-2.03946260438183,5.62312077784434,47.1654795606747,6.84226586209773e-08,8.35516686938379e-06,"cobS"
"SL1344_1015",-2.48797047677606,8.85451848359894,59.7386536337892,7.56419797868318e-08,8.89571669705274e-06,"helD"
"SL1344_2474",-3.09428699628084,9.08797263520326,62.0598139601774,7.87295554144143e-08,8.89571669705274e-06,"shdA"
"SL1344_P2_0032",-3.76972443994994,4.7362633059139,47.8475795542124,7.89201435816781e-08,8.89571669705274e-06,"SL1344_P2_0032"
"SL1344_1906",-2.10370930977103,7.58126790213412,54.3324701593963,8.40459476135907e-08,9.01136550510597e-06,"fliN"
"SL1344_2977",-3.08117336585534,5.30003005061375,48.1627224419495,8.22207805860633e-08,9.01136550510597e-06,"comO"
"SL1344_2957",-3.11205513297268,5.09979300963848,47.3570266409607,9.58001280015632e-08,1.00270800641636e-05,"fucK"
"SL1344_3228",-2.45857133284414,5.53063197037078,46.5187550985376,1.05358007953587e-07,1.07710186735806e-05,"SL1344_3228"
"SL1344_0083A",-2.68852505176186,5.15666694036354,44.403030806191,1.24403209965506e-07,1.24290116138265e-05,"SL1344_0083A"
"SL1344_3910",-3.72085756851409,6.5050991535418,56.5999075897701,1.27264694972788e-07,1.2432346646675e-05,"yigI"
"SL1344_0833",-2.93840045465338,7.49700542487649,57.0708447155709,1.36814530774912e-07,1.30747103757938e-05,"SL1344_0833"
"SL1344_0703",-3.2404015258553,4.56857791055969,43.833916590067,1.41090510357131e-07,1.31964656070202e-05,"SL1344_0703"
"SL1344_0438",-1.35178489443723,8.15981394478249,44.9342915245202,1.65076010732532e-07,1.45134828636042e-05,"ampG"
"SL1344_0784",-3.25603481873598,5.23417734953315,45.4377032857638,1.64448639722199e-07,1.45134828636042e-05,"ybhM"
"SL1344_2016",-4.20011428261206,4.29840282115225,43.3045848975944,1.58750993615035e-07,1.45134828636042e-05,"dhaB"
"SL1344_3461",-1.20981637620819,7.56943753270227,43.0203511943738,1.69188056531185e-07,1.45833469904135e-05,"nudE"
"SL1344_0517",-1.99198133215916,5.42953630925521,42.3413774853347,1.97178243659555e-07,1.66691453678347e-05,"ybbY"
"SL1344_0513",-3.92761419781086,7.07826857145009,55.6207698151541,2.06859088509758e-07,1.68398620942388e-05,"SL1344_0513"
"SL1344_2510",-3.14199229957563,4.95842691536409,43.6751029798737,2.05983720994453e-07,1.68398620942388e-05,"asrA"
"SL1344_0741",-2.69675680149728,5.42298829447001,42.5546479263776,2.73541866120692e-07,2.14730364904743e-05,"SL1344_0741"
"SL1344_3362",-1.82636809452306,5.77850996357405,40.911191565122,2.7349355759701e-07,2.14730364904743e-05,"envR"
"SL1344_3058",-2.27438337843916,5.22636697407207,40.7343880281606,2.84910396777822e-07,2.19730895479878e-05,"SL1344_3058"
"SL1344_3733",-2.2680297385912,4.40357725164449,40.5584640603101,2.96773173826488e-07,2.24933598645042e-05,"SL1344_3733"
"SL1344_2517",-1.41850327831847,9.12228284918398,42.933883583266,3.09913418936212e-07,2.3091176095654e-05,"glyA"
"SL1344_2291",-1.5444792922213,7.19988612851089,42.1584061181565,3.32358852440549e-07,2.43508252554776e-05,"nuoH"
"SL1344_0266",-1.36403175528929,7.56976291657019,41.3525112060268,3.41000223761573e-07,2.43635663378371e-05,"sciG"
"SL1344_1876",0.870192356281379,6.91239918463999,39.9299679419562,3.43617177649204e-07,2.43635663378371e-05,"uvrC"
"SL1344_1472",-2.09860867275381,5.86588575954836,40.5342369475919,3.52058706779219e-07,2.45658742063721e-05,"SL1344_1472"
"SL1344_0061",-3.52319956517019,5.00723562111144,41.9886955777708,3.869332093098e-07,2.46515708424041e-05,"citE2"
"SL1344_0611",-4.63693005807895,4.80162605792408,43.3731252122995,3.76405940407497e-07,2.46515708424041e-05,"citD"
"SL1344_1509",-2.6988024456641,5.16054114912801,40.4432061271568,3.83454953944412e-07,2.46515708424041e-05,"narY"
"SL1344_1692",-1.68437729195011,6.02167850780672,39.4650422068801,3.83286824391292e-07,2.46515708424041e-05,"narG"
"SL1344_2996",-3.51063957223564,6.98317425902628,51.0680145430831,3.73153779503746e-07,2.46515708424041e-05,"kduI"
"SL1344_4012",-1.85588480826966,6.19091879678946,41.1264462237482,3.67509457792246e-07,2.46515708424041e-05,"sbp"
"SL1344_0745",-2.38070989943267,4.80442065432832,39.2247453006135,4.05668145348338e-07,2.51171431964971e-05,"dcoB"
"SL1344_2076",-2.04030505581234,5.55761562797622,39.6839452365801,4.00066690005422e-07,2.51171431964971e-05,"wcaM"
"SL1344_4166",-2.39449121563261,5.51736097813481,40.8563102864867,4.40341975994334e-07,2.68853239787652e-05,"malE"
"SL1344_1544",-2.58273595326223,5.112331064645,38.9601886052093,5.42787439345181e-07,3.18145811114856e-05,"SL1344_1544"
"SL1344_4413",-2.68341081242876,5.75879740525806,41.6683823071746,5.42302876803591e-07,3.18145811114856e-05,"idnO"
"SL1344_4498",-1.51222926080656,5.97879538708489,38.0847562582016,5.32428415623092e-07,3.18145811114856e-05,"stjA"
"SL1344_4167",-3.67726642765299,6.38610082939909,47.6651710365726,5.65259425346763e-07,3.26957951818996e-05,"malK"
"SL1344_1339",-1.97022954817192,5.70893077807774,38.1051101393604,5.83585984533616e-07,3.33174543897374e-05,"sseG"
"SL1344_0268",-2.04828731362515,6.95227345683821,43.1461032865299,5.9533182233054e-07,3.35522909098084e-05,"sciI"
"SL1344_4187",-2.79444596843624,6.74361928191961,45.9970633707861,6.35469104395481e-07,3.53610402901587e-05,"yjbR"
"SL1344_4215",-2.37058990818134,5.47466541450989,38.1452571097393,6.75546922298286e-07,3.71213033802908e-05,"nrfC"
"SL1344_2093",-2.76299133844463,6.55741491112261,44.0879613868318,7.06226767190604e-07,3.83280601058012e-05,"wzc"
"SL1344_1715",-3.53251539009101,6.94912710960107,45.8187886533236,8.90417356982648e-07,4.77350573328746e-05,"SL1344_1715"
"SL1344_3481",-2.21535298987218,6.72586617201479,41.5812994463897,9.13894781595545e-07,4.84033910830604e-05,"malP"
"SL1344_2680",-3.50059838240506,4.47805925203754,35.7907065214602,9.33123225200014e-07,4.88334487854674e-05,"SL1344_2680"
"SL1344_2267",1.1711797341981,6.34743990759045,35.7039099051179,9.5350469258042e-07,4.93130191598062e-05,"pmrF"
"SL1344_1079",-3.5654079366526,4.63064453947035,36.939331323493,9.66351503505284e-07,4.93962931326654e-05,"csgD"
"SL1344_1854",-1.55875380085316,8.45293906939277,39.6626436303076,1.01100220564641e-06,5.10846631726625e-05,"cheM"
"SL1344_1595",-1.79097758582527,6.07334971067843,36.9427445728053,1.034585553676e-06,5.11015516175248e-05,"SL1344_1595"
"SL1344_2110",-3.35571556954676,7.22410739018632,45.498832674999,1.02891689344896e-06,5.11015516175248e-05,"SL1344_2110"
"IsrH-1",-3.87868773655239,4.1331869654798,35.499676519232,1.08208562553044e-06,5.28538712203534e-05,"IsrH-1"
"SL1344_2127",-1.88030886915747,5.75487824146143,35.7742057793233,1.14632925010876e-06,5.53765206975619e-05,"stcC"
"SL1344_1381",0.789086417654889,8.72486360319372,34.8538858662888,1.17998188086134e-06,5.59058094524347e-05,"tyrS"
"SL1344_2896",-3.55622880687672,7.34478087385545,44.8829356891293,1.18272071862521e-06,5.59058094524347e-05,"ygbK"
"SL1344_2007",-2.75021685381723,4.57684688405656,34.6097230750747,1.2551118904373e-06,5.86965092591743e-05,"cbiE"
"SL1344_0345",-2.56073952266869,5.77515300061122,36.8642561211159,1.4164620497863e-06,6.48621580297978e-05,"SL1344_0345"
"SL1344_4320",-2.53444322057582,5.37554377351608,35.8456237546369,1.41076213134549e-06,6.48621580297978e-05,"sgaU"
"SL1344_3123",-1.81349706281089,5.21514442696511,33.8601023336614,1.51920475046373e-06,6.88497328148307e-05,"hybA"
"SL1344_3863",-0.912765616457713,8.1995572896496,33.4118436790799,1.70479217015323e-06,7.63078734617474e-05,"ilvE"
"SL1344_4370",-3.63314556453848,5.25882412292059,37.9888215954571,1.71848941599477e-06,7.63078734617474e-05,"SL1344_4370"
"SL1344_0271",-2.1028621204223,4.56787416481173,33.2253336925806,1.78896429498015e-06,7.86428704073275e-05,"sciK"
"SL1344_0284",-2.86891107507066,6.47723702013412,40.5601543571219,1.91692388226684e-06,8.28133520765814e-05,"vgrS"
"SL1344_4071",-0.965290536992788,6.80661421001945,32.9497263152314,1.92151089895617e-06,8.28133520765814e-05,"argC"
"SL1344_2492",-2.01220355044411,5.50268019818747,33.9403279521667,1.98376909429035e-06,8.30537994142894e-05,"SL1344_2492"
"SL1344_2692",-3.25588216847821,4.81140773262763,33.3763510048919,1.96478382397697e-06,8.30537994142894e-05,"SL1344_2692"
"SL1344_3936",-1.02180688089921,8.2406754147887,32.8615556978294,1.9660829292528e-06,8.30537994142894e-05,"fadB"
"SL1344_0003",-1.62755825160151,8.15868573992438,37.4227600023992,2.03139766304826e-06,8.32397171318133e-05,"thrB"
"SL1344_1039",-2.26225808695533,5.71060149889022,34.6973178800312,2.04501579850679e-06,8.32397171318133e-05,"hpaR"
"SL1344_2239",0.997530999493371,7.3012358145719,32.7796208085253,2.008486487272e-06,8.32397171318133e-05,"rcsB"
"SL1344_0533",-2.46435954187067,5.59871481901298,34.3468042409035,2.14061923752108e-06,8.63317630104834e-05,"ybcI"
"SL1344_0653",-1.9020697732609,5.8055911498834,33.7922476013475,2.1776928266004e-06,8.68882093369774e-05,"gltJ"
"SL1344_2759",-1.22790819543933,7.25450086365955,33.1635767635028,2.19394705104743e-06,8.68882093369774e-05,"iroC"
"SL1344_1034",-1.52989053649266,6.05733046056952,32.2628019044654,2.29932764204784e-06,8.944994968533e-05,"copS"
"SL1344_P3_0008",-1.1689062228561,6.69573997655319,32.2770664138022,2.2907270157376e-06,8.944994968533e-05,"SL1344_P3_0008"
"SL1344_2224",-4.01659378374403,6.19581508896226,39.807667440535,2.43513148332512e-06,9.39020877254143e-05,"ccmA2"
"SL1344_2668",-2.92150502078628,6.61006030528893,39.1932117524481,2.49676426746414e-06,9.54415279980205e-05,"SL1344_2668"
"SL1344_1556",-1.51882573638303,5.57241953368363,31.7422583904282,2.63783457435471e-06,9.99648343867526e-05,"trg"
"SL1344_0705",-3.39253605122306,5.21273298370683,35.0857210936727,2.68780039910861e-06,0.000100131953851538,"SL1344_0705"
"SL1344_2273",0.990273813810307,8.28742596060215,31.677576746096,2.68345308420062e-06,0.000100131953851538,"pmrD"
"SL1344_2109",-2.8320476392498,5.32057488772227,34.6890062227712,2.73111201768565e-06,0.00010089049100627,"SL1344_2109"
"SL1344_0599",-2.49209084242168,6.20850309199224,36.580411393778,2.87281759739313e-06,0.000105240884651168,"SL1344_0599"
"SL1344_3617",-1.42605333475297,5.41493769826688,31.3834305774802,2.9017212354696e-06,0.000105421211166317,"SL1344_3617"
"SL1344_2187",-1.78595286081332,5.8750523393717,32.2681450672251,3.12879205270027e-06,0.000111822519216832,"SL1344_2187"
"SL1344_4230",0.942265951616145,8.42884826094001,31.1257310355449,3.10844040516507e-06,0.000111822519216832,"yjdB"
"SL1344_0245",-0.708953914374311,7.91357531335752,31.0592778641744,3.16424291850571e-06,0.000112177515078638,"rcsF"
"SL1344_1172",-1.6012659261087,9.45702442176091,35.0492597634882,3.44806244589121e-06,0.000121261460097102,"mnmA"
"SL1344_0708",-2.80068573792074,4.86015581909914,31.0600920981261,3.55580608217212e-06,0.000122179727361343,"SL1344_0708"
"SL1344_0930",-1.77484674669612,7.75710459429792,35.6847235187617,3.53355431520999e-06,0.000122179727361343,"mukE"
"SL1344_2143",-2.29907771904521,5.95156766267133,33.3678236986847,3.55755348094902e-06,0.000122179727361343,"yehZ"
"SL1344_0841",0.894131199819049,6.22403591798718,30.488202126615,3.68996617744477e-06,0.000125744893922847,"ybjG"
"SL1344_0920",-1.45009431051392,5.98791502608647,30.3441138740561,3.83675309823605e-06,0.000129741281691121,"rec2"
"SL1344_2966",-1.43892191733271,6.50950474177662,31.1570331148483,4.0222821459466e-06,0.000134976735218177,"SL1344_2966"
"SL1344_4378",-1.70472175899395,7.092698893751,33.7643453786784,4.08518279212771e-06,0.000136048966319647,"SL1344_4378"
"SL1344_2225",-2.20817311227948,4.96914552297821,30.5055252087032,4.12795027606533e-06,0.000136439619651002,"napC"
"SL1344_1866",-2.27373732593199,4.72461307884639,29.9734429661084,4.24357672999279e-06,0.000138782255299346,"SL1344_1866"
"SL1344_2477",-1.79007012785565,7.97779169078381,35.1989096588678,4.26196643890167e-06,0.000138782255299346,"ratA"
"SL1344_2701",-1.62694724174957,5.86016871037977,30.1475038217146,4.37242621073251e-06,0.000140300624980877,"SL1344_2701"
"SL1344_3526",-2.21554066928783,5.73019871349087,32.5046760997018,4.35306244525948e-06,0.000140300624980877,"livF"
"SL1344_0980",-2.20149105168513,6.64865647506963,34.651161522759,4.42919317846328e-06,0.000140376141434734,"SL1344_0980"
"SL1344_1204",1.38364449412289,5.27845729414469,29.8088751495436,4.43864505446498e-06,0.000140376141434734,"aroQ"
"SL1344_3849",-0.937413012102845,7.10334379823994,29.6847380403697,4.59207521398828e-06,0.000144191161719232,"rbsA"
"SL1344_0417",-1.12858441853174,7.89084070420536,30.398821988443,4.85711236895782e-06,0.000150412391522804,"ispA"
"SL1344_3430",-1.60561472424146,6.11707913272956,30.3976184524478,4.8586350309914e-06,0.000150412391522804,"yheU"
"SL1344_3077",-1.73353654973237,5.22962274170858,29.4455866215934,4.90374652137668e-06,0.000150747340615188,"yggU"
"SL1344_0334",-3.27336848470663,4.78327108969642,30.7767487499501,5.2136090619389e-06,0.000158100908872092,"SL1344_0334"
"SL1344_2494",-1.30365835482744,8.58196477498069,31.4879512458466,5.25084911176648e-06,0.000158100908872092,"SL1344_2494"
"SL1344_3734",-2.30304981656368,5.0667905676652,29.6156432346214,5.22427783740246e-06,0.000158100908872092,"SL1344_3734"
"SL1344_3517",-1.46058739384462,5.60112775807281,28.9619525709716,5.6047108768625e-06,0.000167607544317602,"ggt"
"SL1344_2181",-2.08368094456214,7.45653473595532,34.46459478685,5.70720861238095e-06,0.000169519520675856,"fruA"
"SL1344_3826",-3.29144801442718,8.13567547392124,36.4845928139745,5.86805150781115e-06,0.000173127210928442,"SL1344_3826"
"SL1344_3672",-1.26329149220156,7.52786644860452,30.1396438161377,6.04741122033957e-06,0.000177229464830752,"yigQ"
"SL1344_0425",-3.19929516720925,6.34396143624204,34.8004853937032,6.15040295424563e-06,0.000179054115144793,"phnW"
"SL1344_0540",-2.04797029869501,5.8706998209248,30.94436303975,6.31874148249394e-06,0.00018164643904851,"fimH"
"SL1344_1168",0.665640211391555,8.49213714817055,28.5293426417766,6.32208943913149e-06,0.00018164643904851,"phoQ"
"SL1344_1169",0.659963881126203,9.31742258178123,28.4335820548389,6.49368717151858e-06,0.000185365251986985,"phoP"
"SL1344_0062",-2.1115571604925,5.51576840879066,29.8954101790489,6.63072344971916e-06,0.000188055872806228,"citF2"
"SL1344_1508",-1.70554660451453,5.54756081110262,28.2836368827288,6.77238228040772e-06,0.000190842259645336,"narZ"
"SL1344_1620",-0.923159388586822,6.48568748812354,28.0368767916762,7.25901173145079e-06,0.00020196592133834,"pspA"
"SL1344_1719",-3.58669533623606,7.77831027855742,35.4324175505383,7.24360147348544e-06,0.00020196592133834,"hyaF"
"SL1344_4213",-2.65174305334215,5.40555957064168,30.3981735524191,7.46095263735735e-06,0.000204989673711393,"nrfA"
"SL1344_P2_0038",-2.11959960987091,4.6233563817233,27.9602738319506,7.41752194765555e-06,0.000204989673711393,"psiA"
"SL1344_2569",-2.0755838535655,5.39889631787965,28.6851864880353,7.64018818876405e-06,0.000206289212436704,"SL1344_2569"
"SL1344_2570",-1.74515042086851,6.48109693348148,30.5100118535146,7.64091065865811e-06,0.000206289212436704,"SL1344_2570"
"SL1344_3753",-1.71927724797386,5.25230953177898,27.8514588259138,7.64903130736641e-06,0.000206289212436704,"uhpT"
"SL1344_1613",-1.48272163528043,8.19011717981258,31.1282674141815,7.94161469964196e-06,0.000212874013534305,"tyrR"
"SL1344_2223B",-1.89355098627031,4.79850626707752,27.6260310211608,8.15339037553726e-06,0.000217226085399162,"ccmF2"
"SL1344_2419",-3.73825834901223,4.43305743756402,28.9232604469855,8.26470122644067e-06,0.00021886522043032,"eutL"
"SL1344_4307",-2.12536994289113,4.21705261337999,27.4098867172943,8.67022045145677e-06,0.000228229276075473,"yjfL"
"SL1344_0846",-0.97022664672737,7.93449052273919,27.4511600838539,8.76500598144397e-06,0.000229350989847784,"SL1344_0846"
"SL1344_1484",-1.91245790189255,5.5224702259408,28.0203480550003,9.03467278736638e-06,0.00023500841167611,"SL1344_1484"
"SL1344_3435",-1.33387520116797,7.07342713527506,28.5121508285769,9.33305686395674e-06,0.000241341870435023,"argDb"
"SL1344_2553",-1.74869941793043,5.64298650947287,27.6694581395065,9.57653102931685e-06,0.000246189651490508,"SL1344_2553"
"SL1344_1936",-2.01055575958023,5.97970959350252,29.5049561468216,9.72073899556003e-06,0.000248444003630709,"SL1344_1936"
"SL1344_4243",-2.97841114293603,5.6150831527247,31.2905916297491,1.02071754768796e-05,0.000259368458938512,"SL1344_4243"
"SL1344_1720",-2.16320037207983,5.16011089733494,27.0695936259267,1.04547161997262e-05,0.00026309335598831,"appC"
"SL1344_P2_0052",-1.82962814352267,7.18314077525041,30.6383769630876,1.04734616237385e-05,0.00026309335598831,"trbA"
"SL1344_2347",0.863760780987125,9.00016503866969,26.684736378239,1.06738458983808e-05,0.000266603560052738,"fabB"
"SL1344_2173",-1.93921840903861,5.85897256775741,28.5365841530488,1.12293829565378e-05,0.000278894731508137,"SL1344_2173"
"SL1344_0378",0.858146153943516,7.87114879550784,26.4002552366426,1.15893547435157e-05,0.000285277041200869,"yaiB"
"SL1344_1400",-1.07466146287315,5.67200437291284,26.3922926411242,1.16161488569053e-05,0.000285277041200869,"fumC"
"SL1344_2768",-1.4612039163524,6.20145353762347,27.1291816993032,1.17214694307516e-05,0.000286264331208801,"tctE"
"SL1344_2830",-2.86624605506312,4.54593217350567,26.7307842419513,1.21132790839516e-05,0.000294198756094205,"hycD"
"SL1344_1492",-1.42122965669368,5.33621783577124,26.097756821513,1.26549388244352e-05,0.000305665445451742,"hdeB"
"SL1344_0445",0.982268467033883,11.2490525261427,26.0668268583833,1.27696110239239e-05,0.000306749781755025,"hupB"
"SL1344_4164",-1.99672144906201,6.30313302033851,29.3849203882618,1.28576369498061e-05,0.000307185717561672,"malF"
"SL1344_0078",-2.64187178516915,5.19758683907147,28.0498510750033,1.33098855383925e-05,0.000314958684529444,"fixC"
"SL1344_0538",-2.68837136028698,3.56120642182039,25.9207534758092,1.33262773709e-05,0.000314958684529444,"fimC"
"SL1344_3796",-1.79570738317132,6.1242383170725,27.9095969065916,1.34531644698502e-05,0.000316257278125462,"dgoK"
"SL1344_0362",-2.43308521504538,4.73758501062987,26.0752877895484,1.35256307842879e-05,0.000316269536849626,"prpR"
"SL1344_2993",-1.54211231144805,6.83751055675544,28.3136051996174,1.36211082977761e-05,0.000316816889296423,"ygeA"
"SL1344_1474",-1.58902054122538,5.2844054213293,25.7965257262345,1.38199654822419e-05,0.000319750359262818,"SL1344_1474"
"SL1344_3705",-1.31678078832192,5.86466020297406,25.6941890872302,1.424123804203e-05,0.000327772159333842,"ligB"
"SL1344_4003",-1.92997005633945,4.69812575390807,25.654154367035,1.44097331644643e-05,0.000329922848911381,"SL1344_4003"
"SL1344_0038",-1.78283924950214,5.07447081890321,25.5936004507186,1.46686209137042e-05,0.000331949478400259,"SL1344_0038"
"SL1344_0522",-2.02170118936159,5.27477859286807,26.3464805513012,1.46976187516096e-05,0.000331949478400259,"fdrA"
"SL1344_2211",-2.08720045913072,5.17593346701002,26.2106053727614,1.4724783505016e-05,0.000331949478400259,"SL1344_2211"
"SL1344_3498",-1.66012233937386,4.96952814796518,25.511886699103,1.50258274197138e-05,0.000337007843556438,"SL1344_3498"
"SL1344_0718",-0.973943554982472,6.71170061506038,25.4822670029261,1.51575784109739e-05,0.000338012868917852,"sucA"
"SL1344_1370",-1.65947099451057,5.30688168934427,25.4567245434518,1.52721782843384e-05,0.000338012868917852,"ydhL"
"SL1344_2589",-3.48128255231625,4.14333259265334,26.1310665357932,1.53013104901393e-05,0.000338012868917852,"SL1344_2589"
"SL1344_0519",-1.55014762145224,5.85079229861387,26.0705538107111,1.55028988338389e-05,0.000340753716367779,"ylbA"
"SL1344_2765",0.931825282192551,9.35962490704855,25.4753562056717,1.5633910004193e-05,0.000341923723275783,"mig-14"
"SL1344_P1_0099",-0.918283403659103,7.3404794996184,25.3573880932759,1.57266852623696e-05,0.000342250041650381,"SL1344_P1_0099"
"SL1344_1241",-2.34477972692883,5.56509730687572,27.5847941904836,1.59371416240919e-05,0.000345121549652749,"astB"
"SL1344_2675",-3.46976499916496,3.99674424441721,25.7625917749556,1.67031708554711e-05,0.0003599369562777,"SL1344_2675"
"SL1344_2764",1.0666194531593,9.42478522426482,25.9157968383103,1.71979341089767e-05,0.000368790821185665,"virK"
"SL1344_4472",0.79733153016838,9.1011513860628,24.9118891609706,1.79490020443429e-05,0.000383028218383162,"mdoB"
"SL1344_0716",-1.1416582862146,5.93621897218428,24.8732856210757,1.81566820757187e-05,0.00038558828214908,"sdhA"
"SL1344_4371",-3.59797580048834,4.16508554331981,26.3599796322218,1.85067526803458e-05,0.000391133099917309,"SL1344_4371"
"SL1344_2316",0.620170038999728,7.11096781715703,24.7414220573288,1.88855401755824e-05,0.000397228873740957,"yfcE"
"SL1344_1427",-3.18119626767673,3.8044628671675,25.1191826405837,1.95717679113221e-05,0.000409702341610343,"SL1344_1427"
"SL1344_2831",-2.18349881342694,4.90679222264985,25.2195609337969,1.99489197236298e-05,0.000415618251682827,"hycC"
"SL1344_2165",-1.46243423219008,5.26568899228792,24.4552946542542,2.05760562117675e-05,0.000424658887825962,"mglC"
"SL1344_3704",-1.21539342590576,6.24559135533024,24.6161311374575,2.0556796602217e-05,0.000424658887825962,"SL1344_3704"
"SL1344_4424",-0.723269494934905,7.34735851316784,24.2591539173078,2.18272706523728e-05,0.000448377017700145,"SL1344_4424"
"SL1344_1845",-1.54028073764916,6.35743483823932,25.5623317241437,2.20890431582468e-05,0.000451643877784432,"SL1344_1845"
"SL1344_2105",-1.43702268846123,6.09785823222054,24.8015717897986,2.24922741905738e-05,0.000457759432137788,"yegO"
"SL1344_0286",-1.33369311819686,7.83633343454187,26.4565131827785,2.27866386870084e-05,0.000459753026829606,"SL1344_0286"
"SL1344_2375",-1.3112600342294,6.41196504821733,24.9014504540061,2.27993994196665e-05,0.000459753026829606,"ypeC"
"SL1344_3762",-0.81329158374177,5.99157900518262,23.8389582380466,2.47878664187973e-05,0.000497568314050378,"ilvB"
"SL1344_2163",-1.94572397559649,4.37029741447096,23.7373982064202,2.55655891776394e-05,0.000510846954658649,"SL1344_2163"
"SL1344_1356",-1.72653607144583,5.70635007778133,24.5518329503203,2.60554131102355e-05,0.000518278715079616,"ssaU"
"SL1344_3692",0.738472192748745,6.70071640848776,23.6531650696008,2.62302816156374e-05,0.000519406837758297,"mutM"
"SL1344_4080",-0.844792620163558,8.61464812878896,23.5919122492672,2.67251457545223e-05,0.0005268329181026,"murI"
"SL1344_0558",-0.955938368551501,5.8503464582634,23.5138054313385,2.73705992927561e-05,0.000537148011120338,"apeE"
