"","logFC","logCPM","F","PValue","p_value_FDR","FDR"
"SL1344_1516",-0.0331079355938001,4.65585829446745,0.0100349353670925,0.92079851376883,0.949526217810879,0.949526217810879
"SL1344_3499",0.0209583622085758,5.63894413926214,0.00979954697977162,0.921729779554325,0.950263628264731,0.950263628264731
"bcfG",0.0411429537880581,3.7883798186006,0.00957692318580929,0.92262099765704,0.950736499226523,0.950736499226523
"yidA",0.015544543089105,6.71489403385104,0.00963042303722263,0.922405877673613,0.950736499226523,0.950736499226523
"focA",-0.0182571405711199,6.97567369866993,0.00935752264903476,0.923509606561252,0.951429161106928,0.951429161106928
"SL1344_1987",0.0420013379382314,3.90529331116171,0.00912145638506789,0.924477542683071,0.951980154048906,0.951980154048906
"yeiG",-0.0137468507456292,7.06287062552435,0.00916843300610528,0.924283926983659,0.951980154048906,0.951980154048906
"galE",0.028422816769125,5.04945726422919,0.00867785774524021,0.926331250603447,0.953665615375352,0.953665615375352
"hycI",-0.0497190326423527,3.5559305328116,0.00840222019232486,0.927507249374398,0.95447643822354,0.95447643822354
"yneB",-0.0333726449763575,4.1662991227571,0.00839156874957939,0.927553081003404,0.95447643822354,0.95447643822354
"kdpB",0.0231036508087544,6.15659075385004,0.00821699708376673,0.928308461214345,0.955030188508837,0.955030188508837
"foxA",-0.0195755436753534,5.73481699240596,0.00792189141266321,0.929604038643163,0.956139296648419,0.956139296648419
"yfhJ",-0.019328547702759,8.07474154216882,0.00776113653117322,0.930408859885568,0.956743239311569,0.956743239311569
"rnfH",-0.0178689021003448,5.52973881576478,0.00753628798247012,0.931334158290611,0.957470757681368,0.957470757681368
"rimM",-0.0143832067735922,10.0072284355074,0.00738835795923617,0.932009696240858,0.957941226250832,0.957941226250832
"yceL",-0.0214663948374397,5.00478092262009,0.00729582761345571,0.932435714662221,0.95815507285066,0.95815507285066
"katN",-0.0325840868308903,3.90710186289332,0.0071437440520592,0.933141878493819,0.958208759135442,0.958208759135442
"yjcC",0.0156021511007327,6.07249107729967,0.00714892498215722,0.933117698188006,0.958208759135442,0.958208759135442
"spvA",0.0297387576949839,4.63166819251877,0.00721461126264015,0.932811890836649,0.958208759135442,0.958208759135442
"yebA",0.0159641703948866,6.20317306978742,0.00702415613137822,0.933702491436703,0.958525119276457,0.958525119276457
