"","logFC","logCPM","F","PValue","p_value_FDR","FDR"
"AmgR",3.71670444591165,9.14481272968423,361.821821457385,1.30312053325622e-19,5.72851786419434e-16,5.72851786419434e-16
"cigR",3.45969038847387,6.96745880329746,336.222050167832,4.04207955313234e-19,8.88449085778488e-16,8.88449085778488e-16
"mgtA",2.71987441063445,9.13040266013722,311.943524402184,1.27483835177029e-18,1.86806313146073e-15,1.86806313146073e-15
"phoN",2.4777511197755,7.93864068871995,252.24623882129,3.15766488994479e-17,3.47027371404932e-14,3.47027371404932e-14
"virK",4.01418192940464,9.42478522426482,284.44201395631,4.99975383066792e-17,4.39578356792324e-14,4.39578356792324e-14
"SL1344_4388",2.45619090837358,7.75431107805955,211.196531181793,4.35934249133496e-16,3.19394493198474e-13,3.19394493198474e-13
"SL1344_1602",2.13911270169013,7.95241015907348,196.615293977876,1.23382602265486e-15,7.74842742227252e-13,7.74842742227252e-13
"yjeH",1.73444819948166,8.55566774567068,191.704762933815,1.77793864091348e-15,9.76977283181958e-13,9.76977283181958e-13
"mig-14",2.62194044386101,9.35962490704855,178.878366539636,5.88604410977197e-15,2.87500554517306e-12,2.87500554517306e-12
"yehU",1.93051396941171,6.71560336874028,168.028354778861,1.1674323194178e-14,5.13203247616066e-12,5.13203247616066e-12
"pagO",3.50971558777284,5.49546801329334,162.074316937135,1.94076282563508e-14,7.75599398317439e-12,7.75599398317439e-12
"yicL",2.15103402436991,6.73369377063618,159.979687324543,2.32937453498782e-14,8.5332753798387e-12,8.5332753798387e-12
"pmrD",2.27864358256058,8.28742596060215,157.275869527682,2.95695954373918e-14,9.99907242636727e-12,9.99907242636727e-12
"pagK",2.55440385099399,6.35236777648423,153.010537820057,4.33837749962857e-14,1.36225053488337e-11,1.36225053488337e-11
"cdh-a",1.73450763156109,9.38375298354878,142.33560169171,1.17863651624312e-13,3.45419075026985e-11,3.45419075026985e-11
"pagP",1.63799698006359,8.74925815996853,140.794790362749,1.36839717300496e-13,3.75967123283112e-11,3.75967123283112e-11
"SL1344_P1_0061",1.82743186517412,8.80460255709695,138.536810856915,1.70714475885345e-13,4.41447550583517e-11,4.41447550583517e-11
"yfbE",1.60009980872833,7.73340686088797,136.323768278802,2.12645647514107e-13,5.19327925817786e-11,5.19327925817786e-11
"SL1344_1783",2.140154247006,6.74138944795525,135.231970223702,2.37234043163338e-13,5.48884659866334e-11,5.48884659866334e-11
"mgtB",5.14873037870168,8.6186405900174,208.479272381876,4.41878655367383e-13,9.71249284497509e-11,9.71249284497509e-11
"yaiB",1.8682380389857,7.87114879550784,121.846052027215,9.64646662929522e-13,2.01932701439913e-10,2.01932701439913e-10
"gst",1.72075109022246,7.95930383776757,120.375031027759,1.13374674286621e-12,2.26543212801812e-10,2.26543212801812e-10
"phoP",1.37669206783794,9.31742258178123,119.366798433807,1.26761289068079e-12,2.42279402931859e-10,2.42279402931859e-10
"ydiR",2.10742174866989,6.25553257356817,115.947876729142,1.86116202710338e-12,3.40902844631102e-10,3.40902844631102e-10
"steA",2.17370840809361,7.53217488556017,116.748016992995,2.56275109847461e-12,4.50634153155775e-10,4.50634153155775e-10
"pagN",2.37454907817448,5.87992739343018,109.652711310452,3.86566794540953e-12,6.53595241846934e-10,6.53595241846934e-10
"orgB",1.97682612112264,7.01280178846408,101.541214595395,1.04158111171284e-11,1.69584835818135e-09,1.69584835818135e-09
"mgtR",4.24932388602038,4.11416363274919,99.8377440769499,1.29243222992904e-11,2.02911860098859e-09,2.02911860098859e-09
"htpG",-1.42503118091824,10.2911776409692,95.3285915360165,2.31972435949578e-11,3.51638216701499e-09,3.51638216701499e-09
"SL1344_1768",1.41932208100734,7.50395597769123,88.2533432471138,6.06366092237687e-11,8.88528447158958e-09,8.88528447158958e-09
"mdoB",1.51003718621526,9.1011513860628,85.7532575561875,8.63143676312536e-11,1.22399341969997e-08,1.22399341969997e-08
"ycaM",2.33685857031536,6.03591514253975,84.3485095535263,1.05604157905289e-10,1.40677538833833e-08,1.40677538833833e-08
"groES",-1.21966840452463,9.4068149869789,84.5470329188547,1.02621284357554e-10,1.40677538833833e-08,1.40677538833833e-08
"lrhA",1.30223833104563,6.59367900960084,83.2849455896568,1.2322804110913e-10,1.59326608445805e-08,1.59326608445805e-08
"SL1344_3560",1.33456133021226,6.86183337680319,81.6384234648381,1.56930409371448e-10,1.97104594170539e-08,1.97104594170539e-08
"yeiU",1.19749516509479,9.41861384499083,78.5529313979675,2.49246923809133e-10,3.04358188073597e-08,3.04358188073597e-08
"aroQ",2.38214660570904,5.27845729414469,77.1117085696871,3.1074936204181e-10,3.69203836631296e-08,3.69203836631296e-08
"ybjG",1.44796658531023,6.22403591798718,75.5533821568897,3.95738315389792e-10,4.57806745908823e-08,4.57806745908823e-08
"ais",1.44040426726816,6.49608548157458,74.6648361777847,4.54946979637812e-10,4.87791932314103e-08,4.87791932314103e-08
"yfcG",1.92019053056022,6.13947963615967,74.7547856538625,4.48547024858506e-10,4.87791932314103e-08,4.87791932314103e-08
"yjbA",1.67031624454104,5.85542231205624,74.6995321807161,4.52466951550422e-10,4.87791932314103e-08,4.87791932314103e-08
"yihX",1.16237265359757,7.1280302789873,70.3367061205527,9.12696536946725e-10,9.55289042004239e-08,9.55289042004239e-08
"phnO",2.19413365936279,5.36857249254401,68.7273758216979,1.19133310682564e-09,1.21793031107105e-07,1.21793031107105e-07
"rluD",1.13497052390412,9.3374689576172,65.6222571543021,2.01657475481268e-09,2.01474150503557e-07,2.01474150503557e-07
"SL1344_0082",1.9053828204258,6.54236178248361,65.2693163896344,2.14316569051719e-09,2.0481209511986e-07,2.0481209511986e-07
"yjdB",1.37906381391782,8.42884826094001,65.3815250226064,2.10203018856128e-09,2.0481209511986e-07,2.0481209511986e-07
"rumA",1.09236246966861,7.95319144559636,65.0659035327959,2.21992677203321e-09,2.07634001911872e-07,2.07634001911872e-07
"kdpA",1.87646343942785,6.8164479355579,68.1151278245501,2.2867841504136e-09,2.09431315108713e-07,2.09431315108713e-07
"orgC",1.46318497839493,7.35085389501873,64.0146461841506,2.66586126486185e-09,2.39165839190463e-07,2.39165839190463e-07
"SL1344_1786",1.66638929277416,6.42669297274673,63.5038442406652,2.91595896177021e-09,2.56371111918837e-07,2.56371111918837e-07
"rlgA",1.11358729622462,8.24570461426449,62.8279459662242,3.28575112149326e-09,2.83218861374203e-07,2.83218861374203e-07
"pdgL",2.14272507362731,5.45197334427245,61.2811869539768,4.3321855388354e-09,3.66236300552316e-07,3.66236300552316e-07
"phoQ",0.970606060125145,8.49213714817055,58.4074931489769,7.33143511381748e-09,6.08094127553615e-07,6.08094127553615e-07
"gogB",1.6518886951156,5.65631185806702,57.8631848175746,8.11496002904894e-09,6.60617857179614e-07,6.60617857179614e-07
"SL1344_0213",1.20700404526546,7.05531370262936,56.1113873993855,1.129933363246e-08,9.03124920878074e-07,9.03124920878074e-07
"citT",1.46521754455365,6.67062550400766,56.0096066422301,1.15210972214185e-08,9.04406131881352e-07,9.04406131881352e-07
"rna",1.27925226574034,7.13061319156623,55.7207360746628,1.21759923830206e-08,9.39046710802784e-07,9.39046710802784e-07
"sodCa",1.77236541536309,5.74483534031849,54.1582232049845,1.6472976000957e-08,1.2485379741415e-06,1.2485379741415e-06
"lpxO",1.52981088097605,6.40290728569972,54.0562779169394,1.68042666538954e-08,1.25206027475465e-06,1.25206027475465e-06
"groEL",-1.26651098710121,12.3476089860514,53.3854672541654,1.9168110275106e-08,1.4043835461561e-06,1.4043835461561e-06
"kdpD",1.14611330278244,6.80485941446748,51.7940051050376,2.63036396147308e-08,1.89558688108781e-06,1.89558688108781e-06
"SL1344_1795",2.17911018881452,4.77616913069028,50.210137313749,3.62602675507021e-08,2.53016089131566e-06,2.53016089131566e-06
"SL1344_1872",1.27928402115747,7.08111342259975,50.2788124423788,3.57544565066112e-08,2.53016089131566e-06,2.53016089131566e-06
"dnaK",-1.47067039243797,11.403067235349,50.5958612460237,4.14420465557154e-08,2.8465505727957e-06,2.8465505727957e-06
"iolR",1.18094521179455,7.27701702133775,49.3723896462461,4.307937192067e-08,2.91349106097332e-06,2.91349106097332e-06
"yejG",1.12260938900597,7.13349653144075,48.4776159838857,5.18877262161289e-08,3.45603703706216e-06,3.45603703706216e-06
"pagC",2.54338452826381,6.17774263324595,54.0562423648715,6.9710292881843e-08,4.57382757475495e-06,4.57382757475495e-06
"udg",1.48474537855273,6.22859649906152,46.6814780673757,7.58615360446824e-08,4.90422518312388e-06,4.90422518312388e-06
"pipB2",1.64600285231153,6.27780013424758,46.5632014349407,7.78067246678232e-08,4.95707770492393e-06,4.95707770492393e-06
"ybbN",-1.11782989171986,7.80367708460391,45.4826935239441,9.82305638470592e-08,6.16887940959532e-06,6.16887940959532e-06
"SL1344_0836",1.37200136569061,5.80701791629615,45.2372632065501,1.03618893515759e-07,6.41561487176446e-06,6.41561487176446e-06
"grpE",-1.00892943385112,9.44426208584376,44.1973823978322,1.30177962631104e-07,7.9480878295324e-06,7.9480878295324e-06
"phoR",0.984492323790069,6.24009821890017,44.107597324166,1.32787694773741e-07,7.99636583870365e-06,7.99636583870365e-06
"ybiJ",1.47654594898631,7.40049278993636,44.2218855729963,1.92089115217285e-07,1.14111317634484e-05,1.14111317634484e-05
"yccV",-1.11376948579296,8.03519846679207,42.0257500725655,2.11824798615801e-07,1.24157575295341e-05,1.24157575295341e-05
"thrA",0.712840403069014,8.28938188893977,41.2968010292745,2.50242356336153e-07,1.44745447164964e-05,1.44745447164964e-05
"kdpF",1.99854226691562,4.93152772697575,41.1022951156936,2.61696794223207e-07,1.49405078883794e-05,1.49405078883794e-05
"phoL",-0.879257577932705,7.14956256951818,40.7317303115159,2.85085821307676e-07,1.60671444931865e-05,1.60671444931865e-05
"fxsA",-1.1369537897066,7.58303843952807,40.6214111872825,2.92469497894432e-07,1.62746318068851e-05,1.62746318068851e-05
"hslV",-1.20489898762217,7.63339901939282,40.4220621311285,3.06330996794918e-07,1.68328882738808e-05,1.68328882738808e-05
"SL1344_2549",1.93635996778166,4.15835293829119,39.7341851663028,3.59764128473749e-07,1.92868671801293e-05,1.92868671801293e-05
"asnA",-1.00485596433887,7.9248355111357,39.7822452318213,3.5572731294415e-07,1.92868671801293e-05,1.92868671801293e-05
"hslO",-0.969852270826065,8.27111342123481,39.3311218767817,3.95593882753049e-07,2.09521772118362e-05,2.09521772118362e-05
"lon",-0.849807683654711,10.1645131409204,37.9287732530104,5.52803787726204e-07,2.89300648910047e-05,2.89300648910047e-05
"cspC",1.08798873976523,7.6391290676372,37.1016273633516,6.75587453792602e-07,3.49397934926151e-05,3.49397934926151e-05
"SL1344_1567",1.41306112888985,5.40774092701291,36.4189487918544,7.98694745887275e-07,4.0826303522331e-05,4.0826303522331e-05
"kdpB",1.41860726931031,6.15659075385004,35.670893790771,9.61380976142132e-07,4.85773651852967e-05,4.85773651852967e-05
"yeiG",0.834457204660576,7.06287062552435,35.5534384132851,9.89965024557681e-07,4.94532528176769e-05,4.94532528176769e-05
"SL1344_0066A",2.99548425398051,5.29599841963943,33.3906783539299,1.7141291886546e-06,8.46664259924227e-05,8.46664259924227e-05
"folB",1.11935815745344,6.30394548116445,32.6457861128477,2.0798493068217e-06,0.000101589083919869,0.000101589083919869
"hslS",-2.14502129330776,8.40194038545084,39.8247733929591,2.12420462870322e-06,0.000102615423601971,0.000102615423601971
"yehT",1.75786503613148,5.10159607915181,32.3650832819216,2.2384075020947e-06,0.000106956949774003,0.000106956949774003
"relA",0.727081643411185,8.55467810934145,32.0486847863207,2.43262607357578e-06,0.00011498735719827,0.00011498735719827
"dnaJ",-1.10494988425131,9.51363621450172,32.4150650338459,2.58462492713608e-06,0.000120872459358406,0.000120872459358406
"prlC",-0.83181093793271,7.73565900045201,31.2016790020489,3.04594061137239e-06,0.000140946893974663,0.000140946893974663
"yaaH",-0.898274926107356,9.76470207611395,30.240916450514,3.94568375859138e-06,0.000180679435445497,0.000180679435445497
"SL1344_4014",2.01107212075507,4.61876821013422,29.3547715540028,5.02791324443771e-06,0.000227862954871631,0.000227862954871631
"PinT",2.19252552879625,5.65611561919049,32.1521749215342,5.78360513815422e-06,0.000259436001911489,0.000259436001911489
"wzxE",-0.901087501887707,6.70210445039277,28.5354937565302,6.31123270808006e-06,0.000280244232168888,0.000280244232168888
"hslT",-1.73137997891499,7.60881227302562,32.2576613889116,7.08693705944495e-06,0.0003115417531332,0.0003115417531332
"SL1344_2272",1.39475825627146,5.79284363172194,27.9131606563935,7.51683148460984e-06,0.00032716822976579,0.00032716822976579
"ydgC",-1.34849196256106,5.53343547241441,27.4005650481318,8.69327754725323e-06,0.000374663216644365,0.000374663216644365
"slyB",1.0912874795937,10.1818154838233,28.0784151559592,8.97677492940484e-06,0.000383125267860813,0.000383125267860813
"slsA",1.15248486665723,5.45835246049932,27.2509388968424,9.07241833473698e-06,0.000383484144225998,0.000383484144225998
"rlgA2",0.796152465345059,7.18253585737046,26.6812164450262,1.06846924161124e-05,0.000447332455821237,0.000447332455821237
"dacD",1.02751915150497,5.74926946767399,25.7955576973524,1.3823887850427e-05,0.000573300103683747,0.000573300103683747
"tppB",0.745302778450779,8.16656364509157,25.543123090866,1.48882012439901e-05,0.000611668529612901,0.000611668529612901
"uspB",1.01187949191753,6.5500521846968,25.0167593498587,1.73974480515532e-05,0.000708140570691,0.000708140570691
"yaaJ",0.818498883266374,6.42897211430878,24.8459709579237,1.83051702465226e-05,0.000738252554162508,0.000738252554162508
"yfcF",1.32135691491544,5.24774514828804,24.7408520476095,1.88887574261826e-05,0.000754863433140898,0.000754863433140898
"SL1344_4015",2.22565102377217,4.10816702450495,24.0628075406727,2.31610103749725e-05,0.000917259473949362,0.000917259473949362
"prmA",-0.740891330507735,6.9342378986685,24.0056737262962,2.35651636153732e-05,0.000924932671903397,0.000924932671903397
"phoB",0.665941081630205,7.43023084065007,23.2207929593358,2.99434588399518e-05,0.00116488004478255,0.00116488004478255
"fadL",-0.752549465699923,8.11608435318598,22.8409796712303,3.36669125723742e-05,0.00129824340059787,0.00129824340059787
"yheL",-1.12974018857727,7.46634977050314,23.7058354389575,3.49388679983863e-05,0.00133557620626875,0.00133557620626875
"SL1344_4471",1.00049341537528,5.89177410041829,22.6067256860819,3.62061740431764e-05,0.00137208914736037,0.00137208914736037
"ordL",0.799797156681446,6.22178847442739,22.40424841459,3.85650144669347e-05,0.0014489897743303,0.0014489897743303
"fabB",-0.791280032724063,9.00016503866969,22.1919748930515,4.12141536379313e-05,0.00153540185925717,0.00153540185925717
"pmrF",0.931484474136869,6.34743990759045,22.1239655934416,4.21032553263605e-05,0.00155534378499732,0.00155534378499732
"ybhC",-0.584221510462455,8.22967397540244,22.089512823193,4.25614185674357e-05,0.0015591666335204,0.0015591666335204
"kdsB",-0.824865476112985,6.26031997564579,21.9381878461535,4.46374139418866e-05,0.00162170307180606,0.00162170307180606
"yihO",1.78470443087814,7.56876972314074,24.4155074457288,4.66255341249515e-05,0.00168004793453514,0.00168004793453514
"yfbG",0.958459765306827,6.72866119458555,21.6671449548546,4.86293838686219e-05,0.00173800627224766,0.00173800627224766
"yghB",0.710951633446516,6.56180460733032,21.500105069613,5.12771234651907e-05,0.00181785673187886,0.00181785673187886
"glgB",1.3725603846342,7.68936738487342,23.3218209065281,5.44684562339551e-05,0.00191554666883573,0.00191554666883573
"yqjA",0.767867791605915,7.57978222388718,21.2411201984135,5.56895124402644e-05,0.00194294521180478,0.00194294521180478
"ydgT",1.09066337096222,6.96183053427973,21.47258418438,5.84339240345573e-05,0.0020226419689442,0.0020226419689442
"gpO",1.61467389073572,4.04804570179902,20.9913891818465,6.03278648961956e-05,0.00207188511002872,0.00207188511002872
"SL1344_4084",1.26253787597339,6.43649921517569,21.4114993901241,6.17833663617913e-05,0.002105423864546,0.002105423864546
"yecA",0.792460798413403,6.50303280987145,20.4540821491011,7.17573578441706e-05,0.00242650265448441,0.00242650265448441
"ybjX",0.558656077004632,9.33925728600575,20.0920556946629,8.07421063380631e-05,0.00270948320200096,0.00270948320200096
"gapA",-0.539187217910591,10.1365066311305,19.7575834302221,9.01101161721502e-05,0.0030009399294907,0.0030009399294907
"rstA",0.660468494151875,9.63344709334489,19.6111324147774,9.45696166794771e-05,0.00312577469866903,0.00312577469866903
"yhiQ",-0.785088731896905,6.55632505665646,19.3919743840521,0.000101686661482456,0.00333592958117073,0.00333592958117073
"basS",0.767692958668689,7.3548287540776,19.1210555368387,0.000111280475568837,0.00362362200444893,0.00362362200444893
"SL1344_P2_0047",1.88169326761777,4.37848315335088,18.9962202664198,0.000116020878015679,0.00375020426291855,0.00375020426291855
"ybeD",-0.75139916519833,7.98966776004211,18.9018731756068,0.000119745807922915,0.00384235453743895,0.00384235453743895
"srfB",-0.820906115747982,6.873424703184,18.6528181827673,0.000130203044874462,0.00414762742947925,0.00414762742947925
"dacC",0.81262042676496,6.08516627471072,18.5796529273467,0.000133456452399235,0.00422068032192113,0.00422068032192113
"SL1344_1187",-0.909767123222331,6.42556123083998,18.526726966725,0.000135863710801157,0.00426612051915632,0.00426612051915632
"yiiD",0.638155278180178,6.42801030416963,18.3363214347504,0.000144913083707311,0.00451799940409461,0.00451799940409461
"infA",-0.734208115502595,7.23881276440967,18.2247006894191,0.000150514272690664,0.00462699820103608,0.00462699820103608
"fieF",0.661128048132963,7.52570039135189,18.2450229834648,0.000149477594485815,0.00462699820103608,0.00462699820103608
"pta",-0.594486408964685,9.42411627284908,17.7367871897744,0.000177844355150818,0.00539175024305513,0.00539175024305513
"nirB",1.28279246462604,6.49960474437668,18.104049297811,0.000177770449916424,0.00539175024305513,0.00539175024305513
"psiF",1.72383339799683,3.71339076136484,17.5987772185385,0.000186499115224015,0.00557721163622294,0.00557721163622294
"ybhL",-0.621322270161522,7.55812384789954,17.617245632638,0.000185315423736067,0.00557721163622294,0.00557721163622294
"thrB",1.21930377874109,8.15868573992438,19.0443774762979,0.000188982825972092,0.00561330069576566,0.00561330069576566
"speA",-0.665411884676,9.37822956184849,17.4350487059786,0.000197351486554084,0.00576443642642335,0.00576443642642335
"yhcN",0.972833599149941,5.55245396954332,17.4254972004807,0.000198004981890338,0.00576443642642335,0.00576443642642335
"yihR",1.04369055189037,5.1233565169388,17.4328438747577,0.00019750213285564,0.00576443642642335,0.00576443642642335
"ilvC",0.762871909079621,7.03523885654184,17.1971812519248,0.000214331182787298,0.00619868341798,0.00619868341798
"SL1344_4425",-0.669811214852454,7.52146932451824,16.9789709221447,0.000231278386400484,0.00664509664455247,0.00664509664455247
"glnQ",-0.968025666847379,6.79580289939453,17.0920445670309,0.000243230161034938,0.00682842543999608,0.00682842543999608
"SL1344_0835",1.05438748110501,5.08241100776867,16.8275583992865,0.000243872337142717,0.00682842543999608,0.00682842543999608
"ybjY",0.658720974887974,6.82510657097173,16.8438522138504,0.00024248269461624,0.00682842543999608,0.00682842543999608
"SL1344_1873",0.919104618820703,6.14488679901428,16.856753869039,0.000241388334885212,0.00682842543999608,0.00682842543999608
"yraO",0.877600363725756,6.32425282404119,16.617235653394,0.000262590879172361,0.00730600952431455,0.00730600952431455
"fabA",-0.609140672106592,8.69949986202325,16.5626933764476,0.000267690755385473,0.00740106013002854,0.00740106013002854
"SL1344_3106",1.33079252767453,4.85711824142136,16.4615501265813,0.000277429020411968,0.00762236233581883,0.00762236233581883
"pstB",0.88913463586184,5.35442932280459,16.2427298774696,0.000299811362092946,0.0081861537127987,0.0081861537127987
"oppA",0.710880400859746,6.87200395460819,16.1605876503839,0.000308702907541934,0.00837690112070581,0.00837690112070581
"rbn",0.735043045777804,6.073773734261,16.1084494736758,0.00031449194471482,0.00848163551513097,0.00848163551513097
"fliK",-0.983855372236107,5.91443228867115,16.0589799663927,0.000320091594679896,0.00858001615983428,0.00858001615983428
"hslR",-0.944756003391706,6.16051754791583,15.9805259543492,0.000329190837296775,0.00877044194397953,0.00877044194397953
"yohJ",2.25927877147081,9.61820121088479,18.3098856778987,0.000337814422261435,0.00894597711000764,0.00894597711000764
"ilvX",1.11801173436207,4.77597860117881,15.5975423137097,0.000377739442587133,0.00994336880007805,0.00994336880007805
"SL1344_1396",0.540648327882369,7.89704893764353,15.513402120867,0.000389394225458959,0.0101891488995094,0.0101891488995094
"murE",-0.493916525660056,7.65586268233319,15.476397003726,0.000394640720071465,0.0102653290262376,0.0102653290262376
"yfbQ",-0.655712577286526,7.43045990421992,15.4323551441159,0.000400983144420347,0.0103689523698344,0.0103689523698344
"ybdQ",0.593367452980062,7.04241041839645,15.271254556949,0.000425123739645017,0.0108653718574389,0.0108653718574389
"avrA",0.91427833120039,7.31832979115786,15.6440369759519,0.000423953728594993,0.0108653718574389,0.0108653718574389
"yajB",0.694996415339388,6.49532477848389,15.2192447961148,0.000433244078401363,0.0110089073332508,0.0110089073332508
"avtA",-0.700385530458054,6.86621118728092,15.1925020558669,0.000437483609235689,0.0110527468172419,0.0110527468172419
"htrA",0.72269717173744,7.19137054772972,15.1743900629897,0.00044037998643934,0.0110623452593562,0.0110623452593562
"celB",1.11734515960674,5.06339193826666,15.140465053967,0.000445860192511928,0.0111363716266047,0.0111363716266047
"SL1344_1778",0.587999879496364,6.78342959930495,14.9279233658056,0.00048188978048537,0.0119682908192864,0.0119682908192864
"nlpD",0.542971681470663,10.039486659138,14.9086479870509,0.000485307352295437,0.0119854557342177,0.0119854557342177
"citA2",0.82027420771861,6.25328628739336,14.8257396720225,0.00050030428886226,0.0122868025354106,0.0122868025354106
"glnA",-0.507160679998308,7.952511601062,14.8022480240701,0.000504642786097164,0.0123244982649063,0.0123244982649063
"malG",1.01766694303494,5.01764476190577,14.6165768949679,0.000540376344755663,0.0131242785168281,0.0131242785168281
"metK",-0.632137134541642,10.1676114698112,14.5490133484844,0.000554040247306394,0.0133822028964775,0.0133822028964775
"yahO",1.10368963616164,4.68206175821455,14.4857554477754,0.000567167399518137,0.0136244146900641,0.0136244146900641
"cysP",1.34856186991814,4.67462407797404,14.226723747301,0.000624480938282665,0.0149196641559272,0.0149196641559272
"nrfC",1.78920754927494,5.47466541450989,14.3432251421847,0.000640244886514412,0.0152136028168506,0.0152136028168506
"sifA",-1.11971238647907,4.88856638536705,14.1254775783422,0.000648533563920181,0.0152457408930113,0.0152457408930113
"ftsJ",-0.57534204690291,8.27833245060902,14.129912763416,0.000647459494656064,0.0152457408930113,0.0152457408930113
"ribB",-0.707512671794475,6.29494480982793,14.0700196040975,0.000662125328968021,0.0154824624794863,0.0154824624794863
"SL1344_3934",0.486426453524428,7.79428092956481,13.9497260721668,0.000692661739760151,0.0161107989840509,0.0161107989840509
"mdoH",-0.595128420441626,7.96915863085491,13.9183430068549,0.000700872810389174,0.0161310831124126,0.0161310831124126
"bacA",0.661080532937473,7.4982853479683,13.9197638503303,0.000700498827031127,0.0161310831124126,0.0161310831124126
"lpxK",-0.612400009873826,7.09294409503043,13.6412652355031,0.000778034964661686,0.0178137588783999,0.0178137588783999
"purB",-0.681371035521877,6.64016692549192,13.4929760026251,0.000823008957626807,0.0187458413353754,0.0187458413353754
"clpP",-0.535474401544789,7.94452665851524,13.4721134493192,0.000829555454699539,0.0187975555611298,0.0187975555611298
"kefB",0.664725135298023,6.52842616999851,13.3704437231469,0.000862262974013113,0.0194385027372392,0.0194385027372392
"ybjZ",0.614669882255179,7.0099795103803,13.3289402621137,0.000876007645255063,0.0196476000435778,0.0196476000435778
"acpS",-0.914253017602747,5.29072755564549,13.3077257431801,0.000883123310481623,0.019706650116128,0.019706650116128
"napC",2.5527548691926,4.96914552297821,13.3122475045688,0.000914910963338966,0.0203128716911015,0.0203128716911015
"pqaA",1.91849941454168,4.58457895975858,13.0555237529973,0.0009726025349432,0.0212714464856234,0.0212714464856234
"ygaD",-0.632242659654918,6.16818379111791,13.0557258192723,0.000972527089189306,0.0212714464856234,0.0212714464856234
"yidH",1.32255801048157,7.20184819911761,13.9469442485286,0.000967375419921203,0.0212714464856234,0.0212714464856234
"slt",0.628486782281931,6.6298402907737,12.976562777736,0.00100256770979246,0.0218182557041964,0.0218182557041964
"ribD",0.569134550229468,7.16299743592171,12.9378073651391,0.00101763406978875,0.0220370412354254,0.0220370412354254
"SL1344_1188",0.90357560273745,5.37187844865171,12.7988986588596,0.0010736513823552,0.0231361346903602,0.0231361346903602
"guaC",-0.525995754332823,8.93330789901074,12.7786907149051,0.00108207092399993,0.0232038233263595,0.0232038233263595
"ybeY",-0.695261075681037,6.76261942127668,12.7007401668579,0.00111521461952302,0.0237984634340931,0.0237984634340931
"SL1344_2889",1.47558192416242,3.91814737459396,12.5389789224885,0.00118750065456429,0.025142511541388,0.025142511541388
"envZ",0.589992838335205,6.82516872188681,12.5231556421972,0.00119483543140314,0.025142511541388,0.025142511541388
"miaA",-0.508409654385115,9.43147477754031,12.5220365956074,0.00119535598547545,0.025142511541388,0.025142511541388
"SL1344_3149",-0.716421478939914,5.66800367541171,12.3316746421004,0.00128753124123399,0.0269523206498315,0.0269523206498315
"ytfK",0.644362551358142,8.04368507799379,12.1891022672663,0.00140329704317862,0.0292364635157023,0.0292364635157023
"SL1344_4254",0.764152866582933,5.41684770863706,12.0453569938069,0.00144074302586312,0.0298750299136522,0.0298750299136522
"flgE",-0.616447944901636,7.13648096389229,11.9101297806818,0.00151977112932051,0.0313657928849434,0.0313657928849434
"fliH",-0.699075757844923,6.22862923668062,11.8863745672979,0.0015341256983848,0.0315140961219606,0.0315140961219606
"yaoF",1.1185150183042,4.23252697070598,11.8699469438544,0.00154413707550956,0.0315722166694886,0.0315722166694886
"SL1344_2110",2.12066607422287,7.22410739018632,13.1292404347631,0.00155749654646927,0.0316979389735135,0.0316979389735135
"SL1344_2742",1.23965067694996,6.83457216316354,12.019432968192,0.0015756817421983,0.0319202623903398,0.0319202623903398
"ccmF1",1.82617874861613,4.32934669338076,11.751982299904,0.00161810967699501,0.032629404312248,0.032629404312248
"glmS",-0.565409540368503,8.29008788304348,11.6863431513525,0.00166090168127535,0.0333393780405774,0.0333393780405774
"SL1344_3646",1.22897552502828,4.24511774712653,11.6538527596824,0.0016825289271096,0.0336199871071536,0.0336199871071536
"SL1344_2550",3.07537677349279,4.07300657414832,11.6346357114238,0.00181332258162636,0.0360695297232102,0.0360695297232102
"cfa",-0.528717597973622,7.29559361122855,11.3873625110988,0.00187169789313427,0.0368967889606199,0.0368967889606199
"chaA",0.883580241627935,6.90016161342386,11.7592706387261,0.00186869504170352,0.0368967889606199,0.0368967889606199
"flgG",-0.826411690502753,6.8167404250752,11.5293598343021,0.001917026700103,0.0376216489895213,0.0376216489895213
"SL1344_3827",-0.765718740285885,5.77489143216264,11.2594214265534,0.00197048041218727,0.0384988084087788,0.0384988084087788
"steB",1.21999977424184,4.15259179089241,11.2235184189133,0.0019991915875131,0.0388869301712725,0.0388869301712725
"nikB",-0.544393587058311,6.77072704665231,11.1570160737463,0.00205356067793131,0.0397685142739473,0.0397685142739473
"helD",1.14047459463959,8.85451848359894,12.0228888311511,0.00208132196806997,0.0397803972679808,0.0397803972679808
"rfbJ",-0.614366087858304,6.98691871777104,11.1269420067435,0.00207866485322711,0.0397803972679808,0.0397803972679808
"rpoD",-0.443379190173268,9.48566631842749,11.1442993559463,0.00206413611793829,0.0397803972679808,0.0397803972679808
"SL1344_0340",-1.24473164859704,3.95822314049292,10.9732840092232,0.00221215414003548,0.0420979636346145,0.0420979636346145
"SL1344_1265",0.802953712121839,5.58279679636347,10.9574716243135,0.00222640237698877,0.0421864864191493,0.0421864864191493
"lnt",-0.547084049852041,7.29487218285953,10.9090719213945,0.00227062766701346,0.0424414431383178,0.0424414431383178
"SL1344_0850",0.614647015744466,5.94848274127723,10.9134569721391,0.00226658238308133,0.0424414431383178,0.0424414431383178
