"","logFC","logCPM","F","PValue","p_value_FDR","FDR"
"virK",2.97768191286487,9.42478522426482,165.377154798398,7.28255945116228e-14,3.20141313473094e-10,3.20141313473094e-10
"yfbE",1.47254307893318,7.73340686088797,116.32557399859,1.78307492563047e-12,2.61702443028368e-09,2.61702443028368e-09
"mig-14",2.10115267359776,9.35962490704855,117.628615571733,1.78595843740925e-12,2.61702443028368e-09,2.61702443028368e-09
"AmgR",1.91446920602984,9.14481272968423,103.404744410379,8.25145969638305e-12,9.06835420632497e-09,9.06835420632497e-09
"yjeH",1.18862321392102,8.55566774567068,90.6582146432832,4.34715135410604e-11,3.82201547053003e-08,3.82201547053003e-08
"SL1344_1602",1.40889330121333,7.95241015907348,84.7966607019444,9.89966869139389e-11,6.34541975732337e-08,6.34541975732337e-08
"phoN",1.44142100378059,7.93864068871995,84.6546512872634,1.01041715880945e-10,6.34541975732337e-08,6.34541975732337e-08
"cdh-a",1.29923620818235,9.38375298354878,81.0040700813862,1.72411379031653e-10,9.47400527778933e-08,9.47400527778933e-08
"SL1344_P1_0061",1.373799183965,8.80460255709695,79.1579465567898,2.27401646378361e-10,1.1107307083103e-07,1.1107307083103e-07
"pmrD",1.59307629439153,8.28742596060215,77.5649860568794,2.89834887370165e-10,1.27411416487925e-07,1.27411416487925e-07
"pagP",1.14252050152046,8.74925815996853,69.0962810920801,1.12033286038416e-09,4.47725750386254e-07,4.47725750386254e-07
"phoP",1.03556772570512,9.31742258178123,68.1757293190805,1.30653746633752e-09,4.78628225168311e-07,4.78628225168311e-07
"pagK",1.72712781768253,6.35236777648423,66.1493410857291,1.84206280326387e-09,6.22900621780615e-07,6.22900621780615e-07
"ais",1.33385676889697,6.49608548157458,64.7879047461921,2.32957868062819e-09,7.31487705717252e-07,7.31487705717252e-07
"pagO",2.28710633531991,5.49546801329334,58.6877365681001,6.95967278825756e-09,2.03964810514535e-06,2.03964810514535e-06
"SL1344_1783",1.4262467260388,6.74138944795525,57.8987956022106,8.06107884947494e-09,2.21478141389324e-06,2.21478141389324e-06
"ybjG",1.23160970112155,6.22403591798718,54.6602048585284,1.4939672052613e-08,3.86322343195804e-06,3.86322343195804e-06
"mdoB",1.1781669595376,9.1011513860628,52.6840420450491,2.20207927916928e-08,5.3779669506823e-06,5.3779669506823e-06
"ydiR",1.44059543759373,6.25553257356817,51.6711142603406,2.69610983002703e-08,6.23794674357833e-06,6.23794674357833e-06
"aroQ",1.96481252359821,5.27845729414469,50.5675549456525,3.37081920117008e-08,7.40906060417183e-06,7.40906060417183e-06
"gst",1.09438883165379,7.95930383776757,48.4952724848113,5.16965510294789e-08,1.08218113488376e-05,1.08218113488376e-05
"phoQ",0.876544141240806,8.49213714817055,48.0129348447902,5.71981515137092e-08,1.14292306388303e-05,1.14292306388303e-05
"yehU",1.04054467838959,6.71560336874028,45.932157816535,8.91180302960894e-08,1.70331678774613e-05,1.70331678774613e-05
"yjdB",1.10695771209729,8.42884826094001,42.3552570072609,1.96559337702638e-07,3.60031186891999e-05,3.60031186891999e-05
"pagN",1.53762780871309,5.87992739343018,42.0942151548554,2.08552504829874e-07,3.66718724492851e-05,3.66718724492851e-05
"yeiU",0.867117411687569,9.41861384499083,41.5131483641186,2.38123290278688e-07,4.02611532332736e-05,4.02611532332736e-05
"steA",1.30890562934516,7.53217488556017,41.3662301358958,2.85500148965704e-07,4.64836538834531e-05,4.64836538834531e-05
"yaiB",1.0794672841665,7.87114879550784,40.320663594518,3.1364733182434e-07,4.92426310964214e-05,4.92426310964214e-05
"mgtA",0.937040340586806,9.13040266013722,38.3277272252678,5.0226074773089e-07,7.61358016215514e-05,7.61358016215514e-05
"yihX",0.857219943090625,7.1280302789873,38.1100241628015,5.29203435618279e-07,7.75459434325984e-05,7.75459434325984e-05
"orgB",1.20523117935837,7.01280178846408,36.1634970026557,8.50695857420911e-07,0.000120634160942656,0.000120634160942656
"pdgL",1.66584397286224,5.45197334427245,35.3751906127608,1.03507826729722e-06,0.000142193876969955,0.000142193876969955
"pmrF",1.14349459122328,6.34743990759045,35.1339948785938,1.0996246172048e-06,0.000146483327794918,0.000146483327794918
"arnT",1.11400935505286,6.58453536150896,32.0485862507611,2.43268927046215e-06,0.000314532412733871,0.000314532412733871
"yfbG",1.11063364610062,6.72866119458555,30.3148437329543,3.86732143902961e-06,0.000485735572742118,0.000485735572742118
"rna",0.938807640222228,7.13061319156623,29.7545702638159,4.50508435162825e-06,0.000550120855826605,0.000550120855826605
"yeiG",0.747717871061795,7.06287062552435,28.9624399565609,5.60395320423326e-06,0.000665810223940795,0.000665810223940795
"pagC",1.96364895784136,6.17774263324595,30.8846126614777,7.06408612460672e-06,0.00081720322641503,0.00081720322641503
"yejG",0.834869913452228,7.13349653144075,26.7422886193034,1.04981490683942e-05,0.00116777619306293,0.00116777619306293
"SL1344_3560",0.774027728234615,6.86183337680319,26.7003718184399,1.06258070342395e-05,0.00116777619306293,0.00116777619306293
"SL1344_1872",0.928875217964768,7.08111342259975,26.2400481387929,1.21413002300381e-05,0.00130178428807921,0.00130178428807921
"rlgA",0.697057691649794,8.24570461426449,24.6128941600563,1.96259162396055e-05,0.00205417923307871,0.00205417923307871
"basS",0.858068525581399,7.3548287540776,24.5030735553953,2.02829507733708e-05,0.00207357794417995,0.00207357794417995
"yihR",1.19366769673336,5.1233565169388,24.2556236381823,2.18505175617202e-05,0.00218306534548459,0.00218306534548459
"SL1344_1786",1.04920920349415,6.42669297274673,24.0635168216523,2.31560395575689e-05,0.00221656679020405,0.00221656679020405
"iolR",0.827169714576696,7.27701702133775,24.0580639219732,2.31942839739277e-05,0.00221656679020405,0.00221656679020405
"rumA",0.656662158077272,7.95319144559636,23.4124895311231,2.82326113092532e-05,0.00264065019820164,0.00264065019820164
"citT",0.93267690138069,6.67062550400766,21.9625457838511,4.42961182574078e-05,0.00390116813301793,0.00390116813301793
"SL1344_1768",0.716842602377539,7.50395597769123,21.9571277170293,4.43717940516143e-05,0.00390116813301793,0.00390116813301793
"phnO",1.30731738977007,5.36857249254401,21.9815813939038,4.40313271624858e-05,0.00390116813301793,0.00390116813301793
"sodCa",1.15031735949991,5.74483534031849,21.5221493379426,5.09190975555741e-05,0.00438902652655497,0.00438902652655497
"lpxO",0.973195813470661,6.40290728569972,21.0158085031198,5.98567155011281e-05,0.00506019464121075,0.00506019464121075
"yjbA",0.909367051369491,5.85542231205624,20.6013002491125,6.84132251057417e-05,0.00567442523707246,0.00567442523707246
"pipB2",1.10351414761067,6.27780013424758,20.0035774063744,8.31149732708952e-05,0.00676617449071954,0.00676617449071954
"SL1344_0213",0.714298792891923,7.05531370262936,19.2280278218505,0.00010738213874594,0.00858276148958459,0.00858276148958459
"SL1344_0836",0.906217831787035,5.80701791629615,19.051508054757,0.00011389546299291,0.00894079384494343,0.00894079384494343
"yfcG",1.01689262524717,6.13947963615967,18.8206435762009,0.000123054734770055,0.00949032656226599,0.00949032656226599
"yehT",1.35547983309269,5.10159607915181,18.561494599446,0.00013427720602226,0.0100047897910823,0.0100047897910823
"rlgA2",0.66137289532311,7.18253585737046,18.5887977937647,0.00013304512697555,0.0100047897910823,0.0100047897910823
"ycaM",1.14753888697378,6.03591514253975,17.5875985380764,0.000187219492555913,0.0137169481545966,0.0137169481545966
"yicL",0.746260349844616,6.73369377063618,17.4926170001057,0.000193461048946002,0.0139418814945349,0.0139418814945349
"udg",0.927225352098743,6.22859649906152,17.4357606514408,0.000197302868600227,0.0139894098446226,0.0139894098446226
"gogB",0.934778205461441,5.65631185806702,17.2160337435829,0.000212930329088453,0.0148578051852832,0.0148578051852832
"orgC",0.753209999042856,7.35085389501873,16.2547222415007,0.000298536213485594,0.0205057061637918,0.0205057061637918
"gpO",1.40314170454793,4.04804570179902,15.8350687568217,0.000346797750313014,0.0234541986211694,0.0234541986211694
"lrhA",0.579072954263809,6.59367900960084,15.6281985030472,0.000373585863535155,0.02488308266819,0.02488308266819
"SL1344_4471",0.788102777848397,5.89177410041829,14.02580579196,0.000673178802163235,0.044168567377755,0.044168567377755
"slyB",0.757418821905735,10.1818154838233,13.6519224459198,0.000841558684567499,0.0536158257588221,0.0536158257588221
"SL1344_2269",0.842340226788879,5.58920832778212,13.4610650126984,0.000833044831949486,0.0536158257588221,0.0536158257588221
"rstA",0.539231669741317,9.63344709334489,13.1315727143492,0.00094464417322133,0.0593236540782995,0.0593236540782995
"SL1344_0082",0.902005335105718,6.54236178248361,12.9972631242793,0.000994617999043866,0.0615822637154484,0.0615822637154484
"SL1344_2549",1.16580790111138,4.15835293829119,12.8944391406142,0.00103478054031479,0.0631791007669975,0.0631791007669975
"basR",1.00904658276982,6.28956520473812,13.1984020595405,0.00105343774248639,0.0634371550132898,0.0634371550132898
"yijP",0.560081867765518,7.90530214368016,12.5088528102243,0.00120150702768625,0.0704243319161169,0.0704243319161169
"PinT",1.4539848216304,5.65611561919049,13.2142741974757,0.0012012292985375,0.0704243319161169,0.0704243319161169
"SL1344_P2_0047",1.54543162410532,4.37848315335088,12.4140716974099,0.00124673508706359,0.0721137821412046,0.0721137821412046
"yfiA",-0.685511822254744,7.81258083500768,12.230216768306,0.00133973226828561,0.0764865331348514,0.0764865331348514
"ccmF1",1.76429935961087,4.32934669338076,11.3537647967771,0.00189711521669115,0.106919467853517,0.106919467853517
"sbmA",0.681557687419006,6.01594910307694,11.111527832355,0.00209165874782946,0.116391542474156,0.116391542474156
"ybjX",0.413846894025077,9.33925728600575,11.0750572133457,0.00212274994412269,0.116645109429542,0.116645109429542
"phoR",0.495335021857617,6.24009821890017,10.8121925942272,0.00236199885491837,0.12818946871878,0.12818946871878
"SL1344_1795",1.08951652298669,4.77616913069028,10.6310828159405,0.00254353001957708,0.136358023976352,0.136358023976352
"yiiD",0.479190207120143,6.42801030416963,10.4344160245099,0.00275769157296073,0.146057977767896,0.146057977767896
"dacD",0.65930858058146,5.74926946767399,10.385533701324,0.00281386390093249,0.147258877482134,0.147258877482134
"cspC",0.566210806208591,7.6391290676372,9.90609147197337,0.00343449674609038,0.17762409053898,0.17762409053898
"napC",2.22426277301723,4.96914552297821,9.67822081479896,0.00386718619712149,0.197676168866815,0.197676168866815
"folB",0.612863484915064,6.30394548116445,9.46840400618566,0.00413020040940111,0.208337944647398,0.208337944647398
"cigR",0.629952352032474,6.96745880329746,9.44549534781731,0.0041705503023137,0.208337944647398,0.208337944647398
"argC",-0.584075048461435,6.80661421001945,9.28743378127836,0.00446073511735485,0.220330242425752,0.220330242425752
"SL1344_2634",-0.762666970633084,6.10647736704105,9.23006372550477,0.00457135486517506,0.223285288747884,0.223285288747884
"SL1344_2272",0.79734750912238,5.79284363172194,8.68411281863439,0.00578427317998246,0.27942488900223,0.27942488900223
"SL1344_4388",0.514424892946433,7.75431107805955,8.65553357620366,0.00585663320837997,0.279845212869982,0.279845212869982
"SL1344_0319",1.33265783306622,3.73658200408104,8.58262538755405,0.00604567161988407,0.285771746677531,0.285771746677531
"cysG",-0.414344894517364,6.5776983936404,8.5248369153335,0.00620016381692009,0.289956597225327,0.289956597225327
"mgtB",1.09818397268874,8.6186405900174,8.98788034354374,0.00638391436415356,0.295407237313885,0.295407237313885
"dacC",0.548548645826062,6.08516627471072,8.42296327710267,0.00648294254602124,0.296864744086556,0.296864744086556
"cspE",0.526103294121185,9.68283698689212,8.34407734681948,0.00671143096700515,0.304159283824275,0.304159283824275
"SL1344_2283",-0.453362533246839,6.5735245412336,8.23628838895075,0.00703773946978748,0.31569288478761,0.31569288478761
"ybhP",2.47167768002101,3.47728258447663,8.17852060634628,0.00721960709526327,0.317373927907773,0.317373927907773
"ydeY",-1.18964391216963,4.18879352972964,8.20002975670891,0.00715130694472033,0.317373927907773,0.317373927907773
"SL1344_0340",-1.00107474934061,3.95822314049292,8.09670238604439,0.00748589497133724,0.322627395039201,0.322627395039201
"SL1344_4015",1.39046891236197,4.10816702450495,8.10896128464018,0.00744533273436211,0.322627395039201,0.322627395039201
"modA",-0.537518212295738,6.31710966168034,7.92607240479238,0.00807585758917845,0.340646310185817,0.340646310185817
"ybjP",-0.560416677203159,5.79889435971584,7.92464143754183,0.0080810119411826,0.340646310185817,0.340646310185817
"yqjB",0.562944334393886,6.35584044649872,7.90931060354256,0.0081364564534829,0.340646310185817,0.340646310185817
"sciE",-0.702570147436462,5.86499123091111,7.8089564044624,0.00850966152122598,0.351674156882469,0.351674156882469
"nadA",1.15677690293745,4.03429210527293,7.78724897888142,0.00859278923327236,0.351674156882469,0.351674156882469
"aarF",0.434822135709407,7.5557454191424,7.77505820941136,0.00863985644752198,0.351674156882469,0.351674156882469
"mutY",-0.4187134184255,7.25645429670025,7.72288738591429,0.00884444245070888,0.353456081939238,0.353456081939238
"yrdD",-0.420789684317098,8.37770654654948,7.72945107233312,0.00881841861361348,0.353456081939238,0.353456081939238
"prmA",-0.402217243181429,6.9342378986685,7.67869030792851,0.00902184472968058,0.356868580274132,0.356868580274132
"SL1344_4137",-1.27658649555108,4.18066112078895,7.66142274020868,0.00909219312800337,0.356868580274132,0.356868580274132
"dgt",0.615689804231551,5.47605789290493,7.54920203503755,0.00956403627081727,0.372066402181529,0.372066402181529
"treR",-0.812761561057424,5.56021900288042,7.43487746779209,0.0100719873044324,0.388389966581446,0.388389966581446
"yqjA",0.454521073398068,7.57978222388718,7.41480543006667,0.0101641332224911,0.388535040400617,0.388535040400617
"ydgC",-0.632062443892413,5.53343547241441,7.30126411530007,0.0107027912485662,0.405598882143941,0.405598882143941
"fieF",0.417394961812648,7.52570039135189,7.27558296961725,0.0108288487879834,0.406868540786113,0.406868540786113
"greB",-0.566559931148505,6.00101220002641,7.17937364155049,0.0113155365110132,0.421551682223846,0.421551682223846
"SL1344_2509",-0.834871497826565,5.32079849891291,7.12905244266195,0.0115794540290645,0.424193999264731,0.424193999264731
"yidQ",0.669241535575717,4.92919998764456,7.13699690802164,0.0115373499777306,0.424193999264731,0.424193999264731
"ymgE",0.857031616387587,4.35181974698385,7.05771169782901,0.0119650670222528,0.431096076196155,0.431096076196155
"SL1344_4254",0.58356579719145,5.41684770863706,7.07115598967142,0.0118913502404603,0.431096076196155,0.431096076196155
"STnc540",-0.850064450898886,5.17276182266415,7.08398591299532,0.0120620603667259,0.431096076196155,0.431096076196155
"SL1344_1189",0.725813051471608,5.46955871042427,6.95901958690951,0.01252156122301,0.44182687592705,0.44182687592705
"SL1344_3100",-0.507764871987193,5.82386754385188,6.95180567013515,0.0125633210852778,0.44182687592705,0.44182687592705
"uspB",0.540143960059275,6.5500521846968,6.93294566346285,0.012673210478293,0.442154232242668,0.442154232242668
"ygcB",1.18951409794963,4.62086384321448,6.89255663320513,0.0129120507919436,0.443448244385812,0.443448244385812
"sadA",0.463083856338856,7.29569198213327,6.90379485767414,0.0128451088784308,0.443448244385812,0.443448244385812
"SL1344_1778",0.397861489538149,6.78342959930495,6.87559069813844,0.0130138259317439,0.443478905394933,0.443478905394933
"yhhW",0.765617319964827,4.89332285406409,6.81999025424502,0.0133534858872488,0.451553261233429,0.451553261233429
"SL1344_0149",0.891525289357103,4.14468795219257,6.68869318377963,0.0141942309944825,0.472710904937462,0.472710904937462
"SL1344_2640",-1.0118495078687,4.66070344120481,6.69678287829792,0.0141408076609047,0.472710904937462,0.472710904937462
"SL1344_0713",0.746150380644855,5.06032023004679,6.64823606386025,0.0144647021597443,0.478096471385234,0.478096471385234
"yghB",0.396075653179793,6.56180460733032,6.60045685830811,0.0147913280667427,0.485243867025381,0.485243867025381
"yaiY",1.1876431305255,3.71606749078177,6.52060634305462,0.0153551583362552,0.494904623549089,0.494904623549089
"ssaL",-1.00958292397207,4.54309515315179,6.53297698409222,0.0152663058644821,0.494904623549089,0.494904623549089
"ugtL",0.936954825822837,4.21391938468721,6.44309833619543,0.0159247689321213,0.494904623549089,0.494904623549089
"rluD",0.357584972791346,9.3374689576172,6.51113087353161,0.0154235948914643,0.494904623549089,0.494904623549089
"envZ",0.42142687687227,6.82516872188681,6.43488531932732,0.0159864550827959,0.494904623549089,0.494904623549089
"ccmB1",4.10216692469215,3.02544870312219,6.48854439976749,0.0159070380396796,0.494904623549089,0.494904623549089
"hydG",-0.463629977089002,8.40542796653625,6.48960457030522,0.0155802993567272,0.494904623549089,0.494904623549089
"StyR-195",-0.732112658104344,4.75310130173926,6.45920866662793,0.0158045154866911,0.494904623549089,0.494904623549089
"leuA",0.614830025809082,5.0499564867153,6.28320921797502,0.0171734764971143,0.520652432284927,0.520652432284927
"acrE",-0.560453180328081,6.64669011044982,6.28613778223582,0.0171496731918985,0.520652432284927,0.520652432284927
"SL1344_4133",-0.934283751590328,4.38721823309028,6.29145273175001,0.0171065647278534,0.520652432284927,0.520652432284927
"mdh",-0.347903010988197,7.42327726445026,6.24077808135442,0.0175224058508862,0.527592439181478,0.527592439181478
"SL1344_0014",0.517965083803721,6.00485102486044,6.16023374299958,0.0182060971322769,0.531728765211019,0.531728765211019
"yaeB",-0.363264510008212,7.92707977452251,6.11422781175523,0.0186095605450851,0.531728765211019,0.531728765211019
"sciH",-1.15878224069343,3.71347095770548,6.19441356395157,0.0179124943046734,0.531728765211019,0.531728765211019
"yobF",0.848061612930693,9.26926318118219,6.50975264861185,0.0181538537531161,0.531728765211019,0.531728765211019
"pabA",-0.586579104084867,5.58789211110558,6.11221408611244,0.0186274408194943,0.531728765211019,0.531728765211019
"rbsB",-0.410410798658731,7.82645569379685,6.14036691673518,0.0183791487765099,0.531728765211019,0.531728765211019
"glpK",-0.452846352242968,5.89791697485162,6.11293653815423,0.0186210238786843,0.531728765211019,0.531728765211019
"ArcZ",-0.416654688199858,6.54095042696618,6.11773059471771,0.0185785030018193,0.531728765211019,0.531728765211019
"ybdQ",0.373849972377033,7.04241041839645,6.07630270327522,0.018949457047119,0.532956421238886,0.532956421238886
"cIIb",-0.892250281484655,5.01574495466075,6.06696682498174,0.0190341579013888,0.532956421238886,0.532956421238886
"fxsA",-0.416551343054034,7.58303843952807,6.07455779093187,0.0189652568222015,0.532956421238886,0.532956421238886
"ybiJ",0.559364763737882,7.40049278993636,5.99950600975334,0.02013498661716,0.560211399804022,0.560211399804022
"ydgJ",0.40175437291746,6.68234140749068,5.90421307497786,0.020578796016314,0.566116213594007,0.566116213594007
"kup",-0.27362877760886,8.03332590240091,5.90159041975023,0.0206047757450048,0.566116213594007,0.566116213594007
"menE",0.499589556265243,5.98108863008194,5.88673517386301,0.0207526046296372,0.566636335104876,0.566636335104876
"btuB",-0.380367532450782,9.26574903530856,5.82518716285368,0.0213774888899659,0.580095315804261,0.580095315804261
"SL1344_3106",0.812044468074231,4.85711824142136,5.80907808240908,0.0215443991675815,0.581037906384589,0.581037906384589
"mrdB",0.36185199691873,7.05183904026453,5.77633035851493,0.0218880930988085,0.583601796686601,0.583601796686601
"pyrD",0.471569922521384,5.76748279507523,5.76544891178778,0.0220036126295122,0.583601796686601,0.583601796686601
"ydcW",0.539043062936883,5.58301141956364,5.7622462935111,0.0220377384554085,0.583601796686601,0.583601796686601
"yegW",-0.495884641580402,5.62436681892567,5.73195130666269,0.0223634137386759,0.585175992828685,0.585175992828685
"yfcF",0.660291303257272,5.24774514828804,5.7421481029408,0.0222532158127139,0.585175992828685,0.585175992828685
"SL1344_1954",-1.3617032369198,3.55340175146988,5.71185879431068,0.0225822978284931,0.585565090728381,0.585565090728381
"zntR",-0.508444866876371,6.42130876474346,5.70617012461454,0.0226446918616526,0.585565090728381,0.585565090728381
"lpfC",-0.684069568053469,5.95153519507386,5.66110424308416,0.0231456635449533,0.595019514290145,0.595019514290145
"stcD",-1.52043180259645,3.37009061516812,5.60629274503041,0.0237712983446571,0.607550160018097,0.607550160018097
"STnc760",0.706022021828854,4.29723709676517,5.58269769702408,0.0240462699221015,0.611025448425193,0.611025448425193
"thiK",0.646121701648246,5.22989699586291,5.5624443601889,0.0242850627804319,0.613546758521717,0.613546758521717
"oppB",0.628100557756691,5.14564969385592,5.5464780091462,0.0244751322600434,0.61481532237229,0.61481532237229
"hslV",-0.419453393138296,7.63339901939282,5.52118493653878,0.0247795570987606,0.61892575571677,0.61892575571677
"yfiO",-0.323905308223174,8.37774655627869,5.46356221460515,0.0254886252958055,0.633039529945542,0.633039529945542
"SL1344_0252",-0.469986362940224,8.52771324483094,5.48067088931233,0.0257136392628981,0.634834041048182,0.634834041048182
"yhbV",2.07202462152338,3.2568155653679,5.43488704317783,0.0258497027633359,0.634834041048182,0.634834041048182
"SL1344_1605",-0.78699754176549,5.02158710470837,5.38108697808496,0.0265423003156184,0.648221956596993,0.648221956596993
"murI",-0.416477408135485,8.61464812878896,5.33885344842496,0.0271001850439078,0.65819012957469,0.65819012957469
"tppB",0.339549821300883,8.16656364509157,5.27652374979249,0.0279470549379436,0.675028865424176,0.675028865424176
"hopD",-0.56085773455872,5.71340430032204,5.26274277773997,0.0281381715408163,0.675931158980484,0.675931158980484
"yajB",0.40759562614436,6.49532477848389,5.19547108849335,0.0290918323291691,0.6890500826473,0.6890500826473
"pspA",-0.423789069839485,6.48568748812354,5.18033247956543,0.0293112751262614,0.6890500826473,0.6890500826473
"fadB",-0.428587160067351,8.2406754147887,5.19412288138945,0.0291113023362433,0.6890500826473,0.6890500826473
"SL1344_P3_0005",-0.553342532225353,5.78930538553817,5.18244860989735,0.0292804921159759,0.6890500826473,0.6890500826473
"yaoF",0.749134123022051,4.23252697070598,5.14594346861874,0.0298165180086275,0.697199006201737,0.697199006201737
"yoaB",0.321124679579679,7.48997536569891,5.12516491687801,0.0301264064488443,0.699113729029413,0.699113729029413
"sgbE",1.23671277935679,3.52323665862564,5.11916972144397,0.0302164714548654,0.699113729029413,0.699113729029413
"caiE",-0.837020420208417,4.35454374560621,5.08930167408955,0.0306695858262571,0.705882195247258,0.705882195247258
"mutM",-0.338635677547632,6.70071640848776,5.07628291653059,0.0308694091035826,0.70678084593411,0.70678084593411
"dsbG",0.457457699592678,5.5586408370821,4.94352209627582,0.0329905268798122,0.719713956463416,0.719713956463416
"fliO",0.719730352355618,5.08373402954353,4.95894121470706,0.0327361727665599,0.719713956463416,0.719713956463416
"SL1344_2262",0.445580148775645,5.86151489578441,5.00594589170186,0.0319739455090964,0.719713956463416,0.719713956463416
"SL1344_2467",0.659077672033567,5.16375923765628,4.94136634585862,0.0330262603800677,0.719713956463416,0.719713956463416
"glnE",0.317296552506024,7.13665886932071,4.96977525014986,0.0325587395712997,0.719713956463416,0.719713956463416
"bacA",0.394045811436874,7.4982853479683,4.93864206615748,0.033071478436217,0.719713956463416,0.719713956463416
"yqjE",0.390528055235286,6.67867071174471,4.97961283241462,0.0323985379314391,0.719713956463416,0.719713956463416
"hemG",-0.386640704558973,8.15052397820142,4.98657032651196,0.0322857588021799,0.719713956463416,0.719713956463416
"rpsF",-0.315656446732023,9.16569883166832,4.9672679276422,0.0325997090727222,0.719713956463416,0.719713956463416
"STnc1210",-1.10867690322043,4.06850598578883,5.01056200931557,0.0319001451595212,0.719713956463416,0.719713956463416
"citG2",0.822997917613135,4.38336460785527,4.92069451862371,0.0333710759042355,0.722656402339997,0.722656402339997
"SL1344_4371",-4.2264945370162,4.16508554331981,4.98145979301447,0.033685282506799,0.725884813234747,0.725884813234747
"envF",-0.828285760237187,3.95642928196067,4.88416985868175,0.0339900089265431,0.727064258298358,0.727064258298358
"SL1344_1761",0.496463823887692,5.71848242247175,4.87945604129054,0.0340708000931442,0.727064258298358,0.727064258298358
"gcvA",0.340309631906577,6.70280304643408,4.85781583184177,0.0344444083726623,0.729774616832143,0.729774616832143
"SL1344_3854",-0.339214906791428,8.81331599206779,4.85290433552592,0.0345298271840504,0.729774616832143,0.729774616832143
"tatE",-0.666402337078436,4.88894157931389,4.83357600273643,0.0348682411647751,0.729908515049292,0.729908515049292
"SL1344_4346",-0.819532987719657,4.26186202478533,4.8376803040155,0.0347960771044224,0.729908515049292,0.729908515049292
"SL1344_3827",-0.473581702535362,5.77489143216264,4.80346179432643,0.0354027747075265,0.737585770683822,0.737585770683822
"bssR",0.652182855297211,4.99975522433938,4.79063038321479,0.0356332611921453,0.738885925474861,0.738885925474861
"ybhC",-0.26496637006984,8.22967397540244,4.7281185786631,0.0367799521645832,0.742058401402616,0.742058401402616
"SL1344_0835",0.572048998932844,5.08241100776867,4.72709434478431,0.0367990745008577,0.742058401402616,0.742058401402616
"yccA",0.473488664771072,7.26159305348817,4.76150477556073,0.0367372089823281,0.742058401402616,0.742058401402616
"hilC",0.891727061721395,6.06758687825545,4.89152464153903,0.0366700233539049,0.742058401402616,0.742058401402616
"SL1344_3368",-0.345353846583228,9.25051881399507,4.73725714027185,0.0366098184219681,0.742058401402616,0.742058401402616
"glgB",0.64351232151969,7.68936738487342,4.89441974587015,0.036057775450976,0.742058401402616,0.742058401402616
"yjjV",0.687338075473957,4.64755751858164,4.70679509099924,0.0371803210129929,0.746322790744825,0.746322790744825
"corA",-0.2872322431372,8.0456535067342,4.69529576495642,0.0373982169472794,0.747284371364728,0.747284371364728
"cysA",-0.849251895068982,5.24355128469137,4.65818417211087,0.0381110553731333,0.758082350318073,0.758082350318073
"dcuC",0.429562889921456,5.78575819941205,4.64144254988897,0.0384375044296119,0.758267219409471,0.758267219409471
"SraC",0.460942563431429,6.36428841336841,4.64002278586207,0.0384653298290064,0.758267219409471,0.758267219409471
"yhjY",0.475205357352669,5.38728248144245,4.59692945721206,0.0393205281139269,0.768235740394768,0.768235740394768
"murB",-0.390161018712905,8.54589558452069,4.60015765433124,0.0392557444616265,0.768235740394768,0.768235740394768
"SL1344_P1_0065",0.619529732177082,4.85969298280582,4.58703983552969,0.0395197267036153,0.768711144199526,0.768711144199526
"yfiN",-0.342502643022191,7.42144036145127,4.5608985388882,0.0400516357423016,0.773288233469909,0.773288233469909
"aceA",-0.630672957568243,7.98543721927868,4.71135456482602,0.0401068510534893,0.773288233469909,0.773288233469909
"SL1344_3140",-1.44368779552491,3.86102722020544,4.50841728363092,0.0411434438368548,0.789810389112724,0.789810389112724
"rimJ",0.54471878059845,5.23111285062345,4.45047898269972,0.042386988776875,0.810144359404967,0.810144359404967
"celF",0.855639451129739,4.289364374564,4.43363622263881,0.0427562155160912,0.812366603069682,0.812366603069682
"SL1344_2747",-0.808888452458021,4.79961184349822,4.40527613901415,0.0433859613243671,0.812366603069682,0.812366603069682
"avrA",0.492459305064883,7.31832979115786,4.44951357733703,0.0432452694836813,0.812366603069682,0.812366603069682
"yieP",-0.352184600085868,8.50593768476341,4.39662350467959,0.043580126812887,0.812366603069682,0.812366603069682
"yjeJ",-0.453550343872932,5.39991591585493,4.39949211349152,0.0435156491403606,0.812366603069682,0.812366603069682
"gpmB",0.327266641716829,6.451665155463,4.39520551547357,0.0436120378354061,0.812366603069682,0.812366603069682
"yihS",-1.26327483371681,3.46887534593554,4.38696071559009,0.0437980935093068,0.812389953868831,0.812389953868831
"SL1344_3976",0.467479220838612,5.7502327394168,4.35385946022975,0.0445539334067769,0.822937358219292,0.822937358219292
"SL1344_0850",0.386254536510473,5.94848274127723,4.31538539907189,0.0454505955026784,0.827439254944367,0.827439254944367
"steB",0.776091836172492,4.15259179089241,4.31114772860197,0.0455505686297855,0.827439254944367,0.827439254944367
"yrdC",-0.326661080822991,8.11800084732096,4.32236678798364,0.045286421671851,0.827439254944367,0.827439254944367
"pepQ",-0.304293822422196,8.27787900548145,4.31305788248896,0.0455054751588984,0.827439254944367,0.827439254944367
"ymfB",-0.724513038027579,4.00884746572721,4.23667406477043,0.0473477512144515,0.850177859789939,0.850177859789939
"yhbN",-0.378495802426203,6.08465574346506,4.22744282372978,0.0475759220901558,0.850177859789939,0.850177859789939
"yhiH",-0.477140160632949,6.19479854246723,4.22848179168987,0.0475501810673973,0.850177859789939,0.850177859789939
