"","logFC","logCPM","F","PValue","p_value_FDR","FDR"
"sucD",-0.0374447915891977,6.38186309171851,0.0476683187636495,0.828486321011795,0.999366524090095,0.999366524090095
"cydA",0.0880474076055697,8.38479534290057,0.227944780748321,0.636238703816613,0.999366524090095,0.999366524090095
"cydB",-0.147892785870411,7.92213080799285,0.466201601919098,0.500137890140433,0.999366524090095,0.999366524090095
"ybgT",-0.135286113047581,6.98553882963681,0.224978201363732,0.639404818431229,0.999366524090095,0.999366524090095
"ybgE",0.0933286513742674,7.57293429656607,0.133128901179543,0.718196857082008,0.999366524090095,0.999366524090095
"ybgC",-0.0770852526576423,5.88674125975351,0.135349289603447,0.715246405031484,0.999366524090095,0.999366524090095
"tolQ",0.214030318046593,6.48190360857426,1.15632867973195,0.28985628027691,0.999366524090095,0.999366524090095
"tolR",-0.118651234870912,5.40350504244,0.282469527395662,0.598568336383811,0.999366524090095,0.999366524090095
"tolA",-0.181153924187967,7.21134271702705,1.40626176537314,0.243960403915402,0.999366524090095,0.999366524090095
"tolB",-0.0861113356245121,8.70082988162392,0.408570119892539,0.527011258261209,0.999366524090095,0.999366524090095
"pal",-0.0868405894683502,8.13433494790787,0.164844438636792,0.687692185321205,0.999366524090095,0.999366524090095
"ybgF",-0.184648373191801,7.65796864557865,1.95634876602316,0.171027580302733,0.999366524090095,0.999366524090095
"pnuC",0.0520455707619914,4.23401593544814,0.0161229089341922,0.899712930374391,0.999366524090095,0.999366524090095
"ybgR",-0.455875629776474,4.39064767919461,2.40752458612437,0.130081667311269,0.999366524090095,0.999366524090095
"ybgS",-0.020751691727657,4.03181143332325,0.00406185618380849,0.952566267020823,0.999366524090095,0.999366524090095
"aroG",-0.0180395459527946,6.88120717766941,0.0148413117642386,0.903760209283326,0.999366524090095,0.999366524090095
"SL1344_0738",-0.30264617361418,4.11349930753248,0.740172742541347,0.395676529299175,0.999366524090095,0.999366524090095
"SL1344_0739",-0.245537038266443,4.46163364417303,0.324667531290155,0.572589853455329,0.999366524090095,0.999366524090095
"SL1344_0740",0.485449749661867,4.29015874450479,1.45534008943622,0.236062160635727,0.999366524090095,0.999366524090095
"SL1344_0741",0.32900372406969,5.42298829447001,0.254662857383017,0.61736359092905,0.999366524090095,0.999366524090095
"SL1344_0742",-1.03031977512976,4.33038566966729,3.03882467943631,0.0904003905593519,0.999366524090095,0.999366524090095
"dcoA",0.623114657237096,3.37098506005873,0.976729602237054,0.339176840087086,0.999366524090095,0.999366524090095
"dcoB",-0.683870625491291,4.80442065432832,0.875874593958034,0.355983224341306,0.999366524090095,0.999366524090095
"SL1344_0746",-0.0973622357574441,4.27781306289894,0.109031144300441,0.74930102385312,0.999366524090095,0.999366524090095
"SL1344_0747",-0.000467719122303695,4.26850047021289,1.73937120848617e-06,0.998955473784117,0.999366524090095,0.999366524090095
"SL1344_0748",-0.374642952090279,4.44523966716591,1.19964886961914,0.281147236824194,0.999366524090095,0.999366524090095
"gpmA",-0.12499049186524,9.19599499391889,0.595599170901794,0.445632784831648,0.999366524090095,0.999366524090095
"galM",-0.151341733441517,6.8229542234648,0.40325843553655,0.529799814192625,0.999366524090095,0.999366524090095
"galK",0.198787807805808,5.33346177689833,0.569506708734912,0.455689247175312,0.999366524090095,0.999366524090095
"galT",0.417369803165903,4.68800256086327,1.31730193808645,0.259148162141485,0.999366524090095,0.999366524090095
"galE",0.23074657616984,5.04945726422919,0.578483356759731,0.452188966396706,0.999366524090095,0.999366524090095
"modF",-0.0550291957178021,6.79773355628382,0.154846944872812,0.696420978448682,0.999366524090095,0.999366524090095
"modE",0.263592462148698,6.11218729483084,1.96442852507827,0.170170793913079,0.999366524090095,0.999366524090095
"ybhT",0.0120930524931035,8.09908946665918,0.00550187663433087,0.941309353278239,0.999366524090095,0.999366524090095
"modB",0.0730088484557624,6.2973254378023,0.106839762240878,0.74578983881761,0.999366524090095,0.999366524090095
"modC",-0.284541407739358,6.0147194515315,1.56606043651134,0.219385439102324,0.999366524090095,0.999366524090095
"ybhA",0.0421811422491689,5.66856656591511,0.0322689241549068,0.858512956293931,0.999366524090095,0.999366524090095
"ybhE",-0.160954444906205,5.48922291828434,0.445618347575993,0.508962545008938,0.999366524090095,0.999366524090095
"hutI",0.271606054071069,5.2336997307309,1.26760083499325,0.268160318532046,0.999366524090095,0.999366524090095
"hutG",0.300811680121037,4.32442448553858,0.924451234407733,0.343147736927651,0.999366524090095,0.999366524090095
"hutC",0.159186773327226,4.69838860082177,0.237932455721456,0.628857460095239,0.999366524090095,0.999366524090095
"hutU",0.0260500689853433,6.60222744714734,0.00144310572339389,0.970018683519816,0.999366524090095,0.999366524090095
"hutH",0.0298292866532126,5.9550342504908,0.00491702868621063,0.944629689018792,0.999366524090095,0.999366524090095
"bioA",0.0991167377775437,7.61534567799165,0.217018393728804,0.644656548459096,0.999366524090095,0.999366524090095
"bioB",0.36626986358549,7.66575988650575,3.00985229196632,0.0928401534000856,0.999366524090095,0.999366524090095
"bioF",0.155680219813053,7.22319925091093,0.406292196154811,0.529087073292823,0.999366524090095,0.999366524090095
"bioC",0.142727927676575,6.21733799853615,0.314904578754899,0.578702502718124,0.999366524090095,0.999366524090095
"bioDa",0.228113079864271,6.31920430044013,0.622560641453159,0.43688808901994,0.999366524090095,0.999366524090095
"uvrB",0.0486532370876257,7.20835938654534,0.104680527208145,0.748280010430479,0.999366524090095,0.999366524090095
"slrP",0.0947571070692893,7.69739346514173,0.37625042756423,0.543729193105126,0.999366524090095,0.999366524090095
"ybhK",-0.068718171701064,5.89897735438647,0.126270682230528,0.724541923438019,0.999366524090095,0.999366524090095
"moaA",0.173148164239776,5.8558318528428,0.79993564666221,0.377447200639061,0.999366524090095,0.999366524090095
"moaB",-0.0206151447818053,4.58278947727904,0.00510303925499012,0.943472780269671,0.999366524090095,0.999366524090095
"moaC",0.226748732682776,4.1855496989444,0.245956335167172,0.623151400218523,0.999366524090095,0.999366524090095
"moaD",-0.237824707986514,3.60416679666185,0.235261288142378,0.630783555840698,0.999366524090095,0.999366524090095
"moaE",0.211002800961558,4.51113133444706,0.647745041614809,0.426553956950022,0.999366524090095,0.999366524090095
"ybhL",0.0129667155676479,7.55812384789954,0.00840171763216287,0.92750941115976,0.999366524090095,0.999366524090095
"ybhM",-0.436545321969351,5.23417734953315,0.262624102262235,0.612011652984626,0.999366524090095,0.999366524090095
"SL1344_0785",-0.596960424617952,4.65555458876285,0.530272788558532,0.472253612523955,0.999366524090095,0.999366524090095
"SL1344_0786",1.14423683106074,3.50283899555005,1.60462985522823,0.214558098061801,0.999366524090095,0.999366524090095
"ybhN",-0.232089974468935,4.02316385675366,0.33151337917468,0.568589203770369,0.999366524090095,0.999366524090095
"ybhO",-0.0545019738362132,4.90842215352439,0.00740033916113324,0.932010122197834,0.999366524090095,0.999366524090095
"ybhQ",0.316204841494874,6.3625375074073,2.66649534045783,0.111778417835497,0.999366524090095,0.999366524090095
"ybhR",-0.0772249122773837,5.09567204716547,0.107379969442225,0.750430944368793,0.999366524090095,0.999366524090095
"ybhS",-0.0762939943504742,4.8370915773797,0.0841775168903323,0.773489344808392,0.999366524090095,0.999366524090095
"ybhF",0.208306941997076,5.22904413246554,0.630111618725936,0.432860668948366,0.999366524090095,0.999366524090095
"SL1344_0794",-0.303876568596637,5.23507622883709,0.895825907869509,0.350631514609426,0.999366524090095,0.999366524090095
"ybiH",-0.177979346285422,5.79124675344407,0.717666927102746,0.402878178208111,0.999366524090095,0.999366524090095
"rhlE",0.0448552454308635,6.51094210627826,0.0734790644294966,0.787988201103763,0.999366524090095,0.999366524090095
"dinG",-0.177631606926565,6.34580168337271,1.12143701228401,0.297130269436854,0.999366524090095,0.999366524090095
"ybiB",-0.38166074706716,5.73824209628229,2.02735460027779,0.163670138417421,0.999366524090095,0.999366524090095
"ybiI",0.18994912350366,4.77695214267751,0.406963694798181,0.527819842573768,0.999366524090095,0.999366524090095
"ybiN",-0.0973746535483694,6.1812614666847,0.420644674686365,0.521004673446644,0.999366524090095,0.999366524090095
"ybiO",-0.0416336803364189,6.42785305439279,0.0513770657278001,0.822051551683065,0.999366524090095,0.999366524090095
"glnQ",-0.335240229721513,6.79580289939453,2.34787653354005,0.135377023191668,0.999366524090095,0.999366524090095
"glnP",0.0901833417157684,6.04600985194411,0.192616056535801,0.663545273523563,0.999366524090095,0.999366524090095
"glnH",-0.148088521821155,7.59973487604926,0.869665985745941,0.357672047020159,0.999366524090095,0.999366524090095
"dps",-0.385630696809842,7.08496155100365,1.90317079128786,0.179998173535119,0.999366524090095,0.999366524090095
"ybiF",-0.227612426154577,5.17671772505167,0.608654445852403,0.440732655155264,0.999366524090095,0.999366524090095
"ompX",0.298436461997275,11.8278716294762,2.63140285225051,0.114075734944495,0.999366524090095,0.999366524090095
"ybiP",-0.0312029496781483,6.86881785446454,0.0395019243911656,0.843650141853967,0.999366524090095,0.999366524090095
"SL1344_0810",0.213012161933209,5.61383312187629,1.126473495436,0.296065525827089,0.999366524090095,0.999366524090095
"ybiR",-0.104066000278343,6.61526115985686,0.601154974911185,0.443537028990001,0.999366524090095,0.999366524090095
"ybiS",-0.111993089380801,8.20863676352111,0.631093660080017,0.432505647016007,0.999366524090095,0.999366524090095
"ybiT",-0.203623209971298,8.42539567017449,2.6127405292846,0.115319540803448,0.999366524090095,0.999366524090095
"SL1344_0814",-0.127062245157095,4.97764463414626,0.0249521442903912,0.875790775060448,0.999366524090095,0.999366524090095
"ybiU",0.156026079385669,5.15502014677539,0.402457897203611,0.530099907585453,0.999366524090095,0.999366524090095
"ybiV(1)",-0.0417915981807748,6.90377588369772,0.0633522831312523,0.802800361184038,0.999366524090095,0.999366524090095
"pflF",0.375691339280148,5.20344502503817,2.12144184601045,0.164205237819256,0.999366524090095,0.999366524090095
"pflE",-0.240033438817234,4.70037071864884,0.220061406976862,0.642084631967419,0.999366524090095,0.999366524090095
"moeB",0.119585677197103,5.07687301651982,0.270047969527654,0.606691586335509,0.999366524090095,0.999366524090095
"moeA",0.0554156169448333,6.18316321575964,0.101214887150451,0.752336989815371,0.999366524090095,0.999366524090095
"ybiK",0.0340179130436396,6.19410620384659,0.0359134085210906,0.850829632135075,0.999366524090095,0.999366524090095
"yliA",-0.0375225336772377,6.28792974040855,0.0410753615653404,0.840609464875475,0.999366524090095,0.999366524090095
"yliB",-0.054992843908499,5.65946354705969,0.0458246860302063,0.831782953759555,0.999366524090095,0.999366524090095
"yliC",0.38905954209893,5.17135304487245,3.02440523321065,0.0911361384832329,0.999366524090095,0.999366524090095
"yliD",-0.259806173135095,5.96331510861018,1.42771687234936,0.240467338660981,0.999366524090095,0.999366524090095
"rimO",-0.114669170978876,8.14141327075872,0.690486679038781,0.411839480093899,0.999366524090095,0.999366524090095
"SL1344_0832",-0.630827916967747,4.73035684492886,0.929169042353686,0.342505826695401,0.999366524090095,0.999366524090095
"SL1344_0833",-0.289433130597496,7.49700542487649,0.364017645756403,0.55236258929245,0.999366524090095,0.999366524090095
"SL1344_0834",-0.15240250270582,5.08691707734203,0.280044019239215,0.600136251544072,0.999366524090095,0.999366524090095
"yliJ",0.117318730907688,5.80804971587251,0.278213402662267,0.601325404741874,0.999366524090095,0.999366524090095
"mdfA",0.190724509851217,6.86200079449414,1.42487867494525,0.240925788371216,0.999366524090095,0.999366524090095
"SL1344_0843",-0.145841007080466,5.83566700058434,0.629990156162072,0.432904610863233,0.999366524090095,0.999366524090095
"SL1344_0844",0.103004588826263,6.37614064275858,0.191597588712762,0.664379031351893,0.999366524090095,0.999366524090095
"SL1344_0845",0.0747505436915493,4.35151638942037,0.0391313798435714,0.844375347833317,0.999366524090095,0.999366524090095
"SL1344_0846",-0.232441326753777,7.93449052273919,1.46801852485886,0.234144498758039,0.999366524090095,0.999366524090095
"ybjM",-0.173593281360848,5.21876663178479,0.425077713062282,0.518830263873373,0.999366524090095,0.999366524090095
"grxA",-0.078210343451101,8.06426989651132,0.221786664271483,0.640711927301619,0.999366524090095,0.999366524090095
"ybjC",0.587838693358491,5.12040062184374,1.9911072564895,0.168138991368875,0.999366524090095,0.999366524090095
"rimK",-0.0997311079975823,6.76076213873653,0.31294197488025,0.579574478765421,0.999366524090095,0.999366524090095
"ybjN",-0.120057991980133,6.40520767463751,0.311290691733425,0.580571936159416,0.999366524090095,0.999366524090095
"potF",-0.0706346981583447,4.8085140299198,0.0337023428257685,0.855439982715511,0.999366524090095,0.999366524090095
"potG",0.128287240388426,4.90516560199031,0.123689064685641,0.727253862540572,0.999366524090095,0.999366524090095
"potH",-0.513155054563376,4.68521921427507,1.67673717810733,0.204147860810787,0.999366524090095,0.999366524090095
"potI",0.0230569959380544,4.87041051525403,0.00690795903502117,0.934251831860397,0.999366524090095,0.999366524090095
"ybjO",-0.229259396012422,5.64601690144171,1.41424061040426,0.242653962258485,0.999366524090095,0.999366524090095
"rumB",0.0696702354457204,6.96890528192209,0.258179741369759,0.614678804390454,0.999366524090095,0.999366524090095
"SL1344_0860",0.124493109364426,4.06976269655239,0.0414481746894165,0.839897936839831,0.999366524090095,0.999366524090095
"SL1344_0861",0.083743419684785,3.15746046944651,0.00908031361701281,0.924647527760229,0.999366524090095,0.999366524090095
"SL1344_0862",0.102970147858599,5.20859477193854,0.144195630727113,0.706524322862111,0.999366524090095,0.999366524090095
"artJ",-0.0265375322877156,4.28292995632691,0.00423813866697502,0.948477709275768,0.999366524090095,0.999366524090095
"artM",0.0307478605958667,6.78321658770446,0.0279906981532363,0.868129196364121,0.999366524090095,0.999366524090095
"artQ",-0.0637079330028143,6.0883904792026,0.0841353595782205,0.77354445477793,0.999366524090095,0.999366524090095
"artI",-0.0802343145820023,6.28470323928394,0.107931793253231,0.744690688750606,0.999366524090095,0.999366524090095
"artP",0.129420652531207,6.99173800823598,0.797947727936124,0.378033726960476,0.999366524090095,0.999366524090095
"SL1344_0869",0.0863425013058862,5.30907497360531,0.102300520326393,0.751057969232991,0.999366524090095,0.999366524090095
"SL1344_0871",0.142076767836819,6.98717808110489,0.897853710907414,0.350093910045119,0.999366524090095,0.999366524090095
"ybjT",0.0656991021268617,5.31148302514154,0.0327951389402541,0.857376809716568,0.999366524090095,0.999366524090095
"ltaA",0.499135042163852,4.81021549080422,2.98895685521404,0.0929739298869065,0.999366524090095,0.999366524090095
"poxB",-0.0903985284060955,4.2159959573277,0.050019365276906,0.824377951542702,0.999366524090095,0.999366524090095
"hcr",0.0278960840042623,5.04266600882826,0.00954651370533136,0.922743543047892,0.999366524090095,0.999366524090095
"hcp",-0.21360592233903,6.56887868034126,0.658518116529667,0.423188549633726,0.999366524090095,0.999366524090095
"ybjE",-0.468390243549647,5.42342256582531,2.88549210743787,0.0985834136977505,0.999366524090095,0.999366524090095
"ybjD",0.204959802449192,6.59153340599559,2.04604415350363,0.161796540850121,0.999366524090095,0.999366524090095
"ybjY",0.015420246454405,6.82510657097173,0.00873798605808755,0.926077229928232,0.999366524090095,0.999366524090095
"ybjZ",0.260048202572154,7.0099795103803,2.35562741953394,0.134154579202227,0.999366524090095,0.999366524090095
"cspD",0.245075296553644,5.49215622675429,1.13138195857154,0.295032696040736,0.999366524090095,0.999366524090095
"clpA",-0.260839220328476,9.33240425728444,2.18993606868479,0.148190518163743,0.999366524090095,0.999366524090095
"tnp",0.204863077963907,3.68125024719125,0.215363043170661,0.645575720349859,0.999366524090095,0.999366524090095
"SL1344_0886",0.0898176593300291,3.88790649399904,0.0315070890160944,0.860174923183836,0.999366524090095,0.999366524090095
"SL1344_0887",-0.344663689513209,5.32289036997539,2.05225015189625,0.161180033943662,0.999366524090095,0.999366524090095
"SL1344_0888",0.0291100991733669,4.63572179667911,0.00485659292089888,0.944852303753849,0.999366524090095,0.999366524090095
"SL1344_0889",0.129405243370886,4.13174900249544,0.0440498128847999,0.835022907413129,0.999366524090095,0.999366524090095
"SL1344_0890",-0.125439527993409,6.25900667680119,0.432116808132538,0.515410726438502,0.999366524090095,0.999366524090095
"infA",-0.247740971489083,7.23881276440967,2.25793765775875,0.142231582613208,0.999366524090095,0.999366524090095
"SL1344_0892",0.157504464052316,7.88650537401868,1.04412092586427,0.314134377981078,0.999366524090095,0.999366524090095
"aat",-0.290806949797034,5.13139184956728,1.29205864257169,0.263676038550851,0.999366524090095,0.999366524090095
"cydC",-0.0178887176923196,6.89216206295412,0.0129928948810832,0.909924029788259,0.999366524090095,0.999366524090095
"cydD",-0.0658055535050631,7.38507432633836,0.188023296106835,0.667326231712743,0.999366524090095,0.999366524090095
"trxB",0.0187719013503911,8.65326500023885,0.0131264057922689,0.909464486504336,0.999366524090095,0.999366524090095
"lrp",0.124174241272271,7.80552998309393,1.02280308237168,0.319051437484664,0.999366524090095,0.999366524090095
"ftsK",0.00913934607966073,8.78587871810703,0.00678734353325856,0.934827005570079,0.999366524090095,0.999366524090095
"lolA",0.116766257806779,5.95198008675754,0.346114599282054,0.560237808390259,0.999366524090095,0.999366524090095
"ycaJ",0.0872973762153849,6.38234750720482,0.281650988296596,0.599096490349394,0.999366524090095,0.999366524090095
"serS",0.0138674984282149,8.15213728862476,0.00349621871534781,0.953287631650416,0.999366524090095,0.999366524090095
"dmsA",-0.558548054895255,4.60699356733782,1.95782496210108,0.170870659267708,0.999366524090095,0.999366524090095
"dmsC",0.445728241495175,3.46841051780281,0.991393896630528,0.326487900878291,0.999366524090095,0.999366524090095
"ycaD",0.00930604912283307,6.52113072967701,0.00267615907284753,0.959047549628802,0.999366524090095,0.999366524090095
"SL1344_0908",0.107754896271377,5.38120094164398,0.169977696303403,0.682738929139468,0.999366524090095,0.999366524090095
"sopD2",0.287843777336613,4.81981915566778,1.02146802088769,0.319362825677283,0.999366524090095,0.999366524090095
"pflB",-0.129186223626013,8.27857282732471,0.61036326170042,0.440097558593688,0.999366524090095,0.999366524090095
"focA",0.0153897039599934,6.97567369866993,0.00658552469521781,0.935801042365352,0.999366524090095,0.999366524090095
"ycaO",-0.162306417408294,7.49813246313436,1.43503895251427,0.239289671300952,0.999366524090095,0.999366524090095
"ycaP",-0.134557072203064,3.64026850445327,0.0717545742904113,0.790429523579945,0.999366524090095,0.999366524090095
"serC",-0.137934864462836,7.31037122001008,1.1021733221404,0.30124986894344,0.999366524090095,0.999366524090095
"aroA",0.0763897841681053,6.8404573467716,0.242826280252388,0.62536327509287,0.999366524090095,0.999366524090095
"ycaL",0.231137612861879,6.16616218269658,0.465470076119226,0.50023753147935,0.999366524090095,0.999366524090095
"cmk",0.118676114495956,8.65567449802402,0.825152947527041,0.370119389882834,0.999366524090095,0.999366524090095
"rpsA",-0.182136789817147,11.9457530338901,1.15075061936464,0.291003272847697,0.999366524090095,0.999366524090095
"himD",-0.211527959675413,8.19075579876086,1.69397793613377,0.201892582955,0.999366524090095,0.999366524090095
"rec2",0.238276023971208,5.98791502608647,0.569661733994126,0.455628429335321,0.999366524090095,0.999366524090095
"msbA",0.0304639858066298,7.91539225124981,0.0400495822481816,0.842584752851937,0.999366524090095,0.999366524090095
"lpxK",-0.197148203272892,7.09294409503043,1.53470951025127,0.223954517749545,0.999366524090095,0.999366524090095
"ycaQ",-0.246862438762784,4.78995592570328,0.837496994759948,0.366606582968444,0.999366524090095,0.999366524090095
"ycaR",-0.096984093538805,4.22694137267676,0.105281865506912,0.747583670195777,0.999366524090095,0.999366524090095
"kdsB",0.0122798960593456,6.26031997564579,0.00579116631389037,0.939789123601059,0.999366524090095,0.999366524090095
"SL1344_0926",0.0857490210224577,4.4728723470716,0.0518168268315528,0.82130497941033,0.999366524090095,0.999366524090095
"ycbC",-0.587685657532537,4.02856304925746,1.89236697451178,0.177997497687488,0.999366524090095,0.999366524090095
"smtA",0.123406949692977,7.63359350474397,0.679509240646963,0.41554403485794,0.999366524090095,0.999366524090095
"mukF",0.0597950196778187,6.90378216424465,0.145864611643297,0.704913450984099,0.999366524090095,0.999366524090095
"mukE",-0.176487660587241,7.75710459429792,0.279806875166894,0.601652616896595,0.999366524090095,0.999366524090095
"mukB",0.0693945093561679,9.0188272582046,0.431434008667543,0.515740664860129,0.999366524090095,0.999366524090095
"ycbB",0.207724930040682,6.9643533250987,1.81581831384924,0.186789517101195,0.999366524090095,0.999366524090095
"ycbK",0.0507823318795582,5.96660942033253,0.0813136920403124,0.77726773490278,0.999366524090095,0.999366524090095
"ycbL",-0.22014959799496,6.85176051833337,1.69123670412086,0.202249123982315,0.999366524090095,0.999366524090095
"aspC",-0.0579738359177302,8.2797249519534,0.214312915630128,0.646379243983348,0.999366524090095,0.999366524090095
"ompF",-0.0972072465278345,7.64217608709471,0.217768759795096,0.644056278348618,0.999366524090095,0.999366524090095
"asnCa",-0.0942293562867094,8.70354762122562,0.487843354940215,0.489676309459478,0.999366524090095,0.999366524090095
"SL1344_0938",-0.0520756782976868,4.12499307222729,0.0219938745613503,0.882985991441948,0.999366524090095,0.999366524090095
"dpaL",0.553291768725279,3.81342093644996,0.66299654283248,0.421212621419031,0.999366524090095,0.999366524090095
"SL1344_0940",-0.870621211972583,3.44865630739865,1.90214187561098,0.176910952603341,0.999366524090095,0.999366524090095
"pncB",-0.0858777325256921,8.11317684719384,0.410005515849662,0.526290661856482,0.999366524090095,0.999366524090095
"SL1344_0942",0.0155353555833953,7.82790997357408,0.0119132456275869,0.913731679659425,0.999366524090095,0.999366524090095
"SL1344_0945",-0.474821765763724,3.32096459235675,0.312288971022667,0.579968509946595,0.999366524090095,0.999366524090095
"recEa",0.120599394406923,5.15508404704789,0.0896057191411495,0.766514825177892,0.999366524090095,0.999366524090095
"SL1344_0950",0.261369290113913,6.49041821077948,2.07260145128151,0.159177767221144,0.999366524090095,0.999366524090095
"C1",-0.131610180170227,3.86581085003986,0.0591723462321914,0.809281444482792,0.999366524090095,0.999366524090095
"SL1344_0952",0.180850319784723,5.17512804737062,0.348108861949721,0.559115711861591,0.999366524090095,0.999366524090095
"SL1344_0953",-0.568166626182202,4.51141456025068,0.503305633075337,0.483188832080346,0.999366524090095,0.999366524090095
"SL1344_0955",0.0178859941328222,3.89442438254689,0.00233143882365834,0.961773756359428,0.999366524090095,0.999366524090095
"SL1344_0956",0.0318718191975871,6.16885520515981,0.0332637233838049,0.856372997929184,0.999366524090095,0.999366524090095
"SL1344_0957",0.169583245731201,4.78554500672758,0.342241775717822,0.562429449326408,0.999366524090095,0.999366524090095
"SL1344_0958",-0.216116134271041,4.54869854461965,0.609262080357038,0.446249000930319,0.999366524090095,0.999366524090095
"ninG",-0.744153801558049,4.01024055645321,1.08616727432102,0.304730732029305,0.999366524090095,0.999366524090095
"SL1344_0961",0.503001917242732,4.04452596838852,1.28571785643456,0.264829291394081,0.999366524090095,0.999366524090095
"SL1344_0962",-0.0537872433952056,7.94785240265564,0.0944018573146197,0.760542009219767,0.999366524090095,0.999366524090095
"SL1344_0963",-0.31260936295963,6.41616024378603,2.17171541629034,0.149836651133851,0.999366524090095,0.999366524090095
"SL1344_0964",-0.163632425819532,7.48434655791245,0.901745105368892,0.3490654609144,0.999366524090095,0.999366524090095
"nucD",0.443902875406207,3.89685624405794,0.405414927218146,0.528805972147304,0.999366524090095,0.999366524090095
"SL1344_0969",0.0210872705938726,4.72318753742746,0.00351608798207239,0.953065604384443,0.999366524090095,0.999366524090095
"SL1344_0971",0.144631973517276,6.08323925088881,0.122127671107593,0.729090721463231,0.999366524090095,0.999366524090095
"SL1344_0972",-0.0722151059193104,5.72274737756,0.033291743387113,0.856393692732738,0.999366524090095,0.999366524090095
"SL1344_0973",-0.979179088638556,3.57985530110918,2.37131392528269,0.132908053566267,0.999366524090095,0.999366524090095
"SL1344_0975",-1.74690149885483,3.39121204861806,2.97438616806009,0.0937415046163978,0.999366524090095,0.999366524090095
"SL1344_0976",-0.346776038725001,3.08861379225049,0.272681552754722,0.604949636413002,0.999366524090095,0.999366524090095
"SL1344_0977",-0.0573436069481182,3.87868019986666,0.0107546287463634,0.918017680294156,0.999366524090095,0.999366524090095
"SL1344_0980",0.194782590317403,6.64865647506963,0.195685102157539,0.662170032014529,0.999366524090095,0.999366524090095
"SL1344_0982",0.416574798208675,4.93489731186921,2.67195784403653,0.111425617837875,0.999366524090095,0.999366524090095
"SL1344_0984",0.993843495863047,3.30925931877799,2.87090007539138,0.0994051136942983,0.999366524090095,0.999366524090095
"SL1344_0985",0.128721117592368,3.25647184069541,0.0405234962294082,0.841668927095456,0.999366524090095,0.999366524090095
"SL1344_0986",0.446897858684469,4.10337818216654,0.82266171011452,0.370834168628673,0.999366524090095,0.999366524090095
"SL1344_0987",-0.0756878580194008,6.25724196190032,0.0508791169144261,0.823050661222115,0.999366524090095,0.999366524090095
"SL1344_0988",0.466943408714371,4.94837999740676,2.00323708640413,0.166126098456296,0.999366524090095,0.999366524090095
"SL1344_0990",1.48935578299987,3.12781366595248,2.42420086738967,0.128803539814526,0.999366524090095,0.999366524090095
"sseI",-0.0581424369639717,4.11626182452339,0.0138804266223377,0.906912495912787,0.999366524090095,0.999366524090095
"SL1344_0993",-0.912644983276271,3.81554431060954,2.88057253979429,0.098859574439225,0.999366524090095,0.999366524090095
"SL1344_0994",0.0701559663885162,4.58094865731497,0.0289961550232315,0.865839740406441,0.999366524090095,0.999366524090095
"gtgE",-0.195896412641483,3.72467452940754,0.199311662272168,0.658128680484786,0.999366524090095,0.999366524090095
"pepN",0.0405780116328272,7.46636302151447,0.105791514885143,0.746995227472046,0.999366524090095,0.999366524090095
"ycbW",0.116799694455429,6.17472730750931,0.471984710608943,0.496769708022464,0.999366524090095,0.999366524090095
"SL1344_1000",-0.0628736830621056,6.21754345771272,0.0820339459645018,0.77631076131013,0.999366524090095,0.999366524090095
"rlmL",0.0117071164537075,8.24442774926775,0.00934542009087327,0.923558928488628,0.999366524090095,0.999366524090095
"uup",-0.103370146043924,7.7208372949219,0.626535982369445,0.434157148591171,0.999366524090095,0.999366524090095
"pqiA",0.220155792924106,6.50699211627147,2.16378627527145,0.15055971431936,0.999366524090095,0.999366524090095
"pqiB",0.248399738066957,6.30791312836977,1.76860795828817,0.192473307851537,0.999366524090095,0.999366524090095
"ymbA",-0.228572975654019,5.42896864848329,0.949051208109109,0.336892443876545,0.999366524090095,0.999366524090095
"rmf",-0.150894822934233,4.96075027921096,0.311758811822762,0.580288814774785,0.999366524090095,0.999366524090095
"fabA",0.0593760078763835,8.69949986202325,0.164884196870686,0.687262318100435,0.999366524090095,0.999366524090095
"lonH",-0.0217629188598849,7.46312368508022,0.0335781070831025,0.855703611637663,0.999366524090095,0.999366524090095
"ycbG",-0.247097068314132,5.11732334819581,1.00943477526349,0.32218811437888,0.999366524090095,0.999366524090095
"ompA",-0.0351727174221884,12.0251243280899,0.032002622679896,0.859091574289526,0.999366524090095,0.999366524090095
"sulA",0.130465410333627,5.07818097467964,0.233096075831091,0.632354802211691,0.999366524090095,0.999366524090095
"sxy",0.241120159407774,3.69914502519133,0.276664698044574,0.602335359598012,0.999366524090095,0.999366524090095
"yccS",0.0310633482697638,6.09161185187236,0.0230322312680024,0.880276921502828,0.999366524090095,0.999366524090095
"yccF",-0.244512927390891,4.59505475300216,0.661923504307374,0.421585055953572,0.999366524090095,0.999366524090095
"helD",-0.125724144373452,8.85451848359894,0.133814090030696,0.717843681424108,0.999366524090095,0.999366524090095
"mgsA",-0.00813608747359935,5.35522281586465,0.00171996873370611,0.968013295391392,0.999366524090095,0.999366524090095
"yccT",0.239401149488423,4.04989282402226,0.312764820982681,0.579681322135057,0.999366524090095,0.999366524090095
"SL1344_1018",-0.133583744541348,6.55605913394836,0.722972482314912,0.401163008209044,0.999366524090095,0.999366524090095
"yccV",-0.226070510361324,8.03519846679207,1.91884974397476,0.175072103509902,0.999366524090095,0.999366524090095
"yccW",-0.0185411158932524,6.95547986080788,0.0166833079106729,0.897994717078981,0.999366524090095,0.999366524090095
