"","logFC","logCPM","F","PValue","p_value_FDR","FDR"
"rna",0.891847102776606,7.13061319156623,26.5561097819212,1.10779009740727e-05,0.00231897393723922,0.00231897393723922
"SL1344_1783",0.993246427067131,6.74138944795525,26.6105707913458,1.09048754669244e-05,0.00231897393723922,0.00231897393723922
"yeiU",0.676446477660048,9.41861384499083,25.2119274095281,1.64183189118037e-05,0.00328067863346769,0.00328067863346769
"steA",1.01216339023357,7.53217488556017,24.1150702884806,2.45759158478374e-05,0.00467490504596775,0.00467490504596775
"rluD",0.681423157614323,9.3374689576172,23.7429149655785,2.55226845093781e-05,0.00467490504596775,0.00467490504596775
"ybjG",0.819080001856301,6.22403591798718,22.6622900361622,3.55860030334049e-05,0.00625744277339392,0.00625744277339392
"phnO",1.30288487641066,5.36857249254401,21.6175838487696,4.93994793437422e-05,0.00835231196904196,0.00835231196904196
"ais",0.787928928495161,6.49608548157458,21.0036412340306,6.00909817072603e-05,0.00978370205870801,0.00978370205870801
"yehU",0.703449020215492,6.71560336874028,19.9609087379813,8.42856749009931e-05,0.0132328509594559,0.0132328509594559
"orgB",0.902528282654897,7.01280178846408,19.5034143339073,9.79991372543038e-05,0.0148553174955145,0.0148553174955145
